Year-Month,Value,Smooth_Value
2014-06,0.2,-0.29333373904509147
2014-07,-0.2,-0.3487138665037874
2014-08,-0.7,-0.42864076273086066
2014-09,-0.7,-0.49298645237950645
2014-10,-0.6,-0.518582912432241
2014-11,-0.9,-0.4952004665978614
2014-12,-0.6,-0.41769800655814987
2015-01,-0.8,-0.3062343948325223
2015-02,0.2,-0.1923623685305097
2015-03,0.7,-0.13849501508461107
2015-04,-0.0,-0.18252277389416863
2015-05,-0.7,-0.3099301459157358
2015-06,0.6,-0.49479395873748083
2015-07,-1.1,-0.7355704058278387
2015-08,-1.4,-0.9622910582341513
2015-09,-1.6,-1.1277643366395211
2015-10,-1.7,-1.2121554705874154
2015-11,-0.5,-1.2251444185813323
2015-12,-0.6,-1.2069014222130565
2016-01,-2.2,-1.1522751969130391
2016-02,-2.0,-1.0181831192234143
2016-03,0.1,-0.827025365879253
2016-04,-1.2,-0.6625656686641619
2016-05,0.4,-0.5506286739942947
