Year-Month,dates,monthly_anomaly,nzd0240_Average_Value,Value,Smooth_Value
1999-10,1999-10-24 21:46:32.000000000,343.5162948273747,347.75539548767557,1.0,1.1174440949002622
2000-01,2000-01-12 21:46:30.000000000,346.3079797840157,347.64311321544443,0.7,1.1528407840798338
2000-02,2000-02-12 21:52:33.000000000,347.56334222172643,347.834064551962,1.7,1.1252096839580497
2000-03,2000-03-16 21:46:15.000000000,345.6072604085932,347.93152790530706,1.3,1.0216075893444252
2000-05,2000-05-15 09:48:51.500000000,351.70023607494136,347.12422085043113,0.4,0.6682251425375931
2000-06,2000-06-04 21:45:56.000000000,340.5886412051107,345.0997747715807,0.2,0.5440736596022042
2000-07,2000-07-10 09:48:17.000000000,339.88788025224625,343.0997377177886,-0.2,0.5344736370024811
2000-08,2000-08-14 21:50:56.000000000,350.04549122431456,341.677231091132,0.7,0.6533876947298695
2000-09,2000-09-15 21:50:25.000000000,343.11543972669966,340.54198806156825,0.9,0.8331702708866523
2000-11,2000-11-02 21:50:13.000000000,334.01156311604757,339.66613405419724,1.8,1.1329008364746243
2000-12,2000-12-12 21:50:13.000000000,333.4136427383952,340.5358752451949,0.8,1.1526164932394691
2001-01,2001-01-05 21:50:16.000000000,346.32567117985974,344.4209560301834,1.0,1.099432606924579
2001-03,2001-03-10 21:50:10.000000000,357.0241864722748,347.9930628759496,0.9,0.722322448279438
2001-04,2001-04-12 21:43:44.500000000,355.20705918405486,351.596771659684,0.2,0.4376799458297985
2001-05,2001-05-22 21:43:30.000000000,345.59434932859904,353.7059448673785,-0.5,0.18949545768888398
2001-06,2001-06-19 09:46:15.000000000,355.09439033635533,355.6991920823275,0.3,0.03168281082958975
2001-07,2001-07-25 21:42:54.000000000,372.5752106654446,356.397985285721,-0.2,-0.058454774185066824
2001-08,2001-08-18 21:42:30.500000000,349.29401583394247,354.08865902970655,-0.4,-0.07380105577313285
2001-09,2001-09-19 13:44:12.000000000,351.2617716789586,351.49836649317075,0.2,-0.02296703966542569
2001-10,2001-10-20 21:48:09.000000000,344.5473112088413,351.5247119636246,-0.0,0.04919194127091873
2002-01,2002-01-24 21:48:42.000000000,359.0828479370066,352.4590730739531,0.4,0.23509956236746107
2002-02,2002-02-18 05:46:40.666666624,352.96121495600283,354.6401620622085,1.1,0.24345402761200755
2002-03,2002-03-22 21:42:28.000000000,360.753545051041,357.06865184085837,0.2,0.14572296533286758
2002-04,2002-04-11 09:45:33.000000000,357.4770925084167,358.8390481260102,-0.1,-0.013956437143125194
2002-05,2002-05-16 21:48:34.000000000,366.87964804685134,359.67507320620234,-0.8,-0.1854162108594572
2002-06,2002-06-01 21:48:28.000000000,356.4398680325522,358.821156111793,0.2,-0.3280487827325997
2002-08,2002-08-25 09:44:48.500000000,355.6196883326802,356.4619705145015,-1.0,-0.578878292374044
2002-09,2002-09-14 21:41:31.000000000,358.2429559061027,353.3295962671806,-0.6,-0.6284752334702429
2002-10,2002-10-23 21:47:39.000000000,348.30076963551556,350.7421280545303,-0.4,-0.6375083671966623
2002-11,2002-11-13 09:44:55.000000000,345.0268531080933,347.5571433210391,-0.5,-0.6219976552700359
2003-01,2003-01-19 21:48:17.500000000,342.39574071848216,347.2964267317158,-0.2,-0.4623099719849417
2003-02,2003-02-21 21:42:20.000000000,365.46806359456974,350.19201668960085,-0.7,-0.3289967811973743
2003-03,2003-03-16 21:48:34.000000000,347.4822539786444,351.9797055151217,0.3,-0.17727704848579368
2003-04,2003-04-13 05:44:28.333333376,358.47307809366583,355.2588778899613,-0.1,-0.05401673373596516
2003-05,2003-05-15 05:44:35.666666624,355.65381926821436,359.4239591767682,-0.3,0.04694898633143355
2003-07,2003-07-23 21:30:14.000000000,374.45253913423875,361.1941711440391,0.3,0.14766904093761296
2003-08,2003-08-24 05:35:02.000000000,354.62870753724627,358.4786249419208,0.1,0.1250263344373116
2003-10,2003-10-22 21:43:01.000000000,354.630241005572,354.7160558429669,0.0,0.07414377277007737
2003-11,2003-11-18 15:38:41.500000000,349.20423878179736,348.58447452597113,-0.3,0.0831916616081652
2003-12,2003-12-18 21:37:23.000000000,345.4897666154733,343.56429144212655,1.1,0.11772148105890402
2004-01,2004-01-20 21:38:04.000000000,342.06347503153125,345.0937646168789,-1.3,0.13496369371252057
2004-02,2004-02-24 21:43:09.000000000,357.392230072034,348.87349778894065,1.2,0.20129081981936306
2004-03,2004-03-22 05:41:44.666666624,350.0340706179889,350.1569403377346,0.4,0.22363496921727863
2004-04,2004-04-03 21:49:06.000000000,363.43321097398587,350.23977300588444,-0.9,0.21989593843084967
2004-05,2004-05-18 21:38:50.500000000,330.8463400493269,351.2609875742156,1.0,0.2275696385160732
2004-06,2004-06-18 12:06:02.800000000,362.69718241103294,360.83947083148144,0.8,0.15971909848107424
2004-07,2004-07-25 21:36:14.000000000,375.6492296040185,365.0739263660188,-0.5,0.015232943054413549
2004-08,2004-08-18 13:42:41.333333376,367.75046101927165,364.3258645468573,-0.3,-0.1358578806443562
2004-09,2004-09-08 21:42:40.333333376,356.5135916160338,357.76946186998856,-0.3,-0.28077053027950555
2004-10,2004-10-20 21:44:28.000000000,353.4264930606587,352.8318237039964,-0.1,-0.4249601767770454
2004-12,2004-12-07 21:45:24.000000000,354.2971156546285,350.51996680945695,-0.8,-0.7054308887416567
2005-01,2005-01-20 21:47:40.500000000,344.3972243085422,348.7550178936371,0.3,-0.7984578501804348
2005-02,2005-02-22 09:43:26.500000000,347.35679677493107,351.19282069328654,-3.1,-0.8508679657622821
2005-03,2005-03-30 21:43:20.000000000,364.73128829478986,354.97470005751927,0.3,-0.7363788458811699
