nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.07513883352442405,1.0,-0.3550015517255686
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,0.07711995502907909,3.0,-0.32767296530227313
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.09650674326066469,3.0,-0.3549608170030003
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,0.1247520458885305,3.0,-0.24677922271445155
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.6080435593396367,0.0,-0.09583979109426947
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,0.8246525634448194,3.0,-0.05621822078486794
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,0.11685979152853704,3.0,-0.23184373628654512
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,0.011583103955334153,0.0,0.44071548646916053
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,1.5562944195959287e-05,2.0,0.601750352302268
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.11339034286164651,0.0,0.2765243851827023
nzd0059,235.0,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.03128307835148132,3.0,-0.40058970961706775
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,0.00036339078044257857,0.0,0.49840426415175987
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,0.4988717418571344,3.0,0.11158064137874138
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,0.023335365312531282,3.0,0.3721100320734073
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,0.033842648559883545,0.0,0.3497474372813475
nzd0106,69.89,"-35.983841,174.474238",N,-35.983841,174.474238,1,0.0037719125815333402,0.0,0.5126555851890887
nzd0115,240.4,"-36.115880,173.890577",W,-36.11588,173.890577,3,1.4968736208826264e-05,2.0,0.702664400227766
nzd0119,49.92,"-36.212040,174.699727",N,-36.21204,174.699727,1,0.014332322391401218,0.0,0.37094219971216924
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.0003186196861639878,0.0,0.61276541699521
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,0.15420354381308354,1.0,-0.2424698467112247
nzd0191,96.52,"-37.087958,175.883102",N,-37.084162,175.883443,2,1.4769081093252178e-05,0.0,0.5663696854287689
