Year-Month,nzd0343_Average_Value
1999-08,327.55484164025836
1999-09,328.5640128538025
1999-10,329.50416953214824
2000-01,330.3119107166777
2000-05,331.08890208596245
2000-07,327.38856064064015
2000-08,325.2849063848867
2000-09,324.8897527707928
2000-10,325.20435000900886
2000-11,326.0443406543455
2000-12,327.29731531258795
2001-01,327.9594484696537
2001-02,327.75128795423973
2001-04,327.0663988767547
2001-05,325.92489593284944
2001-06,325.28011598942663
2001-07,324.76708525555205
2001-09,323.8512311833606
2002-02,322.5099999406258
2002-03,320.9953822452421
2002-05,319.6449857839212
2002-06,318.8844873569496
2002-07,318.87162015128223
2002-08,319.79828851252165
2002-09,322.06379637882395
2002-10,325.1051954046098
2002-12,326.69716799471223
2003-01,326.8536578656315
2003-03,326.2407409610065
2003-05,325.78700117017127
2003-07,325.1711189670025
2003-08,325.16944111614566
2003-09,326.5425635607957
2003-10,328.03985239179184
2003-11,329.8044549995946
2003-12,329.38780117763304
2004-01,326.77765398619493
2004-02,324.0433425171185
2004-03,321.87211667508836
2004-04,320.75977392261933
2004-06,320.664005520988
2004-07,322.7695042290796
2004-09,324.0747266422257
2004-10,326.2813255305008
2004-11,328.14449167339535
2004-12,328.61865177087196
2005-01,328.1013541977628
2005-02,324.2461237116041
2005-04,319.618952995551
2005-05,318.3960956318464
2005-06,318.25734106627357
2005-07,320.61602123983596
2005-08,323.85422438882847
2005-09,325.518632227808
2005-10,326.2900346142189
2005-11,327.0475944947874
2006-01,328.5817312121927
2006-02,326.3189476580574
2006-03,323.1123911927462
2006-04,321.00469048255354
2006-05,319.7580307684085
2006-06,319.66068734052425
2006-07,320.8902148914865
2006-08,321.9097024390207
2006-09,323.45863320459733
2006-10,325.8725117425787
2006-11,327.6776841104254
2006-12,329.0075926114297
2007-01,330.5403800492391
2007-02,331.26100082885443
2007-05,331.0568618269732
2007-10,330.7611299539234
2007-11,329.9165820992904
2008-01,328.634300051994
2008-02,327.0844836091234
2008-04,324.924601612798
2008-05,322.5035764512836
2008-06,320.61446255490364
2008-07,319.920173530234
2008-08,320.52397818976806
2008-09,321.06776844657026
2008-12,320.6728895237498
2009-02,320.0455506084839
2009-04,319.6867162401243
2009-06,319.8882477666713
2009-07,320.936499973157
2009-08,322.40773363586794
2009-09,323.36482947961065
2009-10,323.7478214724973
2009-12,323.7856481629632
2010-03,322.8626815782696
2010-08,321.1939207400912
2011-01,319.778156134638
2011-02,318.40574561333597
2011-06,317.88957656343666
2011-07,318.288323229952
2011-08,319.541462227738
2011-10,321.4025610808898
2011-11,323.23684891736974
2012-01,324.387458019085
2012-03,324.71962064606396
2012-04,323.7380640697675
2012-05,321.92537392159466
2012-06,321.0067301129063
2012-09,321.1254336092219
2012-10,322.00119126083416
2012-11,323.27571940355864
2013-01,324.5229304075411
2013-02,325.4557809358568
2013-03,325.8139510667665
2013-05,325.66075427903405
2013-06,325.23594497531616
2013-07,324.98637195865643
2013-09,325.18680036177113
2013-10,326.88392166286536
2013-11,327.7159998530652
2013-12,325.91754679964174
2014-01,324.281325008275
2014-02,323.5939650137525
2014-03,324.1663909630046
2014-05,326.88264927225345
2014-06,327.35340836014177
2014-07,324.6329139956578
2014-08,322.1629338552153
2014-09,320.52859364976143
2014-10,321.359549093975
2014-11,325.23776721416186
2014-12,327.2421655077923
2015-01,327.4220575730386
2015-03,326.9438772881607
2015-04,324.92276038232916
2015-05,321.91145394293625
2015-06,314.5872286748701
2015-07,314.1744192094302
2015-08,319.38126218202177
2015-10,323.00836506677285
2015-12,328.05892062701463
2016-01,331.5228618496038
2016-02,330.34020559230026
2016-03,326.9509601172934
2016-04,324.6477768106901
2016-05,320.4469936808949
2016-06,320.43900378164824
2016-07,324.51138793218865
2016-08,325.90233604480886
2016-09,323.9836749800406
2016-11,322.9582234862441
2016-12,323.2583217738187
2017-01,324.23247113016686
2017-02,325.8863762540124
2017-03,324.9602185548688
2017-04,323.11045101076246
2017-05,320.5324356536457
2017-06,317.2915763429469
2017-07,316.5017414503067
2017-08,317.9236275537859
2017-09,319.58328080230444
2017-10,322.15448359367826
2017-12,324.998914182174
2018-01,325.4252513035778
2018-02,324.4165894495076
2018-03,322.63837710957847
2018-04,321.48462473827544
2018-05,321.35303328746977
2018-06,320.87323539492013
2018-07,320.7082597180592
2018-08,320.6786993993203
2018-10,320.386585551251
2018-11,321.0181595640264
2018-12,321.56473959287126
2019-01,321.27352765823673
2019-02,320.5583217577794
2019-03,319.4541326818073
2019-05,318.38213902242796
2019-06,318.82178580378223
2019-07,320.48969881579893
2019-08,323.4152825956169
2019-09,325.3094548998571
2019-10,326.08051962638336
2019-11,325.65373619402766
2020-01,324.76711791159215
2020-02,323.1803560911266
2020-04,322.2713262438558
2020-05,321.9791571035833
2020-06,319.79688635272714
2020-07,319.70067480736634
2020-08,321.8384802807514
2020-09,324.26010166834845
2021-01,325.01134599478394
2021-02,324.3166320136208
2021-03,323.43744374514625
2021-04,323.4436091497098
2021-05,324.48650572683835
2021-07,322.7031352932762
2021-08,323.4763102107062
2021-09,325.15999974717266
2021-10,326.208424889328
2021-11,325.7563265680232
2021-12,324.2495853233999
2022-01,323.3961535409466
2022-02,323.9655082059526
2022-03,324.14044546343746
2022-04,322.5838932332695
2022-05,319.5530260101593
2022-06,320.06913834856306
2022-07,322.72735163289923
2022-08,323.5739339015522
2022-09,322.0242260730038
2022-10,323.31218981246536
2022-11,323.8106961620537
2023-02,322.31332656028707
2023-03,322.8069860301696
2023-04,325.0467976644595
2023-05,326.5245035574688
2023-06,326.3396321332565
2023-07,323.2767952048989
2023-08,325.9520114936966
2023-09,330.48575367102046
2023-10,326.87759669464145
2023-11,326.41941147417253
2023-12,329.7232419544253
2024-01,331.78074932597855
2024-02,331.93450065115735
2024-03,328.34950465031187
2024-04,325.4830780358449
2024-05,321.7324538575932
2024-06,321.0656443825523
2024-07,321.55868614269485
2024-08,321.7446969294946
2024-09,321.79255104853644
2024-10,321.8476677883629
