dates,nzd0170-0000,nzd0170-0001,nzd0170-0002,nzd0170-0003,nzd0170-0004,nzd0170-0005,satname
2021-05-19 22:05:40+00:00,341.4666667,348.6821053,360.4111765,374.55,361.1928571,366.9566667,L8
2021-07-22 22:06:00+00:00,324.1633333,317.6205263,334.0741176,343.54,339.7385714,353.3933333,L8
2021-09-24 22:05:56+00:00,336.49,326.1289474,343.6005882,351.26,363.6457143,344.55,L8
2021-12-21 22:05:55+00:00,336.38,327.3315789,343.7117647,353.35,362.6,363.72,L9
2021-12-29 22:06:17+00:00,329.4233333,333.3368421,341.8376471,344.34,347.5771429,356.1433333,L8
2022-01-22 22:05:54+00:00,321.93,314.3963158,331.0194118,342.97,339.9414286,347.27,L9
2022-01-30 22:05:46+00:00,323.3433333,314.1168421,330.6976471,343.06,332.3571429,340.7833333,L8
2022-02-15 22:06:06+00:00,336.3133333,340.9378947,337.7188235,351.39,352.0071429,356.8033333,L8
2022-02-23 20:47:43+00:00,319.5833333,317.8563158,330.7729412,346.04,336.61,343.0133333,L7
2022-02-23 22:05:44+00:00,320.0566667,317.1942105,333.9676471,343.43,,,L9
2022-03-11 20:46:09+00:00,315.5533333,306.54,325.5594118,331.33,317.1414286,320.9233333,L7
2022-03-11 22:06:03+00:00,308.32,304.6010526,326.9352941,335.98,321.9371429,329.34,L9
2022-03-27 22:05:58+00:00,317.9633333,323.8752632,326.3817647,343.33,327.73,332.1933333,L9
2022-05-06 22:05:53+00:00,,,,,337.7128571,340.5933333,L8
2022-05-18 20:38:47+00:00,,,338.3629412,365.91,,,L7
2022-05-22 22:05:58+00:00,331.69,344.9431579,339.3317647,354.42,357.4542857,345.09,L8
2022-06-07 22:05:43+00:00,332.84,344.51,342.93,359.09,360.04,350.56,L8
2022-06-15 22:05:39+00:00,335.1566667,346.4210526,343.9558824,363.03,360.3357143,364.3666667,L9
2022-07-25 20:34:09+00:00,305.0433333,314.1873684,328.3682353,,,330.9533333,L7
2022-08-10 22:06:32+00:00,321.1266667,327.93,331.2088235,344.64,337.4928571,332.7766667,L8
2022-08-11 20:32:43+00:00,327.9466667,328.1826316,347.1817647,,342.0728571,342.3666667,L7
2022-08-26 22:06:34+00:00,333.06,347.4336842,360.2564706,374.02,,366.8,L8
2022-10-21 22:06:05+00:00,324.8433333,330.2310526,341.2747059,348.33,345.7585714,342.5833333,L9
2022-11-04 20:23:46+00:00,,,336.2647059,349.91,332.6385714,,L7
2022-12-25 20:15:38+00:00,331.7633333,325.1678947,342.7305882,,,,L7
2023-01-16 20:17:33+00:00,315.5466667,319.8163158,326.4823529,346.99,334.7814286,339.4466667,L7
2023-02-18 22:06:13+00:00,333.8633333,325.7810526,340.2047059,341.64,339.4185714,334.9533333,L8
2023-03-06 22:06:02+00:00,298.45,305.2842105,324.5770588,336.71,327.1514286,326.88,L8
2023-03-08 20:06:28+00:00,300.0666667,292.4252632,,,,,L7
2023-03-13 20:10:29+00:00,326.3933333,316.9494737,332.6147059,344.14,336.4042857,334.2133333,L7
2023-03-14 22:06:11+00:00,332.5133333,321.8889474,343.34,354.34,357.0171429,351.1533333,L9
2023-03-22 22:05:28+00:00,325.6333333,319.6247368,331.9329412,343.58,348.3457143,341.7333333,L8
2023-03-30 20:05:48+00:00,319.63,318.5431579,338.6658824,342.13,350.6814286,348.46,L7
2023-03-30 22:05:59+00:00,335.3966667,319.1384211,335.8388235,344.01,349.4385714,353.7766667,L9
2023-04-04 20:09:37+00:00,,,,,357.6657143,373.8933333,L7
2023-04-07 22:05:40+00:00,286.12,282.5452632,320.7682353,333.27,316.4714286,,L8
2023-04-23 22:05:09+00:00,318.69,318.5089474,337.8805882,350.56,338.1157143,343.1,L8
2023-04-26 20:07:56+00:00,332.75,333.6636842,351.6164706,352.67,,,L7
2023-06-10 22:05:03+00:00,309.52,316.6889474,335.6147059,342.04,337.4828571,347.14,L8
2023-06-18 22:05:21+00:00,313.9966667,328.8689474,332.8494118,342.58,335.0785714,343.6766667,L9
2023-07-28 22:05:50+00:00,321.5433333,319.9394737,336.4788235,345.1,334.5614286,337.8633333,L8
2023-08-05 22:05:47+00:00,342.9366667,328.6084211,346.5105882,359.56,347.0442857,355.2266667,L9
2023-08-21 22:05:28+00:00,339,327.01,345.1558824,355.23,345.5528571,368.01,L9
2023-09-15 19:51:48+00:00,,,,,,375.5933333,L7
2023-09-30 22:05:45+00:00,335.6333333,325.5431579,342.2170588,352.63,345.0185714,358.6833333,L8
2023-10-02 19:43:08+00:00,,,,,365.3542857,367.4633333,L7
2023-10-07 19:46:10+00:00,324.5533333,,347.1188235,352.5,346.2614286,350.9433333,L7
2023-10-08 22:06:10+00:00,324.6733333,327.7815789,334.9452941,347.24,344.9885714,346.3933333,L9
2023-10-12 19:48:46+00:00,358.5766667,352.3152632,364.7429412,372.8,364.7771429,,L7
2023-10-16 22:05:47+00:00,344.1533333,347.5763158,343.0788235,356.95,361.4328571,365.3833333,L8
2023-11-25 22:06:20+00:00,322.0033333,320.0652632,328.0817647,341.88,334.25,334.3933333,L9
2023-12-11 22:06:18+00:00,325.49,324.1863158,330.9876471,341.66,329.5557143,338.26,L9
2024-01-01 19:32:46+00:00,327.7333333,345.5021053,341.6558824,351.38,335.9985714,358.8833333,L7
2024-01-04 22:06:05+00:00,337.9966667,346.3321053,344.7311765,353.63,342.2028571,363.8266667,L8
2024-01-11 19:37:01+00:00,335.4333333,331.0431579,342.5829412,,,,L7
2024-01-12 22:06:18+00:00,336.8266667,347.5473684,342.3594118,354,356.8742857,363.9766667,L9
2024-01-28 22:05:54+00:00,288.8233333,285.1542105,316.9482353,320.69,311.7185714,319.9633333,L9
2024-02-21 22:05:41+00:00,316.1766667,308.3394737,326.6341176,326.05,319.8657143,330.0366667,L8
2024-03-08 22:05:29+00:00,327.77,335.32,355.0741176,348.16,348.4371429,353.86,L8
2024-03-16 22:06:11+00:00,343.0466667,326.1342105,363.1476471,351.59,353.98,361.0166667,L9
2024-03-24 22:05:18+00:00,331.53,329.0842105,335.2270588,342.45,334.5514286,342.78,L8
2024-05-03 22:05:38+00:00,324.19,327.0942105,341.2811765,342.49,339.0885714,348.96,L9
2024-05-11 22:05:15+00:00,333.18,325.0689474,340.7105882,338.67,340.3857143,347.31,L8
2024-05-27 22:05:04+00:00,341.49,349.5315789,347.5717647,355.77,,,L8
2024-06-28 22:04:55+00:00,328.4133333,324.4242105,337.9323529,338.33,343.1357143,339.0733333,L8
2024-07-22 22:05:04+00:00,329.7733333,331.07,337.1152941,345.62,340.6642857,339.0833333,L9
2024-07-30 22:05:39+00:00,324.4466667,333.9789474,334.5635294,343.51,338.6157143,340.0866667,L8
2024-09-08 22:05:48+00:00,337.75,347.83,342.7058824,353.45,354.6428571,350.17,L9
2024-09-16 22:05:57+00:00,350.2466667,,,,,,L8
2024-09-24 22:05:49+00:00,337.01,350.7536842,360.7623529,358.27,364.3542857,367.08,L9
