dates,nzd0233-0001,nzd0233-0002,nzd0233-0003,nzd0233-0004,nzd0233-0005,nzd0233-0006,nzd0233-0007,nzd0233-0008,nzd0233-0009,nzd0233-0010,nzd0233-0011,nzd0233-0012,nzd0233-0013,nzd0233-0014,nzd0233-0015,nzd0233-0016,nzd0233-0017,nzd0233-0018,nzd0233-0019,nzd0233-0020,nzd0233-0021,nzd0233-0022,nzd0233-0024,satname
2005-07-12 21:41:23+00:00,364.53,356.885,353.9044444,350.9631579,354.3670588,351.945,351.9733333,340.8692308,343.8285714,344.4385714,352.1333333,346.275,347.865,349.6170588,356.485,351.9885714,343.0685714,343.8885714,342.415,,345.1370588,344.4285714,,L5
2005-07-19 21:47:39+00:00,364.95,346.765,352.2366667,350.7452632,347.6864706,348.535,343.84,336.3815385,,,,,,,,,,,,,,,,L5
2005-08-05 21:43:03+00:00,372.5,369.925,365.5066667,364.2589474,364.3447059,364.395,363.69,360.7076923,,,,,,365.2047059,369.295,369.4628571,358.4928571,358.0128571,360.185,,367.7847059,360.8328571,,L7
2005-08-12 21:49:11+00:00,,,,,,,,,,,,,,,,,,,,,,352.1971429,295.5963636,L7
2005-08-13 21:41:41+00:00,356.96,353.4,351.3388889,347.6673684,351.8135294,350.76,347.5566667,348.0515385,351.2714286,351.1914286,357.2866667,360.9,360.28,359.2635294,361.74,360.4614286,348.2114286,347.0914286,351.29,350.1688889,351.9435294,346.7914286,293.0118182,L5
2005-08-21 21:42:57+00:00,349.72,348.605,346.9544444,,,,,,,343.1714286,345.5133333,347.555,346.995,347.0523529,352.565,351.9814286,346.8214286,345.5714286,350.775,,,,317.2018182,L7
2005-08-28 21:49:05+00:00,374.43,365.225,363.2044444,365.3742105,365.6064706,365.475,365.9533333,362.4723077,361.4328571,367.4928571,,,,,,,358.3828571,357.6928571,357.335,359.2144444,366.1664706,357.5428571,340.6254545,L7
2005-08-29 21:41:46+00:00,374.91,371.9,366.3977778,369.2252632,367.8517647,370.69,370.5833333,363.9846154,365.29,360.65,355.0433333,359.1,357.58,363.0717647,360.64,366.31,352.77,359.21,364.82,361.7777778,366.1817647,359.5,312.2381818,L5
2005-09-22 21:42:44+00:00,368.79,365.095,375.9677778,,,,,,,,,,,,,,,,,,,,347.2736364,L7
2005-09-29 21:48:55+00:00,,,,,,355.885,350.4733333,347.1661538,350.9885714,353.2685714,358.4833333,359.025,358.405,358.1347059,363.295,,,,,,352.3447059,356.6785714,358.5336364,L7
2005-10-08 21:42:41+00:00,,,,,346.3076471,347.415,344.53,345.0853846,343.8771429,347.6571429,350.94,349.605,352.065,351.9876471,354.805,,,,,344.4066667,,,,L7
2005-10-24 21:42:55+00:00,367.38,357.915,,,,,,353.3053846,353.5185714,352.2785714,359.0666667,357.975,357.475,361.72,362.595,362.4885714,356.3085714,352.5685714,,,,,356.9609091,L7
2005-10-31 21:49:11+00:00,359.5,352.19,357.0488889,353.8426316,353.5458824,354.33,356.3866667,,,,,,,354.8658824,357.79,356.36,350.37,348.72,352.72,352.0588889,357.6458824,356.49,,L7
2005-11-08 21:48:04+00:00,365.57,361.61,363.9622222,363.3,362.6805882,361.86,362.1666667,364.5661538,362.5785714,367.1385714,372.3266667,366.9,370.37,369.5005882,372.56,364.0885714,358.0585714,355.2685714,358.08,355.6422222,361.7505882,368.4885714,370.6290909,L5
2005-11-24 21:48:28+00:00,360.13,355.505,359.8344444,352.8836842,343.7417647,341.485,339.2833333,337.5907692,340.2957143,340.8357143,342.7933333,344.315,355.595,355.5817647,360.065,359.1657143,354.5357143,351.7857143,353.095,340.5044444,344.0817647,340.8257143,340.8109091,L5
2005-12-18 21:49:28+00:00,364.53,360.455,359.2255556,358.3752632,360.7888235,361.345,,,,,,,361.245,359.5188235,362.165,362.55,361.03,358.39,361.995,,345.2988235,,,L7
2006-02-04 21:49:52+00:00,367.73,359.715,364.3855556,363.4257895,368.0235294,,,,,,,,,,,,,,,,,,,L7
2006-02-05 21:44:00+00:00,355.97,342.985,344.6388889,343.4247368,347.3623529,348.355,349.0066667,345.5561538,345.2671429,344.7671429,349.9966667,349.775,347.385,351.3523529,359.965,361.2871429,350.5071429,352.3271429,356.745,354.2088889,361.7423529,356.6271429,345.8781818,L5
2006-02-12 21:50:20+00:00,353.24,349.155,351.5244444,349.8484211,353.0294118,347.835,349.8933333,347.45,353.4971429,352.1871429,353.2333333,357.955,354.105,352.8094118,355.135,354.2971429,346.1271429,346.0971429,351.485,354.8344444,358.9494118,358.4771429,340.6036364,L5
2006-02-28 21:50:40+00:00,356.46,345.805,349.2133333,347.4352632,349.7882353,351.505,349.18,347.72,347.3814286,352.6914286,355.81,356.735,354.845,356.4582353,359.335,358.3214286,349.7914286,348.5714286,349.845,346.0933333,357.0882353,362.1214286,328.8709091,L5
2006-03-08 21:49:57+00:00,,,,,,,,,378.3385714,,,,,,,,,,,,,,,L7
2006-03-24 21:49:56+00:00,361.93,,,,,,,,353.65,356.35,364.29,372.94,358.58,361.0488235,363.45,365.09,357.04,355.81,,,,,336.5236364,L7
2006-04-02 21:43:44+00:00,372.25,362.965,361.6655556,361.7352632,362.0488235,359.675,363.1366667,364.2861538,362.43,365.57,369.8366667,373.595,,,,,,361.29,362.385,363.7255556,369.9788235,370.82,320.45,L7
2006-04-09 21:49:53+00:00,,,,,,,,,,,403.2166667,409.575,,,,,,,,,,,,L7
2006-04-18 21:43:39+00:00,368.74,358.55,362.8022222,361.7847368,356.7482353,358.91,360.7666667,359.4153846,,,,,,364.5182353,368.99,368.94,361.05,360.89,360.58,360.6622222,367.9182353,363.84,,L7
2006-04-25 21:49:52+00:00,356.08,343,343.7622222,343.1115789,345.1847059,342.27,,,,,,,341.75,340.8047059,343.51,343.06,334.68,340.67,330.59,327.4322222,337.2447059,,,L7
2006-04-26 21:45:32+00:00,360.57,345.935,351.1,345.9731579,344.3358824,339.335,337.28,341.2369231,343.0414286,344.7414286,351.61,342.885,346.095,350.5058824,355.185,349.7414286,339.8114286,333.5214286,337.315,340.42,344.4758824,341.4114286,281.1781818,L5
2006-05-20 21:43:44+00:00,371.4,366.005,367.5255556,368.0715789,371.0805882,,,,,,367.7266667,366.005,368.325,368.8705882,371.355,373.8028571,364.8628571,356.9928571,361.725,356.0155556,364.9405882,,,L7
2006-06-05 21:43:42+00:00,,,,,,355.085,353.19,348.8569231,352.0914286,356.9714286,359.64,359.305,360.405,365.5058824,364.045,365.6614286,,,,,353.5658824,343.5114286,,L7
2006-06-13 21:46:13+00:00,375.25,366.135,363.5177778,359.8863158,360.4988235,358.015,357.5433333,359.5653846,355.8228571,356.1528571,361.9633333,365.305,363.935,364.1088235,363.175,365.0228571,355.5528571,349.6228571,350.025,,347.6588235,343.4928571,,L5
2006-06-28 21:49:46+00:00,382.82,,,,,,,,363.3742857,364.7742857,364.72,365.54,367.57,370.1529412,374.28,377.0042857,364.1142857,363.5642857,,,,,,L7
2006-07-22 21:52:58+00:00,378.23,,,,,,,,,,,,,,,,,,,,,,,L5
2006-07-23 21:43:23+00:00,369.52,363.015,365.1022222,360.4336842,359.6511765,,,,,,,,,,,,,,,,,,,L7
2006-08-08 21:43:21+00:00,,350.84,356.8655556,346.4894737,350.1041176,337.64,348.7466667,347.5761538,344.4657143,337.9557143,345.8866667,353.41,359.36,,,,,339.7157143,331.6,331.4155556,339.3941176,339.9657143,310.5072727,L7
2006-08-15 21:49:31+00:00,372.66,360.5,365.4155556,363.9884211,366.6047059,367.14,363.4466667,364.2930769,366.1514286,,,,,,,372.6714286,363.1914286,359.0414286,361.89,358.2455556,363.1747059,360.6514286,,L7
2006-08-23 21:53:23+00:00,370.4,358.8,358.2133333,356.7884211,356.2641176,358.14,361.24,357.5669231,357.1028571,357.4728571,362.4,365.31,361.56,364.7641176,365.26,366.7528571,360.0928571,352.6728571,352.96,350.6933333,353.2841176,351.3028571,303.0190909,L5
2006-08-31 21:49:28+00:00,370.22,358.715,368.7888889,,,,,,,360.3285714,363.0366667,362.285,364.345,361.7,371.135,368.5585714,358.2785714,357.6485714,358.225,,,,305.6709091,L7
2006-09-17 21:47:31+00:00,367.36,354.97,356.1277778,354.6052632,351.7317647,355.86,355.1733333,350.7346154,351.66,354.02,359.6133333,358.79,362.08,361.9517647,368.75,368.37,362.13,352.06,353.51,354.3777778,356.5617647,350.82,326.7981818,L5
2006-09-25 21:43:08+00:00,374.81,365.185,368.42,373.9515789,,,,,,362.98,366.65,366.025,367.245,366.5317647,373.345,371.86,365.21,363.67,366.205,,,,339.7345455,L7
2006-10-10 21:53:56+00:00,365.74,364.295,365.6077778,363.5505263,369.1417647,366.745,365.2833333,366.2830769,368.0371429,357.0371429,361.8133333,359.455,361.145,361.0817647,367.605,364.2271429,360.5971429,360.3371429,362.995,358.1977778,367.1717647,364.0471429,356.4563636,L5
2006-10-18 21:49:23+00:00,,,354.3133333,355.6315789,355.33,355.745,353.49,353.0038462,355.4842857,353.5342857,361.21,361.185,,,,,,,353.855,352.7533333,356.61,349.4042857,339.7772727,L7
2006-11-03 21:49:38+00:00,360.07,353.64,358.7344444,361.6721053,359.19,358.82,356.9033333,354.7584615,353.7557143,356.3457143,,,,,,,357.7757143,355.4857143,356.68,359.1744444,362.88,357.0157143,352.8663636,L7
2006-11-12 21:43:34+00:00,365.26,357.76,361.4633333,362.0431579,363.3417647,363.87,363.74,357.6061538,361.0842857,357.5542857,,,,,,365.5842857,360.5142857,358.3742857,362.34,358.5733333,366.2017647,364.4542857,352.0818182,L7
2006-11-20 21:48:32+00:00,392.32,394.295,380.3755556,382.1963158,384.3682353,384.105,381.9366667,379.6192308,382.1742857,390.7742857,393.9366667,384.405,384.315,385.8382353,391.905,393.1642857,380.8442857,378.4342857,388.155,377.3455556,377.0882353,,,L5
2006-11-27 21:54:23+00:00,376.66,374.94,374.8666667,378.5410526,386.9511765,355.1,361.48,360.0115385,361.93,368.08,372.97,369.01,372.01,378.3511765,384.36,383.84,381.01,380.98,385.25,386.8666667,397.7511765,400.87,370.7763636,L5
2006-12-06 21:48:41+00:00,404.66,404.32,401.2388889,402.1663158,401.6241176,,,,396.2671429,398.7271429,402.7666667,404.24,405.61,404.6141176,408.48,420.5971429,413.6071429,412.5171429,417.05,417.5288889,430.4141176,426.5971429,,L5
2006-12-13 21:54:55+00:00,440.44,440.455,438.4477778,440.0621053,,,,,431.4685714,,440.9733333,443.925,440.495,,,460.4785714,,,,,470.0558824,,,L5
2006-12-14 21:43:50+00:00,367.41,363.385,365.1655556,367.7368421,365.6829412,365.085,366.3466667,363.0007692,365.0614286,366.8914286,371.2966667,,,,,,367.1914286,362.7214286,364.505,364.7455556,371.1129412,362.8414286,359.3136364,L7
2006-12-21 21:50:03+00:00,358.92,353.91,356.5888889,351.5015789,357.5664706,355.92,352.7766667,355.0892308,,,,,,,361.52,362.2757143,357.9657143,355.3757143,353.68,351.7688889,361.5164706,362.7957143,,L7
2007-01-06 21:50:04+00:00,,,,,,,,,,,,,,,,,,,,,,369.7,355.3627273,L7
2007-01-23 21:48:36+00:00,363.62,359.975,360.1833333,359.3394737,366.1011765,366.245,366.48,365.2776923,367.4557143,367.9357143,374.11,372.125,367.645,364.1511765,368.325,367.8557143,362.1757143,359.0857143,363.485,366.5333333,381.9711765,379.1757143,369.1390909,L5
2007-01-30 21:54:48+00:00,356.31,348.065,353.5022222,340.6236842,341.8511765,342.345,342.7066667,342.3346154,343.6071429,344.5571429,351.6566667,355.145,356.835,356.5711765,360.025,356.1371429,351.1071429,350.9471429,346.045,339.8822222,345.6211765,342.0471429,334.3118182,L5
2007-01-31 21:44:00+00:00,352.93,346.335,348.9211111,350.8105263,354.17,,,,,,,,,,,,,,,,,,,L7
2007-02-07 21:50:14+00:00,357.27,356.32,356.3011111,351.4568421,354.3794118,354.47,352.5633333,359.0461538,359.4028571,359.7328571,367.0333333,,,,,,,358.5628571,360.61,354.8911111,361.1694118,364.9428571,340.4763636,L7
2007-02-08 21:48:38+00:00,361.83,354.305,355.5522222,356.1673684,356.1694118,359.395,359.1966667,356.7407692,355.6742857,358.9942857,353.7066667,355.625,353.315,356.9094118,364.465,363.1142857,358.0742857,351.9942857,357.905,358.2022222,368.8494118,366.1842857,346.7354545,L5
2007-02-16 21:44:06+00:00,,,358.9855556,360.2615789,360.7705882,360.945,360.6366667,359.22,359.8228571,360.6928571,365.6266667,363.385,363.675,,,,,,,,,,,L7
2007-04-05 21:44:12+00:00,373.61,365.865,367.7277778,364.1410526,363.6264706,362.385,362.5633333,363.3146154,364.2842857,362.0642857,,,,,,381.2042857,372.8742857,370.4842857,368.605,365.8077778,359.8764706,356.7542857,295.2909091,L7
2007-04-21 21:44:09+00:00,,,,371.1047368,374.0235294,373.075,371.92,372.6784615,374.0642857,370.0142857,367.61,371.125,373.015,372.4935294,385.475,,,,,364.2333333,372.3735294,369.6342857,316.7763636,L7
2007-04-28 21:50:19+00:00,,353.66,356.8877778,357.9552632,358.2117647,352.08,359.6333333,359.8246154,363.08,362.05,365.0433333,,,,,,,341.44,349.92,342.8977778,345.8917647,350.51,288.2981818,L7
2007-05-07 21:44:05+00:00,,,,367.3921053,368.9817647,369.37,367.8733333,369.1969231,365.2814286,368.4214286,371.1433333,368.57,371.56,370.1417647,,,,,365.8,362.1411111,370.4417647,365.6214286,260.8136364,L7
2007-05-30 21:50:06+00:00,381.48,,,,,,,362.9330769,363.2857143,360.4057143,363.36,365.665,369.365,371.2376471,373.645,374.2157143,366.0157143,,,,,,,L7
2007-06-08 21:43:56+00:00,362.6,355.325,357.84,,,,,,354.7542857,352.8642857,355.44,360.275,356.025,355.0111765,356.805,358.3242857,353.0242857,347.5842857,351.175,,,,,L7
2007-06-24 21:43:55+00:00,365.54,353.595,,,,,,356.3938462,359.2642857,356.3542857,361.96,361.175,356.815,350.91,355.005,357.1242857,352.4442857,344.2742857,,,,,,L7
2007-07-17 21:50:02+00:00,372.52,364.2,366.2211111,365.6868421,367.6794118,367.84,367.5433333,370.4061538,371.4528571,371.4928571,,,,,,,362.6328571,355.6828571,357.37,,358.0394118,359.5828571,,L7
2007-08-18 21:49:52+00:00,396.35,,,,,,,392.5861538,390.5457143,387.6357143,401.6,396.755,391.815,399.35,394.585,388.7757143,389.9957143,,,,,,303.4327273,L7
2007-10-30 21:43:38+00:00,368.16,366.47,366.88,365.1036842,376.7882353,,,,,371.6871429,371.14,372.04,373.43,369.7382353,375.29,374.9571429,369.4471429,366.3071429,366.53,365.82,,,,L7
2007-12-01 21:43:54+00:00,360.14,359.525,360.79,357.4973684,356.5788235,357.565,358.25,356.1046154,360.1857143,359.4157143,,,,,,363.7957143,355.5357143,353.1557143,358.305,357.6,369.0188235,362.8157143,361.6963636,L7
2008-01-09 21:50:12+00:00,,,352.8533333,350.7026316,347.9670588,347.34,350.8,349.7746154,349.0371429,355.9971429,355.36,353.87,,,,,,,345.72,344.0333333,355.2770588,348.4571429,351.3272727,L7
2008-01-18 21:44:01+00:00,364.19,359.61,355.9655556,354.7147368,355.8364706,354.55,352.0466667,,,,,,355.59,355.5364706,358.27,357.2542857,347.7042857,342.4142857,345.22,344.5755556,354.9264706,349.1242857,,L7
2008-01-25 21:50:11+00:00,341.61,343.605,351.5311111,348.6689474,353.8358824,356.155,356.0633333,356.23,358.19,,,,,,,,342.75,342.83,351.115,348.1211111,357.7658824,353.34,,L7
2008-02-26 21:50:04+00:00,366.47,365.46,365.5566667,364.9857895,365.7388235,367.46,,,,,,,361.91,362.3088235,364.68,365.0114286,356.4914286,355.4014286,354.55,352.3766667,360.5088235,364.6114286,,L7
2008-03-22 21:43:49+00:00,372.56,366.605,365.9355556,364.4457895,364.4935294,362.215,363.3066667,,,,,,366.285,364.2735294,365.395,366.5971429,356.1971429,355.0371429,357.685,355.0455556,360.0135294,360.4571429,,L7
2008-04-23 21:43:46+00:00,371.53,370.39,368.6044444,366.9352632,367.7135294,365.73,365.2433333,366.8630769,367.6957143,368.1657143,369.0433333,368.11,,,,,361.7957143,357.6257143,355.92,352.6344444,359.4135294,360.7157143,314.5654545,L7
2008-05-16 21:49:50+00:00,,,,,,,,,,,,,,,,,,357.07,355.175,355.73,361.7482353,353.32,,L7
2008-06-10 21:43:27+00:00,377.1,371.245,373.32,,,,,,,,,,,,,,,,,,,,,L7
2008-07-03 21:49:23+00:00,,,,,,,390.2333333,,385.2628571,392.7628571,407.0733333,395.045,391.035,381.4976471,,401.3128571,,,,,,367.2428571,,L7
2008-07-12 21:43:06+00:00,368.42,361.805,361.2488889,358.4405263,356.1894118,359.595,359.2866667,354.6784615,351.8028571,,,,,,353.285,358.4828571,345.7028571,337.9228571,,,340.7394118,338.3328571,,L7
2008-08-04 21:49:04+00:00,402.61,402,,,,,,,394.8971429,393.3271429,397.9733333,399.06,400.07,396.1611765,397.22,396.3671429,385.5471429,382.2471429,,,,,,L7
2008-08-20 21:48:58+00:00,,,,,387.9435294,388.525,386.35,389.7884615,386.0242857,391.8842857,396.96,390.145,390.775,391.3135294,396.005,,,,,,367.1835294,368.6842857,321.0763636,L7
2008-08-29 21:42:43+00:00,,,367.07,368.1531579,369.0258824,365.865,364.99,362.0669231,362.4014286,363.7514286,366.1,372.765,371.175,374.1058824,,,,,352.115,344.3,354.0558824,344.3914286,305.6181818,L7
2008-09-14 21:42:35+00:00,375.57,369.255,368.2366667,366.4494737,367.6094118,365.935,363.58,363.9592308,365.82,364.32,371.84,371.065,,,,,,355.02,354.175,352.8666667,359.2894118,349.32,309.4218182,L7
2008-09-30 21:42:25+00:00,374,362.98,365.9766667,363.3010526,366.1711765,366.04,363.64,364.7815385,365.98,364.22,,,,,,365.62,357.18,353.38,351.37,346.4866667,355.4111765,348.3,324.6463636,L7
2008-11-08 21:48:55+00:00,,365.235,366.4466667,366.4347368,368.9917647,367.155,362.36,360.42,356.3185714,362.9785714,367.53,,,,,,,362.4585714,,,,,361.2190909,L7
2008-11-17 21:42:51+00:00,367.05,366.775,365.4355556,367.5,368.2464706,365.525,366.7666667,366.5453846,370.0214286,372.6214286,,,,,,368.5814286,362.0114286,357.1714286,357.365,357.7855556,363.7364706,359.3714286,360.6827273,L7
2009-01-04 21:43:18+00:00,362.26,352.595,356.4144444,357.5384211,359.3294118,355.035,356.4533333,359.22,356.1971429,367.2971429,,,,,372.085,371.5671429,362.8071429,358.8571429,358.745,351.1544444,358.6294118,351.2171429,344.6936364,L7
2009-01-20 21:43:24+00:00,,,,,364.4470588,362.475,360.8166667,359.4376923,360.1742857,357.8542857,363.4966667,366.915,367.345,372.5770588,375.385,,,,,353.7288889,362.6970588,352.3842857,355.2127273,L7
2009-02-05 21:43:28+00:00,,,356.3677778,362.7352632,360.5017647,357.14,358.5233333,352.2046154,353.43,358.07,364.8033333,368.11,,,,,,355.96,359.54,356.5877778,367.4817647,352.94,365.5081818,L7
2009-03-09 21:43:47+00:00,,,,,,363.7,363.9433333,364.2169231,365.3985714,365.2885714,368.0133333,367.72,370.44,369.2052941,373.92,374.6285714,,,,,369.8952941,356.0985714,358.7418182,L7
2009-03-16 21:50:01+00:00,,,,365.6594737,368.3005882,370.945,370.0333333,372.6915385,372.2571429,370.2071429,373.7633333,371.955,370.915,,,,,,,353.2711111,358.9705882,353.6171429,342.53,L7
2009-03-25 21:43:54+00:00,372.07,368.335,368.3077778,370.0721053,369.8858824,370.995,367.9633333,377.1376923,,,,,374.835,376.2158824,376.795,375.4385714,366.9585714,359.9585714,359.305,356.2177778,364.7458824,356.7185714,,L7
2009-04-01 21:50:07+00:00,375.85,365.825,370.4177778,367.2863158,370.3688235,362.145,364.5633333,367.9753846,371.4928571,370.2728571,371.1733333,,,,,,365.8028571,355.9028571,355.835,351.4877778,360.5788235,356.8328571,353.9981818,L7
2009-04-10 21:43:59+00:00,373.39,366.75,364.2644444,364.8105263,364.6258824,364.6,363.7033333,369.0338462,365.9042857,377.6342857,,,,,372.27,371.9542857,363.4142857,358.3942857,357.72,352.6444444,360.0058824,356.0842857,,L7
2009-05-28 21:44:07+00:00,379.42,375.13,,,,,,367.5546154,368.6514286,369.4214286,374.5166667,371.99,376.6,379.2658824,382.6,382.3214286,377.4914286,373.6114286,,,,353.4614286,,L7
2009-06-04 21:50:17+00:00,380.54,373.055,374.3233333,371.7768421,371.1223529,370.945,369.29,373.1846154,375.5828571,,,,,,379.095,379.6428571,369.1028571,365.8328571,365.005,,360.0523529,352.3428571,,L7
2009-07-06 21:50:12+00:00,372.04,354.11,348.4233333,,,,,,,,,,,,,,,,,,,,,L7
2009-08-07 21:50:02+00:00,374.02,368.665,366.3766667,,,,,,,,371.91,371.465,373.495,372.6523529,370.495,371.3842857,366.9142857,360.3542857,361.375,,,,,L7
2009-09-01 21:43:50+00:00,385.19,367.485,372.8133333,370.9715789,375.21,365.515,365.78,365.2438462,367.1842857,373.2242857,371.41,,,,,,369.2042857,367.3642857,366.925,363.3333333,365.55,353.7942857,,L7
2009-09-08 21:50:01+00:00,378.21,372.465,373.6488889,371.6936842,375.8429412,371.335,373.5466667,,,,,,,378.2929412,382.585,381.3828571,373.2128571,369.4828571,366.385,364.6788889,361.0429412,351.2428571,,L7
2009-10-10 21:49:54+00:00,375.2,375.365,372.5644444,374.3978947,371.0347059,369.535,370.0033333,371.8684615,367.65,374.34,,,,,,,364.33,361.62,362.305,353.7744444,359.4347059,348.33,341.5890909,L7
2009-11-11 21:50:25+00:00,,,,,,,364.0133333,363.5807692,364.0342857,365.4142857,364.9133333,359.75,359.27,360.7235294,362.82,362.2842857,,,,,,344.3042857,349.84,L7
2009-12-06 21:44:31+00:00,370.97,368.125,367.4677778,366.5805263,,,,,,370.3771429,370.6833333,369.215,368.625,367.6017647,372.205,373.3471429,365.9971429,360.5371429,359.385,355.3877778,,,367.5863636,L7
2009-12-22 21:44:48+00:00,373.69,368.645,369.5988889,368.2189474,369.9252941,370.375,370.3966667,372.4738462,,,,,376.495,375.3952941,377.785,378.0014286,369.2714286,365.8614286,365.275,360.5188889,362.1952941,356.0214286,,L7
2009-12-29 21:51:06+00:00,,351.74,353.7522222,350.5763158,355.0823529,360.49,350.9766667,351.54,356.3614286,348.6714286,351.7366667,,,,,,,346.5514286,346.1,348.0322222,359.2423529,348.1614286,351.7954545,L7
2010-01-23 21:45:18+00:00,,363.445,362.0666667,364.4089474,363.0747059,363.695,364.82,367.1376923,367.6928571,369.9528571,371.48,370.745,370.865,,,,,360.4328571,361.745,356.7766667,364.4347059,354.4328571,357.8872727,L7
2010-03-03 21:51:54+00:00,377.34,375.54,372.6188889,369.0257895,370.3794118,369.41,372.0666667,,,,,,,370.2394118,371.27,371.13,366.02,360.59,362.34,359.3888889,362.4194118,,,L7
2010-03-12 21:45:47+00:00,,375.215,372.4444444,372.1042105,370.2664706,369.965,366.6233333,366.8523077,368.7628571,369.7828571,372.4833333,370.455,369.325,,,,,357.8928571,359.605,359.3544444,365.6164706,355.6828571,351.7254545,L7
2010-04-20 21:52:03+00:00,374.76,370.93,369.3044444,362.1605263,363.5958824,362.4,,,,,,,364.69,362.3758824,367.03,365.8042857,361.4042857,354.3342857,359.21,353.0444444,358.0958824,,,L7
2010-04-29 21:45:51+00:00,372.73,368.8,365.4555556,364.7684211,365.4447059,367.34,366.8666667,,,,,,364.47,360.8747059,366.56,364.6714286,360.7814286,359.7214286,359.24,353.2855556,365.3247059,356.4714286,,L7
2010-05-06 21:52:01+00:00,,,,,376.7476471,369.88,369.9566667,370.9284615,370.2642857,371.3442857,372.1666667,373.6,372.73,370.3576471,,,,,,355.4722222,363.9376471,353.4142857,,L7
2010-06-16 21:45:48+00:00,382.38,363.12,361.8044444,360.55,362.1311765,372.85,377.6233333,377.8323077,373.3471429,366.0571429,365.6133333,,,,,372.5971429,366.3371429,364.2871429,356.11,348.8744444,354.1711765,341.4271429,,L7
2010-07-02 21:45:52+00:00,,,,,377.1952941,378.71,376.71,380.6384615,377.9128571,376.4628571,379.21,376.56,383.15,380.4452941,379.71,,,,,356.79,354.0252941,344.7828571,,L7
2010-07-09 21:52:03+00:00,382.04,374.16,373.41,380.2510526,,,,,,,,,,,,,,,,,,,,L7
2010-07-18 21:45:53+00:00,,,369.7544444,369.3610526,367.4105882,364.39,363.3133333,364.5553846,375.5714286,373.3414286,372.1033333,371.89,373.9,371.4405882,,,,,342.16,,340.1005882,330.9814286,,L7
2010-07-25 21:52:04+00:00,388.27,385.24,383.59,377.4852632,376.1023529,379.17,371.19,375.5907692,383.6185714,,,,,,,,,,,,,,,L7
2010-08-10 21:52:03+00:00,381.5,379.1,378.2922222,375.2905263,374.2752941,374.04,,,,,,373.69,372.62,370.7252941,371.2,371.5157143,359.4257143,357.2957143,354.21,346.6522222,348.0952941,,,L7
2010-10-22 21:46:07+00:00,377.62,376.07,377.3655556,,,,,368.1046154,369.3085714,368.1685714,371.3866667,370.6,371.28,370.2694118,374.72,370.4985714,364.2185714,359.2685714,,,,,341.9527273,L7
2010-12-09 21:46:39+00:00,,,,,,,,,,,,,,,366.495,370.7185714,359.4485714,357.9285714,356.205,350.6266667,356.7052941,355.0685714,,L7
2010-12-25 21:46:47+00:00,374.45,373.64,372.4688889,370.7457895,371.0694118,371.38,370.0866667,373.0269231,369.97,371.17,,,,,,,,,362.81,,,,,L7
2011-01-01 21:53:02+00:00,,,,365.0457895,362.5170588,361.15,359.86,359.3123077,361.4657143,362.7457143,365.98,361.66,363.42,,,,,,,344.57,346.8370588,340.8957143,336.4618182,L7
2011-02-02 21:53:15+00:00,379.92,374.585,374.1677778,372.4668421,371.8035294,372.765,377.0533333,,,,,,,364.5835294,364.185,364.06,360.09,353.2,354.295,348.4577778,351.4735294,344.02,,L7
2011-02-11 21:47:06+00:00,373.7,372.895,,,,,,362.6069231,360.63,360.84,361.2833333,363.635,362.685,363.3835294,367.185,364.77,355.54,354.87,,,,,334.1527273,L7
2011-02-18 21:53:18+00:00,,,,,363.3429412,359.78,357.7166667,357.8069231,357.7271429,355.7671429,358.1166667,358.55,358.48,356.7429412,364.28,,,,,,349.1629412,340.7971429,333.2663636,L7
2011-02-27 21:47:11+00:00,375.62,368.26,364.5266667,368.3773684,367.3129412,366.03,365.43,,,,,,364.48,366.3529412,366.55,364.8028571,360.1528571,348.4528571,349.8,344.0266667,346.8329412,341.1628571,,L7
2011-03-06 21:53:24+00:00,376.82,375.735,383.3511111,,,,,,,363.7771429,364.8433333,366.215,366.915,367.5105882,370.835,370.9471429,365.1171429,357.4171429,359.395,,,,320.08,L7
2011-03-07 21:43:36+00:00,379.25,380.565,372.1166667,368.8431579,370.2176471,368.415,364.25,362.6653846,363.8971429,364.2571429,368.12,367.565,367.015,369.8076471,373.745,371.6171429,362.9871429,358.3371429,353.195,342.4066667,351.1876471,345.7271429,332.6454545,L5
2011-03-15 21:47:14+00:00,371.98,367.5,368.8,369.5457895,365.6370588,,,,,,360.93,358.05,359.03,363.7170588,366.24,365.9257143,355.2257143,350.9857143,354.17,353.16,,,,L7
2011-03-31 21:47:17+00:00,372.9,365.11,367.9588889,365.5478947,367.2882353,361.4,361.4266667,,,,,359.07,360.89,361.8982353,363.09,362.8585714,349.0585714,343.6485714,343.1,334.8588889,341.0982353,,,L7
2011-04-07 21:53:28+00:00,379.64,378.485,379.4577778,380.9310526,377.6564706,377.225,375.6633333,377.2746154,,,,,,,371.175,372.2042857,361.2142857,358.5842857,359.835,351.1977778,355.2464706,352.6842857,,L7
2011-05-18 21:47:14+00:00,383.02,381.51,379.2055556,379.2084211,376.0847059,376.05,374.4266667,372.9630769,368.2914286,367.9614286,,,,,,362.8314286,353.1314286,345.5314286,347.75,340.3355556,347.0247059,340.6114286,,L7
2011-06-19 21:47:14+00:00,378.96,373.43,366.8555556,,,,,,,353.8542857,353.5366667,356.88,351.39,367.8,364.74,361.4042857,360.4542857,353.0942857,344.57,,,,,L7
