Year-Month,monthly_anomaly,Value
2000-02,0.6011944854366583,1.7
2000-05,-1.5347928208199293,0.4
2000-08,-1.0038570501534316,0.7
2001-04,-0.026021743077009885,0.2
2001-05,3.283587756410094,-0.5
2001-07,3.2003988530253538,-0.2
2001-08,2.8397298323073707,-0.4
2001-09,3.024723947179085,0.2
2001-10,3.6256935980508174,-0.0
2001-12,2.9310443332301936,-0.8
2002-02,3.2052412222557205,1.1
2002-04,-0.25851060666746345,-0.1
2002-09,-11.793355837026777,-0.6
2002-11,-11.024387363180704,-0.5
2003-01,-8.621578620616763,-0.2
2003-02,-6.06014625425783,-0.7
2003-04,-3.7031288524117847,-0.1
2003-05,-4.112159201540059,-0.3
2003-08,-10.77555735271973,0.1
2003-09,-9.5631022878993,-0.1
2003-10,-7.749618639489095,0.0
2003-11,-5.023964835591713,-0.3
2003-12,0.2453474803056627,1.1
2004-01,2.0917267990748276,-1.3
2004-03,6.518512843177271,0.4
2004-05,9.887350169330997,1.0
2004-06,9.070858870254018,0.8
2004-07,7.592135036407787,-0.5
2004-08,6.521825578561606,-0.3
2004-09,5.740469854595723,-0.3
2004-10,5.286225830253776,-0.1
2005-02,5.110531784168055,-3.1
2005-03,6.61112418963806,0.3
2005-05,5.799373537740529,-0.8
2005-06,3.1152670502191104,0.4
2005-07,1.147160170355803,0.2
2005-08,-0.576820073746839,-0.3
2005-09,-2.503080015080225,0.4
2005-10,-4.2450590821572005,1.2
2005-11,-3.4597805619521287,-0.2
2006-01,-1.0857398731317573,1.7
2006-02,-2.3722311722087337,0.1
2006-03,-2.5131315506703142,1.8
2006-04,-0.5974573601062839,1.1
2006-05,-3.2356543759012197,-0.5
2006-06,-3.4090093151833294,0.2
2006-07,-4.854869165525277,-0.6
2006-09,-4.235979282209145,-0.6
2006-10,-2.3596272228759054,-1.3
2006-11,-0.7866563949785195,0.1
2006-12,0.4526487961496547,-0.3
2007-02,4.368434251739273,-0.1
2007-03,8.007378408713567,0.2
2007-06,14.539389925431324,0.5
2007-07,12.161819937738931,-0.3
2007-09,7.897811698559346,0.2
2007-10,5.131473657123379,0.7
2008-01,6.4558989613283675,1.8
2008-02,3.9187135890205935,2.6
2008-03,1.6921972374308,1.4
2008-07,-3.4713600565181717,0.3
2008-09,2.65519462984068,1.2
2009-01,10.534614048917376,1.1
2009-03,14.601090635173644,0.4
2009-04,11.35372695271204,0.8
2009-05,9.123208247070936,-0.1
2009-09,3.6004761740451037,0.3
2009-12,0.3349235881987639,-0.7
2010-02,1.0522475053268345,-1.5
2010-03,0.20578125876266867,0.7
2010-04,0.047876760711296366,1.2
2010-05,-1.5902281574425878,0.9
2010-06,-2.6500277373400833,0.4
2010-07,-2.764621012006795,1.8
2010-08,-4.010139717647901,1.8
2010-09,-3.9138355564171774,2.2
2010-10,-4.509226056930083,1.7
2010-12,-5.640183161186606,2.9
2011-01,-4.993999344673844,2.3
2011-02,-3.7319618081610937,2.7
2011-03,-3.362146003443206,2.5
2011-04,-4.386098252468894,1.9
2011-05,-4.347949114417679,0.4
2011-06,-3.696723053289536,0.2
2011-08,-7.153501700264021,0.4
2011-09,-8.55117189800766,1.0
2011-10,-7.519767526725684,0.8
2011-11,-8.79700300405909,1.1
2012-03,-7.480147687546485,0.7
2012-06,-1.190828478521034,0.4
2012-08,-4.315349538213457,-0.2
2012-09,-5.197072195034032,0.2
2012-12,-4.167674885906,-0.6
2013-01,-2.5577308760599116,-0.1
