dates,nzd0295-0000,nzd0295-0001,nzd0295-0002,nzd0295-0003,nzd0295-0004,nzd0295-0005,nzd0295-0006,nzd0295-0007,nzd0295-0008,nzd0295-0009,nzd0295-0010,nzd0295-0011,nzd0295-0012,nzd0295-0013,nzd0295-0014,nzd0295-0015,nzd0295-0016,nzd0295-0017,nzd0295-0018,nzd0295-0019,nzd0295-0020,nzd0295-0021,nzd0295-0022,nzd0295-0023,nzd0295-0024,nzd0295-0025,nzd0295-0026,nzd0295-0027,nzd0295-0028,nzd0295-0029,nzd0295-0030,nzd0295-0031,nzd0295-0032,nzd0295-0033,nzd0295-0034,nzd0295-0035,nzd0295-0036,nzd0295-0037,nzd0295-0038,nzd0295-0039,nzd0295-0040,nzd0295-0041,nzd0295-0042,nzd0295-0043,nzd0295-0044,nzd0295-0045,nzd0295-0046,nzd0295-0047,nzd0295-0048,nzd0295-0049,nzd0295-0050,nzd0295-0051,nzd0295-0052,nzd0295-0053,nzd0295-0054,nzd0295-0055,nzd0295-0056,nzd0295-0057,nzd0295-0058,nzd0295-0059,nzd0295-0060,nzd0295-0061,nzd0295-0062,nzd0295-0063,nzd0295-0064,nzd0295-0065,nzd0295-0066,nzd0295-0067,nzd0295-0068,nzd0295-0069,nzd0295-0070,nzd0295-0071,nzd0295-0072,nzd0295-0073,nzd0295-0074,nzd0295-0075,nzd0295-0076,nzd0295-0077,nzd0295-0078,nzd0295-0079,nzd0295-0080,nzd0295-0081,satname
2006-11-03 21:50:26+00:00,389.9777778,386.6828571,386.9,381.7077778,373.8877778,343.4977778,357.1577778,348.24,,,,,,,,354.43,376.13,356.63,358.2077778,366.01,377.2777778,364.98,370.3277778,385.65,,,,,,,,,,,,,,,,,,,,384.61,387.9877778,392.1,397.0977778,405.25,410.0066667,413.38,401.6677778,406.39,,,,,,392.8077778,398.5,382.0177778,391.0977778,368.01,383.14,368.4428571,376.6028571,363.5728571,,,,,,353.27,349.26,329.2677778,323.8677778,316.41,307.92,312.1,314.2177778,,,,L7
2006-11-12 21:44:22+00:00,373.1355556,379.3957143,375.59,365.3555556,357.2355556,354.8255556,342.5055556,338.66,344.6755556,346.56,349.0155556,,,,,367.84,365.1,363.87,366.6455556,364.14,367.7555556,368.76,373.1655556,381.18,382.5155556,384.89,,,,,380.0655556,377.4,375.06,381.0755556,386.95,395.8357143,396.91,395.8855556,399.0255556,391.91,,,,385.14,393.8455556,397.8,409.5155556,408.33,417.7133333,409.08,401.0355556,394.01,386.5,386.48,,,,387.2755556,380.99,377.5855556,374.6855556,372.38,367.08,359.5457143,358.2357143,351.1957143,352.86,,,,,356.34,,,,,,,,,,,L7
2006-11-19 21:50:38+00:00,369.5711111,371.4814286,375.95,369.8011111,360.2011111,353.6011111,356.6911111,340.5,347.1411111,,,,,,,361.21,365.34,365.9,364.2311111,366.31,363.0511111,364.06,370.5511111,380.01,,,,,,,385.8711111,386.13,383.39,383.0311111,386.96,390.8614286,396.13,396.4211111,,,,,,,384.7511111,388.48,399.9111111,401.98,401.9366667,402.73,398.2311111,394.8,,,,,,,369.96,371.0111111,367.1011111,368.91,363.96,355.7614286,363.2414286,364.0614286,,,,,,,332.99,326.9311111,322.3111111,311.73,305.78,305.52,314.1311111,,,,L7
2006-11-27 21:55:11+00:00,364.2833333,373.0442857,368.74,358.8633333,354.3733333,342.3233333,336.5433333,332.13,338.7433333,341.41,318.8033333,335.85,336.85,348.1233333,352.7633333,353.98,347.86,346.14,353.5833333,356.24,353.2933333,357.64,361.1733333,368.62,371.9333333,385.57,372.0833333,380.3133333,363.2542857,359.0733333,355.6733333,350.07,357.8,365.3533333,380.76,388.9842857,388.85,401.8533333,395.4833333,390.69,391.25,361.9533333,366.07,367.65,370.9033333,368.33,384.4133333,388.81,395.19,398.99,386.4633333,381.92,383.54,378.44,376.8,374.7833333,355.8333333,359.8033333,359.98,354.7033333,351.7133333,348.53,348.01,338.1942857,343.3942857,336.0942857,338.93,339.29,338.5042857,339.9442857,338.4542857,324.09,327.94,312.8933333,303.6633333,308.13,304.14,292.87,309.7433333,323.7,320.85,335.63,L5
2006-12-21 21:50:26+00:00,,,,,,,,,326.4877778,328.1,330.8977778,,,,,,,,351.1177778,352.45,347.9277778,343.68,352.1277778,358.7,356.4677778,358.06,,,,,,,,,,,,363.1877778,357.0377778,357.84,,,,,,,389.4577778,388.12,384.2066667,387.95,381.0577778,377.76,369.06,366.54,,,,,,,358.5077778,354.88,347.01,336.5542857,,,,,,,,,,322.9177778,311.3377778,311.61,310.45,303.42,318.8877778,314.88,313.85,,L7
2007-01-22 21:50:31+00:00,384.45,391.2414286,385.59,373.46,368.71,362.19,354.74,351.24,355.16,354.29,,,,,,,377.05,373.92,376.5,366.27,371.86,370.29,367.49,377.39,374.2,380.91,,,,,,375.25,372.82,377.12,380.05,383.5014286,381.17,380.71,375.58,,,,,,,405.73,409.47,408.8,418.53,408.03,405.7,391.39,394.91,,,,,,384.78,383.12,378.78,375.24,369.1,360.6314286,357.5914286,352.8714286,349.83,,,,,,345.57,336.17,329.65,333.68,329.35,332.2,326.76,336.46,,,L7
2007-01-30 21:55:36+00:00,392.0388889,402.8428571,414.16,398.4488889,396.1988889,376.7088889,,383.05,389.9588889,,,,,387.1388889,391.3988889,383.21,380.34,373.32,374.7388889,377.44,376.6288889,380.27,382.4288889,375.67,382.9588889,382.54,381.1188889,413.0488889,405.2728571,397.4088889,394.9988889,404.8,402.99,400.9788889,396.34,395.9928571,389.93,391.9988889,376.6188889,364.33,358.74,365.0188889,378.48,381.72,384.8088889,397.53,427.6988889,419.8,434.8233333,437.48,428.7088889,423.67,415.83,406.01,392.95,393.4288889,387.7988889,393.1288889,386.39,399.1288889,393.4888889,395.32,393.13,386.3128571,375.8528571,372.6328571,361.42,361.52,348.1028571,358.8128571,340.3728571,342.86,335.24,346.2288889,340.1288889,333.96,334.57,340.93,325.8288889,335.29,324.36,335.15,L5
2007-01-31 21:44:48+00:00,389.2088889,,,,,,388.0388889,375.68,384.7088889,386.74,,,,390.7988889,397.7488889,380.38,379.61,,,,,369.01,370.5788889,367.16,373.5988889,377.29,379.3688889,410.1988889,403.4742857,397.7088889,400.2588889,400.72,,,,,385.46,383.4788889,371.6088889,363.25,366.35,367.1588889,383.6,386.61,389.9888889,,,,,,,,,,394.48,393.5488889,396.0888889,396.6588889,393.26,,,,,367.7142857,360.3842857,366.2442857,360.4,364.05,350.9342857,351.2642857,354.4742857,348.16,337.13,,,,,327.42,317.8988889,322.76,325.55,339.03,L7
2007-02-08 21:49:26+00:00,379.7933333,391.1114286,384.34,373.5233333,365.7433333,355.2233333,,335.8,337.3933333,339.63,343.5833333,351.33,353.15,360.6533333,369.1733333,369.32,361.06,362.29,364.2733333,362.42,363.3433333,362.87,361.7733333,366.04,371.7333333,376.5,383.0933333,392.0133333,377.7114286,368.7733333,370.8733333,362.44,369.95,367.0833333,367.5,365.9414286,362.78,362.2133333,364.0433333,361.27,358.51,371.0933333,382.42,390.6,397.0133333,406.22,406.8133333,402.23,410.17,392.63,387.7033333,383.1,377.33,374.48,382.24,379.7333333,380.6433333,381.7133333,379.62,378.0633333,370.2233333,372.2,357.84,343.8814286,343.0914286,339.6414286,340.03,341.87,337.5814286,340.7914286,350.6714286,356.45,348.2,337.3733333,336.7533333,323.94,314.11,314.61,322.9433333,324.8,329.9,332.83,L5
2007-03-04 21:44:58+00:00,381.7377778,387.9442857,,,,,,356.27,359.3277778,363.02,366.6277778,367.97,376.74,379.0977778,384.0777778,387.82,380.34,379.1,,,,,374.8877778,381.07,384.2777778,393.64,406.0577778,413.0077778,393.1742857,378.3977778,375.0777778,378.01,374.77,,,,376.69,378.2877778,380.9177778,373.44,375.11,386.4577778,396.02,404.05,404.7277778,401.49,,,,,397.3677778,397.57,390.94,392.58,393.73,395.8777778,398.7577778,398.9877778,393.41,388.9477778,,,,,371.8142857,370.0542857,373.14,370.46,368.3542857,364.6842857,358.3942857,361.23,352.54,352.6477778,,,,339.86,335.8377778,332.42,334.34,336.76,L7
2007-03-20 21:45:00+00:00,385.5044444,397.0542857,396.78,391.9344444,387.8044444,379.8544444,384.5544444,382.4,384.5944444,384.1,,,,,398.6844444,399.23,389.57,383.33,383.0644444,381.55,382.7944444,376.95,383.0144444,386.46,385.2144444,,,,,382.4944444,383.7144444,384.68,380.98,379.5144444,384.27,382.0242857,379.19,380.8244444,380.5444444,,,,402.26,402.05,409.9844444,407.25,407.9344444,407.93,407.5566667,415.12,401.9844444,401.41,406.15,,,,401.9444444,399.7244444,402.94,396.0044444,397.6744444,388.77,378.38,381.7642857,376.1042857,380.7142857,,,,,362.3542857,361.39,360.92,359.0344444,348.0444444,348.75,343.69,339.8,342.4544444,335.39,,,L7
2007-04-05 21:45:00+00:00,,,400.52,390.3677778,377.3177778,374.8477778,370.9877778,373.75,377.9077778,375.34,380.3577778,383.48,386.58,389.7577778,,,,,383.3277778,387.67,388.9577778,393.83,397.4077778,398.94,397.0677778,402.43,405.1477778,406.9477778,405.52,,,,389.25,385.0377778,382.15,387.55,383.45,382.1177778,378.5877778,372.57,379.55,389.4677778,,,,,413.2577778,418.46,420.9266667,423.16,414.9677778,398.4,396.18,395.04,397.73,,,,,403.9277778,396.0177778,395.47,388.3,390.03,383.75,373.55,377.45,371.55,373.9,,,,,363.3877778,355.4877778,349.28,348.14,346.92,335.9277778,336.83,336.73,340.45,L7
2007-05-30 21:50:30+00:00,397.3077778,409.7571429,411.75,,,,,,,,379.1477778,378.82,386.63,395.7077778,402.2177778,400.02,394.82,393.81,398.7377778,391.61,,,,,,406.06,409.5077778,412.2777778,397.8971429,388.0977778,389.1977778,386.37,385.08,391.3977778,,,,,,409.4,402,398.1177778,397.68,409.84,409.6277778,403.88,407.2077778,,,,,,413.73,415.68,415.32,414.5877778,408.6377778,416.6277778,412.52,405.9477778,404.7077778,,,,,,386.12,380.4,369.8371429,373.4671429,376.7471429,372.94,367.68,360.0577778,,,,,,347.56,344.03,341.14,L7
2007-06-24 21:44:43+00:00,363.3588889,368.7585714,362.84,358.8188889,351.3388889,,,,,,364.7288889,368.18,379.17,380.4688889,383.0088889,376.09,358.54,352.64,357.4488889,360.13,,,,,374.1988889,373.38,376.3288889,381.6588889,371.4585714,373.7588889,363.9588889,363.67,359.43,358.9588889,,,,,368.9988889,374.17,370.81,369.8188889,369.64,375.8,374.7888889,379.24,383.3188889,378.88,,,,383.86,379.72,383.54,380.24,380.2088889,374.3388889,372.4988889,378.27,373.5288889,372.7888889,,,,,343.0185714,345.41,342.8,338.8385714,345.2185714,,,340.4,333.2888889,325.4488889,,,,309.2388889,316.15,317.66,324.39,L7
2007-08-18 21:50:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,362.79,371.07,372.97,367.5385714,366.66,363.28,362.85,359.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.8485714,342.45,340.99,330.5385714,,,,334.14,324.04,,,,,,302.27,316.84,323.55,L7
2007-09-12 21:44:17+00:00,,,382.07,371.2888889,363.0788889,353.3988889,356.5488889,355.4,357.1188889,362.1,365.8988889,372.53,376.13,,,,,379.32,381.5588889,376.32,379.7188889,382.03,385.5288889,385.61,384.2288889,382.2,390.8888889,400.9788889,,,,,361.1,362.7588889,366.26,372.2314286,382.79,380.9488889,380.5588889,372.91,370.79,,,,,390.6,393.2488889,393.85,390.1433333,399.16,392.3188889,389.21,383.28,382.42,385.93,,,,,385.2588889,384.3188889,375.03,368.68,367.2214286,358.9414286,350.6314286,353.04,353.92,,,,,343.56,337.0688889,331.3388889,317.85,317.47,313.54,327.2188889,329.34,333.71,,L7
2007-09-28 21:44:13+00:00,373.3133333,,,,,353.1933333,352.4733333,352.16,362.6133333,369.98,372.9633333,380.27,383.33,387.9733333,389.0133333,389.66,380.22,,,,377.6933333,374.65,379.4333333,378.16,384.1133333,382.47,387.9133333,393.4933333,381.1057143,375.0233333,370.2533333,,,,367.25,372.9457143,379.91,381.7133333,384.4333333,378.34,371.26,375.0133333,386.88,399.74,,,,,396.68,401.35,395.6133333,390.25,381.67,383.84,383.1,385.6333333,385.6933333,394.8233333,,,,,370.01,368.0857143,361.1657143,360.6257143,359.6,357.58,352.3357143,355.8357143,348.1257143,355.79,,,,329.47,324.7,319.55,324.4533333,330.06,329.95,336.32,L7
2007-10-14 21:44:15+00:00,385.8677778,390.5714286,389.4,372.1477778,366.6777778,357.8277778,358.2377778,357.01,,,,,382.48,393.5977778,400.2077778,399.62,389.55,380.43,383.3377778,379.57,379.4077778,381.97,382.1477778,,,,,398.9377778,387.2014286,377.6877778,373.8877778,369.94,370.27,370.1077778,373.95,374.9614286,380.6,,,,,379.7977778,391.23,398.75,394.2977778,391,391.5677778,397.48,394.6066667,400.16,394.5077778,,,,387.11,390.0977778,391.3677778,396.6377778,394.99,387.8377778,380.9277778,375.43,369.21,373.2414286,,,,,357.3614286,357.7814286,352.2414286,355.27,356.22,349.1977778,335.4977778,332.76,326.37,319.49,,,,342.8,L7
2007-10-21 21:50:31+00:00,388.3966667,387.9657143,391.67,375.8566667,371.5466667,362.2966667,,,,,,,377.39,385.6866667,392.8266667,387.52,385.85,380.18,380.5466667,378.33,379.7666667,381.1,,,,,,395.4066667,388.2357143,378.7566667,369.9666667,366.18,372.26,372.4966667,375.05,382.0057143,,,,,,377.1766667,386.99,392.41,388.8766667,383.77,391.4266667,397.01,393.58,,,,,,,378.2966667,384.2866667,387.1766667,391.75,390.1166667,381.2366667,374.32,371.73,,,,,,361.2257143,355.1857143,348.6157143,356.44,350.66,342.5066667,338.8666667,330.42,,,,,,336.63,L7
2007-10-30 21:44:26+00:00,386.7655556,399.6028571,390.78,,,,,,374.2455556,377.03,382.9155556,393.08,392.12,400.2555556,401.3555556,402.12,390.1,384.32,384.0355556,,,,,391.18,389.9655556,392.18,395.6455556,405.0655556,393.8428571,381.3755556,378.8255556,371.03,376.09,,,,378.44,378.0955556,378.9555556,376.85,382.5,390.3155556,392.98,398.73,401.1255556,400.54,,,,,400.3655556,396.63,392.49,389.73,391.99,393.6855556,394.3755556,397.5755556,399.31,394.9055556,,,,,370.8528571,365.1228571,367.23,365.89,364.8928571,369.8528571,366.9628571,364.09,361.19,,,,,321.13,327.2955556,334.67,340.76,342.32,L7
2007-11-22 21:50:25+00:00,,402.0785714,408.88,406.82,387.86,393.15,377.61,387.68,391.45,391.05,387.86,,,,,,,391.82,386.84,384.28,386.31,379.53,392.32,392.46,398.41,401.47,,,,,,386.51,386.35,386.32,382.87,391.5185714,396.88,403.71,401.45,400.77,,,,,,413.14,413.76,414.15,415.01,420.35,410.78,407.7,404.33,,,,,,,397.87,392.94,387.65,370.64,370.5485714,364.2485714,368.1585714,371.03,,,,,,374.47,373.79,358.96,363.37,350.04,348.31,353.17,349.69,,,L7
2007-12-17 21:44:47+00:00,,,397.7,383.8211111,371.7911111,363.3911111,362.3911111,368.57,365.1611111,363.95,372.3011111,375.04,376.05,,,,,382.46,384.7211111,385.35,387.3511111,386.65,383.1411111,384.13,387.4111111,392.98,397.1811111,402.6511111,,,,381.86,382.46,382.9311111,384.9,401.4242857,407.95,404.5211111,399.6311111,393.68,391.02,,,,,,,,,,,,,,,,,,,398.5711111,392.5211111,395.87,384.56,384.5142857,371.5742857,368.3642857,367.46,364.54,,,,,377.36,368.3511111,359.1411111,356.41,353.11,346.45,345.3011111,347.95,349.47,351.72,L7
2008-01-02 21:44:49+00:00,389.1544444,395.3185714,,,,,367.2544444,369.1,369.3444444,374.69,378.5644444,383.31,388.22,397.4044444,402.7044444,398.71,395.3,390.17,,,,378.21,380.6344444,384.01,385.5844444,392.33,396.7544444,399.8744444,396.6485714,389.8244444,387.2744444,382.7,,,,386.7085714,395.25,401.0144444,399.2144444,402.7,400.74,394.6144444,392.95,399.03,407.0844444,408.62,,,,409.23,411.0344444,401.58,397.03,396.79,395.99,398.8244444,398.2444444,399.0644444,397.17,,,,377.38,375.3785714,374.8385714,366.1085714,368.73,373.74,371.5685714,365.9785714,369.1485714,366.98,368.01,,,,338.66,339.91,337.3344444,343.41,349.55,348.91,L7
2008-02-03 21:44:47+00:00,377.0422222,,,,,349.4222222,353.8822222,351.27,354.7722222,358.13,360.2722222,369.27,373.02,379.8022222,380.3922222,381.6,379.45,,,,361.7622222,367.1,369.1822222,374.93,377.1122222,376.4,378.0222222,382.7522222,370.3085714,369.0922222,360.3922222,,,,367.91,368.2685714,373.3,375.6322222,375.1322222,376.21,375.62,378.1122222,383.64,384.05,,,,,389.2833333,396.76,389.9622222,394.56,386.27,377.2,379.33,380.0522222,376.3222222,377.7322222,,,,,366.27,361.1285714,353.8385714,347.0985714,347.81,342.1,344.0985714,345.3285714,347.5185714,,,,,327.02,325.52,321.24,322.3622222,324.51,332.55,332.64,L7
2008-02-26 21:50:52+00:00,,,,,,,,,,,,,,,393.2888889,,,,,,388.2288889,389.03,386.2088889,383.17,382.2788889,382.19,396.4588889,403.3188889,395.4614286,389.6988889,,,,,,370.4814286,375.92,380.7188889,381.2188889,386.74,388.81,391.3488889,394.98,,,,,,,,,,,,,,,,,,,,369.68,362.2114286,362.6214286,352.8514286,351.99,362.74,358.3614286,364.0514286,,,,,,,,,,,,342.01,L7
2008-03-06 21:44:38+00:00,374.6055556,377.9014286,370.55,,,,,,343.5555556,349.4,350.5655556,355.65,364.15,375.2955556,382.2255556,382.79,381.43,381.86,383.4755556,,,,,378.76,375.0855556,370.43,378.3055556,386.3955556,368.8614286,369.2655556,366.0355556,370.75,364.66,,,,,379.9255556,374.3455556,370.57,374.76,390.6755556,387.25,382.56,388.0055556,385.86,,,,,391.6855556,394.84,375.1,380.09,382.16,379.0755556,372.9655556,374.7655556,377.38,373.5255556,,,,,352.5114286,337.3914286,345.46,341.14,339.9514286,338.6414286,337.2914286,347.55,344.44,,,,,321.84,326.6455556,326.91,325.04,331.19,L7
2008-04-23 21:44:34+00:00,,,,,,,,,,,,,,,,,,364.9,367.47,367.61,369.91,374.8,371.6,371.94,371.61,365.65,370.74,,,,359.41,356.99,,,,,,,,,,,,,,382.01,387.21,387.31,385.57,392.11,384.69,378.25,377.11,382.67,,,,,373.94,364.95,359.96,355.46,354.66,349.6457143,350.9757143,340.9057143,339.85,343.36,,,,344.09,338.61,331.16,327.28,328,315.53,309.9,310.8,322.47,324.63,,L7
2008-04-30 21:50:43+00:00,,,,,,,,,,,,,,,,,380.14,375.74,382.1555556,394.78,,405.33,392.4055556,387,391.7455556,,,,,,,,,,,,,,,,,,,,384.4855556,382.25,386.6255556,384.98,380.3733333,377.47,376.9255556,376.42,,,,,,382.5755556,377.33,371.6855556,366.4555556,360.73,355.16,353.0157143,349.6057143,349.0257143,,,,,,344.94,346.51,343.3555556,339.7555556,326.62,322.13,319.03,326.5855556,,,,L7
2008-06-10 21:44:15+00:00,365.4433333,366.2571429,,347.4833333,344.8433333,,,,,,328.1233333,333.71,341.52,350.8433333,359.0033333,362.44,358.98,356.94,357.4933333,366.09,,,,,358.9533333,362.94,368.1333333,371.6233333,357.3071429,359.2833333,360.8433333,361.13,358.4,352.5033333,,,,,360.8233333,361.54,363.95,367.7933333,366.48,382.95,381.4333333,381.9,382.7033333,384.28,,,,,359.11,367.64,363.76,358.8433333,361.1633333,373.5933333,368,361.9933333,357.6533333,,,,,327.8971429,326.95,331.55,323.6771429,,,,338.98,331.4933333,,,,,307.5533333,317.94,305.98,319.89,L7
2008-07-03 21:50:11+00:00,369.6311111,370.3014286,363.81,351.6811111,352.7511111,,,,,,,354.87,358.2,360.7611111,370.1311111,368.24,368.3,362.17,367.6411111,375.39,371.7811111,,,,,,376.4711111,386.5511111,374.3414286,369.9111111,363.3111111,367.08,367.61,360.4111111,360.84,,,,,378.42,373.97,378.0911111,373.16,378.84,378.9011111,383.95,385.1911111,390.43,,,,,,370.2,370.02,370.5411111,367.0611111,366.9011111,367.55,366.0911111,358.7711111,355.02,,,,,,334.9,335.7814286,332.9914286,332.0414286,340.45,337.68,332.4211111,329.6211111,,,,,,338.72,343.22,L7
2008-07-12 21:43:53+00:00,,,,,,344.1722222,342.6822222,340.64,347.4522222,351.35,357.4922222,361.8,365.76,377.4922222,378.3722222,377.81,,,,,371.8722222,377.55,376.0022222,365.47,373.5022222,380.89,388.4822222,394.9722222,386.3814286,383.1622222,,,,,372.81,372.9414286,376.69,379.6722222,381.0822222,381.09,378.13,379.7422222,376.78,384.23,,,,392.07,382.8333333,383.89,386.7822222,386.08,378.08,381.64,378.38,375.4822222,372.8922222,,,,,359.28,354.52,344.0914286,343.2414286,336.3114286,341.43,342.62,342.5014286,342.9314286,,,,,,338.1,332.42,329.41,333.5522222,344.28,353.12,348.32,L7
2008-08-20 21:49:46+00:00,371.3166667,380.1642857,369.6,362.3866667,357.0366667,349.1366667,,,,,,,356.41,368.0166667,371.1466667,366.48,369.1,370.05,371.0066667,370.47,369.0366667,,,,,,,381.8866667,370.6942857,367.4266667,364.9766667,359.71,363.88,363.2666667,360.24,,,,,,367.75,372.0666667,371.26,377.96,385.6966667,395.1,400.5366667,392.16,386.05,,,,,,379.03,379.2366667,376.3566667,376.8666667,372.5,374.9066667,365.7366667,363.37,355.42,,,,,325.54,323.9442857,329.2442857,322.1642857,342.66,348.22,334.7766667,332.4866667,322.82,,,,,318.43,335.12,L7
2008-09-14 21:43:23+00:00,370.5755556,376.8414286,370.67,357.8855556,358.8155556,350.5155556,353.7155556,336.46,346.6955556,351.66,355.1755556,,,,,386.92,369.77,364.52,385.1655556,377.47,373.3755556,366.67,365.1955556,376.85,380.8255556,380.15,,,,,374.5655556,369,365.31,371.1655556,360.48,370.5614286,371.39,382.2455556,380.1755556,,,,,396.62,390.2255556,386.88,392.8255556,402.12,388.3033333,389.37,379.7855556,385.84,381.5,,,,,377.0555556,382.59,373.8555556,363.2655556,358.64,350.57,355.4314286,346.4514286,344.9314286,347.12,,,,344.2714286,351.2,345.93,336.1255556,331.5455556,327.23,321.69,329.12,324.4655556,,,,L7
2008-09-21 21:49:29+00:00,378.8477778,394.8057143,391.7,377.7677778,371.2877778,363.3677778,,,,,,,362.09,373.1477778,377.9177778,377.24,378.49,379.66,378.6177778,381.11,377.4777778,378.47,,,,,,387.4577778,383.4957143,377.0377778,375.6577778,375.03,374.96,374.9477778,374.03,372.8557143,,,,,,383.9477778,376.38,386.5,391.3377778,395.9,400.9777778,403.51,402.0366667,,,,,,386.42,386.8477778,384.7577778,377.3277778,381.99,382.0177778,374.2577778,370.39,361.24,,,,,,337.5257143,341.7357143,335.2057143,355.73,356.27,351.0977778,340.7477778,348.84,,,,,,338.97,L7
2008-09-30 21:43:13+00:00,,,,356.0477778,347.6677778,346.1677778,337.6777778,337.77,338.8177778,340.74,345.9877778,353.92,357.31,364.4977778,372.0777778,,,,,370.95,370.0577778,364.59,364.2577778,364.99,372.2977778,373.43,380.9677778,384.3577778,377.9442857,,,,,361.8777778,362.96,357.5942857,360.1,363.7577778,373.1977778,374.2,377.22,372.3877778,364.89,,,,385.8577778,394.18,392.4166667,386.65,383.2777778,379.59,371.62,376.84,377.78,381.8777778,,,,,361.3077778,352.33,342.65,345.4942857,346.4042857,341.0342857,339.17,335.82,341.7342857,343.4442857,,,,337.1377778,337.8277778,327.51,320.62,306.77,320.5377778,328.62,331.42,340.11,L7
2008-11-08 21:49:19+00:00,368.45,382.4685714,378.71,370.86,366.9,356.01,359.02,355.67,356.93,354.95,,,,,,,376.64,379.57,377.37,378.34,378.26,379.75,385.03,386.74,387.04,,,,,,,372.75,367.29,372.82,376.68,376.5985714,383.13,390.91,385.68,,,,,,389.56,393.19,389.93,394.51,389.83,396.24,390.85,391.03,384.7,,,,,,378.23,371.43,366.2,367.5,363.5,356.7785714,351.9985714,349.9685714,,,,,,,357.01,343.17,334.51,327.96,328.66,331.45,334.47,,,,L7
2008-11-17 21:43:39+00:00,,,,372.0622222,366.1122222,364.3122222,358.5922222,355.13,352.5622222,353.41,358.4622222,370.74,373.7,383.5222222,,,,,392.5022222,390.85,388.2922222,393.34,385.7322222,390.46,386.5122222,391.72,386.4822222,398.3022222,398.53,,,,,,,,,,,,,,,,,,405.3922222,399.18,408.4733333,412.72,398.7422222,390,389.69,385.89,386.54,391.3822222,,,,372.8922222,376.4822222,373.98,368.09,365.65,362.44,357.62,355.52,358.42,360.62,,,,,,,,,,,,,,L7
2008-12-26 21:49:50+00:00,,,,,,,,,,,,,,,,,,376.37,373.1666667,381.18,375.9366667,368.08,,,,,,,,,,384.07,385.35,376.7766667,366.95,371.3714286,,,,,,378.8466667,381.2,390,389.9066667,387.04,393.2466667,399.2,394.68,,,,,,375.89,372.7166667,368.2866667,371.2366667,367.36,363.4266667,357.6466667,352.1,349.45,,,,,,353.0014286,355.8414286,354.7214286,364.78,348.11,338.8566667,334.6566667,323.58,,,,,,337.08,L7
2009-01-04 21:44:06+00:00,,,392.18,376.3922222,366.5222222,361.8222222,360.4422222,357.32,355.7522222,361.35,378.4422222,380.67,382.83,,,,,389.89,388.6722222,394.55,385.0722222,379.15,382.7922222,386.05,386.3722222,393.68,389.0722222,403.1322222,,,,,397.58,388.9122222,386.51,397.9914286,397.96,400.6622222,400.1722222,397.29,391.89,,,,,403.86,414.6222222,419.93,414.3233333,409.93,404.9022222,398.33,400,395.29,395.58,,,,,385.3122222,381.8022222,376.22,374.49,377.2814286,369.7414286,367.0914286,363.76,368.7,,,,,366.25,358.1722222,347.9122222,350.99,352,344.65,336.9222222,339.06,350.7,,L7
2009-01-20 21:44:12+00:00,379.2466667,387.2528571,375.87,364.2766667,362.2966667,342.5366667,337.1866667,336.62,,,,,369.02,374.1766667,378.9066667,374.14,370.14,367.79,375.2766667,375.77,376.8466667,374.28,367.0166667,,,,,389.1866667,379.0428571,382.7266667,374.3766667,378.91,378.77,376.8366667,374.63,376.0728571,376.22,,,,,384.9066667,387.21,386.3,396.4066667,391.6,400.1566667,402.21,396.57,401.36,,,,,386.47,379.4166667,371.7166667,372.4766667,374.31,368.5666667,364.1266667,359.46,360.01,354.1428571,,,,,341.5228571,347.9628571,350.0628571,355.49,341.65,336.5366667,332.5066667,326.1,322.73,,,,,344.92,L7
2009-02-05 21:44:16+00:00,,,,,,,,,,,348.0366667,,,,,380.87,374.03,376.4,373.9666667,376.83,376.8466667,369.78,372.6866667,371.68,373.6466667,375.46,,,,,379.9666667,381.99,381.8,384.1566667,386.77,379.67,387.13,384.8366667,380.4866667,,,,,399.63,390.9566667,390.79,398.0166667,406.03,401.64,398.45,399.5466667,394.86,379.41,,,,,373.7066667,376.8,376.1866667,371.7166667,367.64,363.86,361.42,352.03,351.34,,,,,,,,,,,,,,,,,L7
2009-02-28 21:50:41+00:00,381.5233333,393.4314286,383.03,373.0033333,371.4233333,361.7933333,352.6633333,349.08,355.4533333,,,,,,384.3933333,379.73,380.17,378.87,380.9133333,383.11,379.6833333,384.31,380.3133333,377.58,,,,,,374.0033333,372.9033333,366.81,373.37,374.3633333,378.61,380.2314286,380.5,,,,,,389.09,393.92,399.6233333,403.53,403.8733333,402.98,411.9,411.04,407.0733333,,,,,,387.2333333,388.0233333,389.43,380.7033333,374.6533333,376.24,369.63,360.2814286,359.4014286,,,,,358.4014286,363.8514286,365.33,356.54,346.2733333,347.5733333,339.64,339.31,333.65,,,,,L7
