dates,nzd0295-0000,nzd0295-0001,nzd0295-0002,nzd0295-0003,nzd0295-0004,nzd0295-0005,nzd0295-0006,nzd0295-0007,nzd0295-0008,nzd0295-0009,nzd0295-0010,nzd0295-0011,nzd0295-0012,nzd0295-0013,nzd0295-0014,nzd0295-0015,nzd0295-0016,nzd0295-0017,nzd0295-0018,nzd0295-0019,nzd0295-0020,nzd0295-0021,nzd0295-0022,nzd0295-0023,nzd0295-0024,nzd0295-0025,nzd0295-0026,nzd0295-0027,nzd0295-0028,nzd0295-0029,nzd0295-0030,nzd0295-0031,nzd0295-0032,nzd0295-0033,nzd0295-0034,nzd0295-0035,nzd0295-0036,nzd0295-0037,nzd0295-0038,nzd0295-0039,nzd0295-0040,nzd0295-0041,nzd0295-0042,nzd0295-0043,nzd0295-0044,nzd0295-0045,nzd0295-0046,nzd0295-0047,nzd0295-0048,nzd0295-0049,nzd0295-0050,nzd0295-0051,nzd0295-0052,nzd0295-0053,nzd0295-0054,nzd0295-0055,nzd0295-0056,nzd0295-0057,nzd0295-0058,nzd0295-0059,nzd0295-0060,nzd0295-0061,nzd0295-0062,nzd0295-0063,nzd0295-0064,nzd0295-0065,nzd0295-0066,nzd0295-0067,nzd0295-0068,nzd0295-0069,nzd0295-0070,nzd0295-0071,nzd0295-0072,nzd0295-0073,nzd0295-0074,nzd0295-0075,nzd0295-0076,nzd0295-0077,nzd0295-0078,nzd0295-0079,nzd0295-0080,nzd0295-0081,satname
2017-12-04 21:54:37+00:00,377.7488889,380.72,366.48,361.0888889,363.8888889,353.7688889,350.9388889,347.77,352.1688889,362.33,368.3788889,374.23,371.48,375.9388889,385.1088889,384.24,381.09,385.92,387.7288889,388.57,390.5088889,395.61,397.3188889,402.26,404.1588889,407.89,413.6088889,419.9788889,405.55,392.7988889,380.2288889,383.53,385.76,385.9988889,387.83,390.77,390.04,384.4188889,385.8288889,388,378.27,384.4488889,383.78,379.43,393.6388889,408.37,409.7988889,404.73,403.5533333,406.37,400.0688889,403.33,405.07,403.82,401.52,402.5488889,402.9688889,403.8488889,391.88,372.1088889,369.6788889,374.5,378.55,368.54,369.2,355.29,358.6,359.56,365.91,372.11,360.11,360.98,356.79,349.5188889,363.7088889,345.31,336.98,340.37,358.3688889,352.95,349.54,351.72,L8
2017-12-11 22:00:48+00:00,378.8177778,387.1371429,369.78,368.2377778,358.3277778,362.6177778,356.4577778,358.69,362.9177778,369.83,377.7177778,378.79,375.23,382.5577778,391.9577778,396.51,392.96,389.27,386.6077778,390.59,386.8677778,395.34,396.9177778,401.95,404.3477778,414.27,414.5177778,426.6877778,415.4671429,398.6077778,382.1777778,382.25,381.3,388.7077778,389.41,394.4271429,392.24,388.0877778,386.7577778,389.5,379.97,383.5777778,387.36,380.12,392.0177778,410.15,412.0777778,402.38,414.3666667,407.2,398.4377778,404.21,410.97,405.86,416.37,410.8177778,405.5577778,408.3177778,400.96,372.1077778,374.6477778,378.45,383.14,368.4171429,372.7271429,352.9671429,361.85,360.26,379.6471429,367.2871429,365.6671429,364.14,357.74,350.2877778,359.6077778,350.19,341.57,349.18,356.7177778,356.93,342.4,359.05,L8
2017-12-20 21:54:40+00:00,370.4211111,375.8928571,362.85,355.3111111,352.4211111,346.5611111,338.9211111,337.01,337.1011111,339.43,349.1411111,360.53,361.23,366.2811111,368.7611111,374.02,369.82,367.75,363.0511111,360.56,363.1111111,373.38,372.6211111,369.15,377.4711111,380.63,385.7811111,385.2211111,386.1128571,371.3211111,371.8411111,360.6,361.53,363.5711111,373.07,365.7328571,368.66,369.5011111,375.9311111,373.01,377.8,372.4711111,373.74,377.73,385.1611111,395.65,395.3211111,397.17,396.3466667,395.44,388.0011111,383.32,396.94,400.07,391.31,386.9311111,389.6011111,383.2811111,385.11,375.4911111,366.3211111,365.61,365.36,351.6228571,351.3728571,350.9828571,346.51,348.73,356.5628571,347.4928571,344.6528571,347.28,343.32,342.1511111,341.8211111,340.1,321.33,322.04,336.2211111,349.01,330.98,331.74,L8
2018-01-13 21:56:27+00:00,375.1811111,381.26,366.52,351.3811111,343.4911111,335.7411111,,,,,354.1911111,353.71,365.38,365.0811111,378.2111111,380.72,373.38,369.95,367.6611111,369.89,372.6411111,,,,,389.1,388.3611111,397.8611111,391.51,388.1411111,380.8611111,364.89,362.87,375.1511111,369.41,,,,,391.52,389.81,384.2711111,380.57,385.51,384.9211111,396.28,393.8011111,401.04,,,,,392.31,401.9,398.41,390.5211111,386.6511111,385.7911111,387.87,382.9011111,379.3311111,368.42,,,,,347,352.94,355.38,355.04,357.07,357.75,343.55,339.3411111,345.6211111,,,,,347.94,351,344.16,L7
2018-01-20 22:02:31+00:00,,,,366.2588889,357.1188889,353.9688889,347.0288889,342.73,345.8188889,348.18,354.0088889,362.78,369.04,,,,,,370.3788889,374.99,375.0488889,380.85,378.4088889,379.52,381.9788889,388.15,395.7188889,,,,,,369.96,372.0388889,374.82,375.78,381.22,378.7688889,381.4888889,379.96,383.35,,,,,,405.4588889,404.68,401.0433333,399.77,399.7088889,396.45,400.64,401.08,398.95,,,,,,,,,,,,,,,,,,,350.9588889,347.8688889,346.71,344.51,341.8,341.6288889,346.61,349.65,,L7
2018-01-29 21:56:12+00:00,381.1788889,384.35,373.1,,,,,,340.1088889,356.14,360.4888889,362.38,371.59,383.2188889,395.3888889,394.17,397.36,400.63,394.3488889,,,,,395.71,402.2788889,401.09,404.9688889,408.4088889,400.13,397.9788889,390.8488889,387.99,385.06,,,,,405.3588889,404.6188889,411.21,410.62,416.4588889,418.87,424.93,429.9188889,416.86,,,,,393.9788889,390.16,385.4,389.64,398.31,404.3688889,405.5988889,405.4788889,402.65,398.6988889,,,,,384.56,379.24,386.09,381.15,378.67,384.55,375.88,386.18,382.07,,,,,365.01,373.8188889,358.47,375.01,368.65,L7
2018-02-22 21:54:13+00:00,379.0822222,384.5842857,376.3,362.7222222,353.5022222,344.9822222,336.0722222,335.78,340.6522222,341.79,349.9022222,359.92,366.8,371.2622222,382.2722222,379.79,379.3,378.19,373.7122222,369.31,373.7522222,371.62,384.3422222,379.3,385.9322222,394.13,400.2022222,396.8422222,392.5142857,379.0822222,375.7622222,371.02,367.01,367.5922222,367.17,379.2842857,380.46,385.6022222,388.7222222,386.37,391.47,389.8122222,401.96,398.92,405.7322222,405.84,406.8722222,411.44,409.7433333,403.77,398.6922222,398,397.58,402.37,398.5,396.3522222,393.7522222,393.2122222,388.89,388.7022222,390.0622222,386.69,379.03,372.2642857,372.4542857,366.6342857,370.65,366.95,369.4742857,362.7142857,360.1442857,364.53,360.96,352.0822222,352.8122222,348.86,347.2,348.11,348.1322222,350.11,352.01,363.4,L8
2018-03-10 21:54:04+00:00,,,,,339.0455556,328.5655556,325.0455556,322.33,321.6055556,318.32,322.4755556,331.97,338.04,348.1455556,353.7255556,354.43,354.27,358.05,359.7355556,369.38,370.6255556,371.37,377.5555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.72,381.02,377.61,376.1855556,372.9955556,375.8555556,367.09,367.6455556,365.4155556,366.99,363.32,354.7985714,358.1285714,353.5885714,360.77,358.71,358.8285714,358.2385714,359.2285714,360.43,352.85,348.7555556,343.1255556,343.61,341.37,340.07,345.7155556,347.2,353.91,355.32,L8
2018-03-25 22:01:18+00:00,,,368.85,354.4844444,348.4144444,337.1644444,332.2044444,329.45,326.8244444,326.41,326.4144444,336.38,342.86,,,,,,365.9044444,364.73,365.1344444,367.98,370.8444444,375.46,375.8844444,380.36,386.0444444,,,,,,365.27,371.1044444,375.28,379.8528571,381.02,378.9944444,391.5644444,387.3,384.03,,,,,393.3,395.6344444,394.93,395.3266667,395.99,388.6344444,381.59,380.73,377.54,,,,,,372.4444444,370.6244444,363.75,362.09,355.6128571,354.0728571,350.1728571,352.78,351.13,,,,,348.19,342.5444444,338.6744444,335.52,336.59,335.68,340.7444444,340.18,346.54,,L7
2018-03-26 21:53:57+00:00,373.1355556,377.8242857,367.94,356.5355556,352.1255556,339.0455556,334.9055556,330.08,328.8955556,328.52,331.2255556,335.22,349.62,354.8755556,368.2555556,367.88,368.51,362.54,368.2255556,370.92,371.3355556,367.5,373.8855556,374.55,379.9155556,381.45,386.8555556,392.7555556,388.2742857,381.6055556,373.7755556,367.82,367.54,372.2855556,374.02,382.4942857,383.55,390.2455556,392.1155556,391.58,397.96,393.6255556,396.95,398.43,398.3655556,391.91,397.5255556,399.88,405.4933333,399.62,389.0855556,388.14,381.89,388.91,391.22,393.5055556,381.9655556,380.4655556,371.83,373.8055556,372.7655556,370.21,363.79,357.3942857,355.8742857,352.1142857,355.43,354.26,353.2542857,353.0742857,351.8042857,352.78,345.5,340.0655556,334.6055556,333.5,333.29,339.72,344.3955556,346.16,346.78,347.86,L8
2018-04-02 21:59:41+00:00,,,,,,,,,,,,,352.46,362.4433333,371.8533333,374.86,367.06,372.5,367.5033333,374.73,374.9833333,379.45,380.8733333,385.42,386.8433333,388.03,394.7433333,396.9533333,389.7771429,383.1133333,377.7433333,373.46,371.23,376.3333333,382.41,388.7271429,385.31,385.8533333,394.1333333,397.41,392.76,401.4833333,400.27,399.62,395.9333333,400.73,399.9133333,403.86,405.43,401.41,388.9633333,391.46,391.57,394.5,387.62,395.7133333,387.7333333,389.9033333,382.61,380.1233333,378.6233333,373.46,374.5,362.7871429,361.5571429,364.5871429,359.77,358.42,359.9771429,357.8471429,357.9671429,355.29,354.7,347.2933333,343.2933333,343.69,342.45,340.84,342.3633333,346.11,345.64,357.92,L8
2018-04-11 21:53:49+00:00,358.0444444,358.4042857,346.98,343.8144444,341.5544444,331.5244444,318.9144444,309.66,314.3944444,317.88,312.5044444,323.11,331.74,344.9444444,353.9544444,350.38,350.59,349.8,352.6344444,349.99,350.7744444,349.55,354.6944444,359.92,358.1744444,360.33,369.4944444,377.4944444,365.6642857,363.8044444,358.1944444,352.54,347.92,356.9044444,367.03,362.0042857,374.72,368.0944444,370.4844444,373.34,371.04,375.3644444,378.81,374.26,373.3044444,380.86,380.1244444,381.36,366.3166667,376.22,375.1144444,376.26,368.42,368.45,371.89,371.3144444,368.9744444,362.9544444,363.14,358.1644444,356.1744444,348.08,343.92,331.6942857,334.6342857,331.4542857,334.91,334.48,322.5142857,328.8342857,326.0742857,334.71,332.38,323.9644444,325.5344444,322.2,322.05,320.92,323.7744444,324.82,329.46,331.83,L8
2018-04-18 21:59:31+00:00,373.9655556,380.9142857,366.7,365.8655556,355.3555556,347.6855556,342.7055556,337.18,335.3555556,338.17,340.4155556,355.75,355.34,363.2955556,374.5755556,375.59,372.29,375.34,370.1555556,373.62,378.1355556,378.08,378.6555556,384.38,388.5055556,389.22,396.3955556,394.6855556,388.3742857,380.6855556,377.0155556,372.97,372.23,374.7955556,387.03,395.0642857,396.53,389.7255556,390.8555556,391.03,387.79,395.2555556,393.03,395.39,395.9055556,404.28,405.3355556,408.07,393.6433333,401.64,397.3255556,398.25,392.57,395.69,389.72,393.0055556,387.0655556,391.9255556,385.15,385.6455556,372.9055556,370.27,371.68,363.6342857,362.4542857,361.7842857,360.27,360.41,358.4442857,357.8642857,354.0842857,355.23,356.54,347.5855556,344.7355556,340.24,342.5,340.97,346.7355556,345.41,348.54,358.49,L8
2018-04-26 22:00:47+00:00,363.1755556,367.9585714,354.54,,,,,,,322.9,336.6655556,339.42,346.73,351.8055556,360.4555556,356.69,359.85,358.7,359.4455556,,,,,,374.9955556,378.96,386.1555556,388.0055556,375.5885714,367.2655556,361.7655556,361.18,361.33,,,,,384.5855556,377.9955556,381.21,382.9,377.0255556,382.3,387.25,389.2455556,395.43,,,,,,389.78,387.06,381,378.91,378.9355556,377.2355556,375.8255556,372.91,370.3355556,,,,,,352.1885714,348.72,351.12,350.7085714,349.2185714,347.1885714,347.06,339.66,,,,,,336.7655556,337.61,338.26,346.25,L7
2018-05-20 21:59:35+00:00,378.4533333,383.2042857,373.72,364.4033333,356.0533333,349.7333333,345.3933333,339.74,343.0133333,345.32,349.2133333,358.14,364.51,369.9633333,376.8833333,377.27,371.56,373.24,369.8033333,373.07,373.5533333,374.48,375.3033333,384.66,381.4033333,390.2,394.2033333,398.7833333,395.4642857,382.8033333,378.5133333,374.05,370.08,376.5433333,379.6,392.6542857,389.65,390.7833333,389.9533333,390.87,390.59,397.8233333,394.37,394.74,399.6733333,400.66,403.8933333,404.72,394.8,401.36,400.7033333,396.17,399.7,397.01,394.41,389.5233333,389.5433333,382.8633333,385.79,377.2333333,372.2133333,374.01,370.15,362.1542857,367.6842857,357.7542857,362.2,358.9,358.2842857,353.5642857,356.7542857,362.04,355.68,337.5033333,339.9633333,335.29,330.16,335.66,335.4233333,348.02,345.21,351.45,L8
2018-05-21 21:54:35+00:00,375.9866667,383.8842857,376.56,361.5166667,,,,,,333.27,345.4566667,351.58,358.57,361.9466667,371.6766667,378.06,373.34,371.29,372.2366667,375.45,,,,,376.0566667,386.8,389.8466667,393.2466667,390.3542857,388.2566667,381.0366667,383.55,383.19,378.2166667,,,,,392.4366667,393.9,390.05,397.4966667,395.57,394.64,406.9766667,407.15,418.7766667,,,,,402.42,407.68,400.21,393.28,385.7066667,386.2866667,381.4766667,389.17,384.7566667,377.2866667,,,,,356.2642857,364.53,358.9,354.9542857,351.8242857,355.3142857,363.86,355.1,347.0066667,,,,,337.0566667,343.98,345.47,350.42,L7
2018-06-05 21:59:01+00:00,370.8655556,376.4342857,,349.8955556,346.8955556,334.9155556,332.5755556,334,336.5755556,335.9,337.6055556,349.93,354.95,364.1755556,370.7255556,365.07,365.88,365.36,367.9655556,364.92,369.7955556,363.56,369.0555556,370.61,373.1155556,377.13,382.2355556,379.0355556,375.7942857,367.3055556,365.3455556,359.13,360.9,361.0255556,366.83,367.6142857,374.82,375.0355556,376.7655556,373.67,377.97,373.8255556,375.2,380.85,388.0355556,398.31,397.5155556,398.97,386.0833333,390.89,390.8555556,388.02,380.96,380.76,380.53,381.7255556,377.3555556,375.4655556,377.71,377.7355556,368.1855556,368.83,362.49,353.0142857,356.0042857,350.7042857,352.78,354.17,349.8142857,346.6742857,343.3342857,348.73,344.01,334.3655556,327.9555556,321.1,321.42,315.88,327.2955556,333.89,336.42,338.08,L8
2018-06-06 21:54:19+00:00,344.71,344.9728571,,325.75,324.89,308.11,308.87,304.55,311.75,306.17,,,,,339.13,334.88,336.84,339.7,338.13,340.4,338.48,342.43,345.32,349.85,,,,,,344.08,331.05,334.41,336.6,340.23,338.72,347.7228571,350.55,355.82,,,,,346.44,359.65,,,,,,,364.32,364.38,,,,,359.83,,,,,,,,,,,,,321.5228571,319.2928571,328.21,320.15,314.38,316.75,306.55,303.1,297.97,310.09,,,,L7
2018-06-14 21:53:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.82,349.1871429,357.31,367.0044444,364.6944444,366.76,367.13,374.6844444,366.18,369.79,376.0644444,381.14,393.7544444,386.05,374.3866667,385.83,385.2444444,380.99,379.26,375.52,374.98,374.1444444,368.1044444,371.4744444,365.44,365.2144444,355.1844444,355.17,348.4,339.6171429,338.4171429,331.8071429,341.45,337.67,333.0871429,329.4671429,328.4371429,337.51,333.2,324.2144444,317.1644444,316.08,304.99,302.07,316.0944444,319.69,318.39,316.94,L8
2018-06-22 21:54:02+00:00,363.1433333,361.6285714,,,,,,308.93,305.8533333,310.7,317.7833333,326.45,342.67,344.9633333,349.3033333,351.61,354.85,,,,,,341.5033333,347.16,343.3833333,348.07,355.4733333,361.1633333,348.7685714,348.9933333,346.9533333,343.06,,,,,337.52,343.1833333,349.0233333,351.82,358.23,362.8633333,357.81,363.86,370.7633333,,,,,364.99,367.0933333,363.32,360.11,356.75,366.16,368.0933333,365.6933333,364.7133333,360.72,,,,,327.3285714,,,,,334.6185714,329.3885714,326.5585714,332.97,,,,,296.34,290.12,304.8633333,307.72,310.31,325.25,L7
2018-06-29 21:59:40+00:00,361.5188889,366.9914286,,339.6288889,,,,,,,322.9388889,337.83,343.95,345.2588889,352.9188889,352.6,351.12,343.53,342.8388889,344.64,,,,,,355.33,360.2388889,359.7988889,354.4614286,355.4188889,347.2788889,341.15,339.05,339.1988889,,,,,355.4088889,358.27,356.99,363.6888889,359.37,362.19,368.8788889,373.29,382.2288889,,,,,,375.38,370.28,369.98,373.9488889,373.5488889,370.8188889,366.78,,,,,,,337.4214286,,,336.1814286,334.9314286,323.1714286,333.37,326.07,319.2588889,,,,,,319.1,321.22,324.51,L7
2018-06-30 21:53:31+00:00,376.2944444,382.2842857,,352.7244444,347.5344444,335.0944444,331.5044444,329.23,332.2644444,335.55,335.4444444,347.66,354.39,356.7044444,368.2444444,369.42,370.29,363.71,359.5144444,363.74,367.4844444,363.6,362.5344444,364.54,362.5944444,369.7,377.5244444,372.5744444,370.1442857,364.0744444,359.5544444,353.08,354.25,356.1444444,356.9,358.4342857,355.77,358.6944444,365.7544444,374.65,374.41,378.2944444,371.88,375.77,388.1744444,386.85,397.3944444,394.23,385.8966667,387.05,395.2544444,389.23,388.44,381.79,382.45,384.8044444,380.1644444,381.8144444,375.24,376.0944444,363.5444444,363.17,360.5,353.5642857,354.7942857,345.8442857,358.42,355.38,354.9742857,342.4142857,341.8442857,347.07,343.03,334.5044444,322.5544444,326.56,319,314.26,323.9444444,327.71,331.9,331.81,L8
2018-07-15 21:59:21+00:00,359.7233333,366.1185714,345.62,,,,,,,321.8,318.1833333,334.6,335.4,348.3433333,360.4733333,359.81,358.37,353.01,352.6933333,,,,,348.67,352.4433333,354.66,357.2433333,359.3033333,356.3785714,354.0133333,355.2233333,348.1,341.05,,,,,350.9533333,352.3833333,350.47,354.07,352.5633333,362.38,367.54,373.3733333,379.17,,,,,,369.8,367.94,365.97,370.87,367.0333333,371.3333333,366.9933333,364.85,359.0433333,,,,,,,,,336.1085714,338.5685714,332.5085714,336.79,331.53,,,,,,300.8033333,306.58,313.08,317,L7
2018-07-16 21:53:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.4888889,359.6,360.3628571,353.05,368.5088889,367.6688889,366.53,369.8,372.7188889,375.3,377.3,387.5288889,388.37,392.1388889,394.3,393.0433333,395.3,394.1588889,386.81,380.7,388.75,387.4,379.3888889,377.5988889,383.0688889,379.4,372.8888889,373.6788889,372.2,368.07,355.4528571,356.0828571,347.3428571,358.97,355.52,352.5628571,348.3528571,342.7728571,352.18,338.22,336.4488889,327.4188889,328.86,321.67,305.07,314.1888889,322.71,326.12,337.61,L8
2018-07-24 21:53:25+00:00,361.5333333,371.4942857,340.35,344.2333333,337.9433333,332.7333333,,,,,333.6033333,334.26,340.97,345.5033333,356.8133333,354.77,369.21,366.2,366.1233333,368.22,358.3733333,,,,,355.13,367.3733333,371.8333333,363.9842857,345.2033333,353.7133333,361.71,352.34,353.4833333,348.22,,,,,365.29,365.21,367.7433333,365.37,372.83,376.3133333,386.14,386.7733333,391.35,,,,,371.76,375.14,378.28,382.5833333,361.6833333,367.4033333,370.68,364.1233333,365.7133333,365.46,,,,,351.88,353.61,351.7642857,343.5242857,339.3842857,348.85,341.35,338.3733333,332.1833333,,,,,333.82,327.44,324.16,L7
2018-08-01 21:53:46+00:00,379.9944444,384.0785714,365.44,366.0244444,359.7344444,355.3544444,352.0944444,347.23,343.1644444,346.99,351.9344444,361.19,358.71,370.6944444,378.7044444,381.87,388.34,378.65,379.6944444,380.56,366.6444444,370.59,377.5344444,375.12,380.3144444,384.04,393.0844444,393.4444444,381.5085714,363.0144444,373.6844444,375.58,371.04,358.7244444,361.04,365.5385714,368.92,380.6344444,373.3244444,376.77,382.6,384.1644444,378,386.11,391.2944444,392.43,399.0044444,397.75,394.1566667,401.5,403.2444444,400.51,396.46,392.17,389.26,393.1344444,388.6544444,387.2144444,381.62,383.4844444,380.6344444,378.69,369.42,361.9285714,363.7285714,375.0585714,380.81,375.02,368.5085714,363.1385714,358.0485714,358.99,355.04,350.9744444,348.7344444,336.2,327.76,323.38,329.7044444,339.17,339.49,341.6,L8
2018-08-08 21:59:37+00:00,361.6122222,370.6057143,356.66,347.1222222,353.4022222,334.6822222,328.1822222,327.67,328.2422222,329.04,328.7022222,338.34,351.14,353.5222222,357.2622222,359.48,362.91,361.14,362.2122222,359.23,354.4022222,352.74,353.6322222,360.11,360.8422222,361.98,368.0322222,368.2022222,355.1057143,351.6922222,346.2122222,344.89,345.55,349.0122222,339.07,338.8957143,352.3,355.7922222,359.1922222,356.55,360.9,360.8122222,366.49,366.75,377.1822222,381.73,391.1622222,390.82,389.8433333,398.74,387.8122222,388.6,376.13,364.04,364.94,377.4122222,377.3622222,381.8722222,366.85,360.5722222,359.6122222,351.96,353.24,347.1857143,338.9257143,337.5457143,340.62,350.13,345.4557143,342.8457143,333.3257143,344.11,336.13,327.4822222,318.7322222,314.11,311.23,305.7,317.7822222,317.52,333.31,335.23,L8
2018-08-09 21:53:08+00:00,356.1722222,365.8528571,344.87,338.2022222,344.2822222,319.6222222,315.2322222,316.62,317.5022222,317.48,,,,,339.8622222,341.52,346.57,346.44,351.3222222,347.17,332.2022222,333.08,331.6322222,337.62,340.4122222,,,,,340.0422222,340.0022222,334.59,338.36,340.0022222,331.15,327.2728571,343.65,345.3922222,,,,,354.45,356.51,362.0722222,370.09,376.7422222,,,385.61,378.7022222,381.78,,,,,363.0922222,368.2022222,360.13,,,,346.53,337.1628571,,,,,,341.2328571,331.8328571,337.71,325.97,318.6422222,313.2122222,310.98,310.18,305.91,,,,,L7
2018-08-24 22:00:09+00:00,359.4144444,366.3328571,346.25,346.3544444,339.7144444,333.7644444,321.3644444,316.43,318.3444444,320.17,322.3444444,337.25,340.45,352.1444444,360.3844444,354.68,356.43,355.14,352.9444444,356.23,356.8144444,347.76,351.2844444,351.9,355.9944444,352.18,362.0344444,359.0244444,353.2928571,351.4244444,347.3044444,343.68,344.82,340.0744444,341.5,341.2028571,349.13,349.7344444,353.9044444,358.56,358.15,366.6144444,369.79,373.79,372.4444444,379.34,380.6844444,378.55,359.4666667,378.36,376.4544444,377.71,369,371.13,363.83,371.6944444,374.8044444,373.6644444,366.22,366.1344444,360.6044444,354.09,350.7,340.4528571,341.8628571,335.6028571,341.66,341.36,330.7128571,327.5328571,328.1128571,338.1,336.61,330.0744444,329.2544444,326,317.76,318.63,320.2544444,327,329.37,327.37,L8
2018-08-25 21:52:49+00:00,,,,332.0411111,332.6511111,320.4511111,313.9811111,314.79,316.1011111,316.75,322.0711111,327.06,336.98,346.2611111,,,,,,351.7,346.6611111,343.97,348.4911111,349.25,353.6411111,353.12,358.0211111,360.2611111,351.3014286,,,,,330.3211111,337.85,340.5414286,340.14,336.8811111,355.9711111,357.61,362.2,369.4711111,,,,,372.1411111,385.65,374.7466667,377.62,377.2411111,382.77,374.16,369.43,364,369.6511111,,,,,349.5111111,348.04,353.8,343.9014286,338.0414286,331.3014286,,,331.3914286,,,,,323.1511111,320.6211111,312.09,306.52,307.18,313.0311111,318.68,323.37,326.27,L7
2018-09-02 21:54:02+00:00,374.7877778,379.1228571,362.43,359.2577778,355.9077778,343.4577778,333.0277778,336.72,340.2177778,332.55,338.3777778,350.27,358.32,367.5877778,377.9077778,373.52,364.19,362.94,371.5577778,367.22,364.5177778,364.5,367.9977778,369.48,370.8577778,372.15,376.9477778,372.6377778,374.1928571,364.2477778,358.4477778,357.22,353.36,351.2177778,353.69,361.2028571,356.92,359.9877778,365.5077778,367.58,373.83,380.3677778,380.61,388.02,389.0877778,380.91,392.1277778,394.35,394.8766667,392.75,392.9377778,389.77,388.79,388.38,384.85,386.0077778,386.9277778,382.8877778,383.47,380.6477778,374.5777778,373.58,371.76,360.1728571,359.1128571,350.8328571,352.73,353.1,352.2428571,350.9828571,343.6328571,353.94,344.17,336.5777778,325.9777778,327.5,325.46,320.91,328.8277778,342.69,344.28,345.8,L8
2018-09-09 21:59:51+00:00,349.7022222,352.4257143,335.82,332.6322222,329.9122222,321.2022222,307.3222222,302.45,313.3122222,313.54,303.7122222,319.95,332.92,344.4222222,348.6722222,339.42,344.59,342.25,343.7122222,347.2,345.3122222,332.35,343.1622222,339.1,339.6022222,339.59,347.9322222,335.9122222,326.6857143,337.9022222,336.6622222,338.09,331.45,330.4822222,329.79,324.0357143,329.61,333.4122222,337.4722222,333.59,351.49,354.9322222,359.03,363.08,357.9822222,365.5,368.0922222,369.94,,360.38,371.2822222,366.59,356.44,358.15,360.36,362.8622222,362.9022222,368.9122222,356.43,354.1022222,342.4522222,345.6,340.5,323.2857143,321.1157143,310.3657143,314.35,318.05,314.6357143,322.0157143,307.3857143,321.57,320.21,308.0022222,303.1422222,295.15,290.84,,291.3822222,306.03,300.61,,L8
2018-10-04 21:54:14+00:00,375.2422222,383.0628571,366.91,356.1722222,355.1622222,345.2722222,334.1922222,339.71,339.0422222,349.38,352.4822222,357.24,367.65,369.8222222,377.0322222,374.47,370.28,366.05,369.3522222,373.46,373.8022222,369.99,373.2922222,366.13,370.0822222,365.87,370.6922222,371.2422222,363.5728571,365.5222222,370.1222222,371.49,370.5,373.3722222,374.35,374.7428571,368.37,372.5622222,383.0522222,376.21,375.81,377.5222222,383.64,381.81,387.9222222,391.76,393.4522222,400.32,397.0533333,405.48,405.5222222,391.99,381.25,392.27,381.04,382.7022222,384.4522222,388.9222222,383.83,372.8822222,368.6922222,372.75,372.07,367.9328571,351.9028571,348.5528571,345.14,346.17,357.9128571,361.8828571,357.8328571,360.83,350.67,345.5822222,338.1122222,328.23,329.5,328.69,339.5622222,338.11,339.92,347.3,L8
2018-10-19 21:57:20+00:00,365.08,374.3371429,362.25,353.44,354.13,,,,,,,342.79,351.19,359.36,360.56,354.71,355.02,360.13,361.51,368.13,365.51,,,,,,371.01,373.27,364.6071429,362.42,358.61,358,350.21,352.48,353.28,,,,,356.46,358.42,354.8,370.36,372.14,381.21,383.88,385.47,393.66,,,,,,380.65,376.53,381.49,385.93,386.23,378.64,369.99,364.74,372.29,,,,,344.39,352,343.6771429,352.3771429,348.1271429,358.19,341.99,331.84,316.11,,,,,324.61,334.47,330.44,L7
2018-10-20 21:54:20+00:00,365.5777778,378.6685714,360.6,354.5677778,353.5277778,341.1977778,335.1877778,330.36,332.7977778,339.37,337.1677778,346.19,355.55,362.5077778,362.0177778,356.01,355.93,359.88,357.7677778,358.79,358.7477778,355.85,358.2377778,360.56,352.1077778,357.34,369.5177778,376.1877778,374.4385714,371.0477778,359.0677778,353.24,349.98,352.5877778,355.9,348.6685714,359.91,366.5277778,365.0977778,361.29,355.36,356.4977778,371.41,379.67,380.3677778,385.17,388.9377778,393.55,389.5966667,388.2,382.1077778,380.3,382.89,383.15,381.03,382.1877778,388.6477778,383.6477778,379.64,366.0377778,365.8977778,374.74,377.56,366.4785714,362.3585714,356.3585714,354.62,350.5,349.2985714,352.6785714,358.6085714,354.07,340.77,329.4777778,321.4877778,311.28,312.33,318.39,320.6077778,330.46,343.21,340.71,L8
2018-11-04 21:57:24+00:00,365.0588889,374.0128571,364.8,348.9288889,353.8488889,339.3188889,338.9288889,,,,,,363.96,366.6588889,368.4888889,362.88,362.35,361.51,359.9388889,362.56,368.9288889,369.9,,,,,,391.4888889,381.1928571,372.4488889,362.2188889,355.68,349.63,352.8788889,356.46,359.8828571,,,,,,366.5788889,374.44,380.75,381.1588889,382.2,376.6888889,394.52,403.4433333,,,,,,395.74,386.2888889,386.2188889,405.0788889,395.75,392.8888889,387.6788889,382.12,375.31,,,,,,371.6628571,370.3928571,365.5628571,367.26,357.69,337.9588889,329.1988889,321.16,317.38,,,,,338.41,L7
