nzd_name,orientation,coordinate,location,y,x,quadrant,p-value,Max_lag,Max_Correlation
nzd0002,355.52,"-34.429002,172.946715",N,-34.429002,172.946715,4,0.2776544035198012,2.0,-0.1533817037525106
nzd0006,95.1,"-34.460544,172.999415",N,-34.460544,172.999415,2,,,
nzd0011,232.4,"-34.714696,172.929167",W,-34.714696,172.929167,3,0.2232974013219839,1.0,-0.17011253432903067
nzd0019,330.08,"-34.804460,173.394798",N,-34.80446,173.394798,4,,,
nzd0025,234.93,"-34.828244,173.028933",W,-34.828244,173.028933,3,0.5184478368148995,3.0,-0.08651390037904047
nzd0029,14.44,"-34.875018,173.202629",N,-34.875018,173.202629,1,0.026038181046152072,3.0,-0.35619707299871
nzd0036,330.03,"-34.963229,173.677262",N,-34.963229,173.677262,4,0.017263712771311446,2.0,-0.23886244975730303
nzd0046,251.25,"-35.020317,173.164765",W,-35.020317,173.164765,3,0.0964209063946335,3.0,-0.2285743209269401
nzd0053,104.04,"-35.033276,173.909632",N,-35.033276,173.909632,2,0.0023300459991359764,2.0,-0.3056588047034706
nzd0054,267.93,"-35.082333,173.180023",W,-35.082333,173.180023,3,0.0966313469164753,3.0,-0.21467472397031942
nzd0059,235.0,"-35.152967,173.163400",W,-35.152967,173.1634,3,0.0023820550105243857,3.0,-0.3980208174582357
nzd0070,232.56,"-35.411860,173.260164",W,-35.41186,173.260164,3,0.016265957822812347,3.0,-0.2555347784063417
nzd0075,112.46,"-35.435482,174.425048",N,-35.435482,174.425048,2,1.1440818339029238e-05,3.0,0.4399380124878863
nzd0090,20.4,"-35.563843,174.489134",N,-35.563843,174.489134,1,,,
nzd0100,62.1,"-35.820410,174.557552",N,-35.82041,174.557552,1,0.058052703318379646,3.0,-0.20283423599428202
nzd0106,69.89,"-35.983841,174.474238",N,-35.983841,174.474238,1,0.010219329089950253,3.0,-0.3164678934009394
nzd0115,240.4,"-36.115880,173.890577",W,-36.11588,173.890577,3,0.05968065451070974,0.0,0.22956095624976663
nzd0119,49.92,"-36.212040,174.699727",N,-36.21204,174.699727,1,0.2895306157879397,2.0,-0.10750524888900939
nzd0121,250.31,"-36.289352,174.008503",W,-36.289352,174.008503,3,0.009598484937864294,0.0,0.32394192043998704
nzd0161,238.91,"-36.685865,174.334589",W,-36.685865,174.334589,3,0.27684211567298583,0.0,0.11456616937556968
nzd0191,96.52,"-37.087958,175.883102",N,-37.084162,175.883443,2,0.11137644238387708,3.0,-0.14925586052112108
nzd0205,245.66,"-37.489125,174.738749",W,-37.489125,174.738749,3,,,
nzd0215,40.18,"-37.665481,178.506463",N,-37.665481,178.506463,1,0.15012931474171426,3.0,-0.15559412093041597
nzd0231,19.31,"-37.901067,176.837798",N,-37.901067,176.837798,1,0.22343082686176965,0.0,0.12282823978422579
nzd0236,338.24,"-37.932388,177.506280",N,-37.932388,177.50628,4,0.007025477888957325,1.0,0.24902449851172964
nzd0232,251.76,"-37.901906,174.772844",W,-37.901906,174.772844,3,0.0033856787209375684,0.0,0.3218857848343057
nzd0240,355.21,"-37.991170,177.334113",N,-37.99117,177.334113,4,0.12872045983376643,0.0,0.14125844289699951
nzd0242,112.55,"-38.003452,178.336959",E,-38.003452,178.336959,2,0.007080610573811359,3.0,-0.28049258984577147
nzd0251,12.09,"-38.252944,178.323944",E,-38.252944,178.323944,1,,,
nzd0254,109.27,"-38.308032,178.322004",E,-38.308032,178.322004,2,,,
nzd0257,291.14,"-38.373922,174.664813",W,-38.373922,174.664813,4,1.149606768403591e-05,0.0,0.4512825806956799
nzd0263,105.71,"-38.565705,178.228058",E,-38.565705,178.228058,2,0.275996533472052,3.0,-0.10677087779250646
nzd0266,274.03,"-38.596155,174.632046",W,-38.596155,174.632046,4,,,
nzd0273,281.44,"-38.791640,174.596652",W,-38.79164,174.596652,4,0.10263528748382912,2.0,-0.16501232198688953
nzd0275,104.74,"-38.802263,177.918341",E,-38.802263,177.918341,2,0.08489593142506117,2.0,-0.17060332144931842
nzd0277,310.72,"-39.007556,174.174006",W,-39.007556,174.174006,4,0.047482160826603226,0.0,-0.18132381624163563
nzd0279,82.04,"-39.036133,177.884430",E,-39.036133,177.88443,1,0.026681390288735528,2.0,-0.2194537282383217
nzd0286,74.62,"-39.182892,177.920762",E,-39.182892,177.920762,1,0.002807049647004871,0.0,0.30490571059899707
nzd0295,123.88,"-39.716367,177.022420",E,-39.716367,177.02242,2,5.100473965965924e-07,3.0,-0.4481618167121276
nzd0299,199.78,"-39.857357,174.806918",W,-39.857124,174.806073,3,0.24414424559518855,0.0,0.13343889469703374
nzd0305,92.35,"-40.050120,176.875841",E,-40.05012,176.875841,2,,,
nzd0315,279.08,"-40.521342,175.205215",W,-40.521342,175.205215,4,0.005853067547941903,0.0,0.27240688607398555
nzd0321,294.62,"-40.793391,175.085263",W,-40.793391,175.085263,4,0.048356744152311254,0.0,0.2053074192724521
nzd0324,106.51,"-40.886570,176.215881",E,-40.88657,176.215881,2,0.0061854162293823465,3.0,-0.2572143785808197
nzd0332,289.1,"-40.959957,174.970738",W,-40.959957,174.970738,4,,,
nzd0343,118.76,"-41.137874,176.044767",E,-41.137874,176.044767,2,1.7860644782127435e-05,2.0,-0.4206563465544968
nzd0348,149.61,"-41.270162,175.884555",E,-41.270162,175.884555,2,0.14584130922035793,0.0,0.15116681198178283
