Year-Month,dates,monthly_anomaly,nzd0053_Average_Value,Value,Smooth_Value
2010-03,2010-03-17 22:03:33.000000000,370.3804948384948,370.88768375991907,0.7,-0.05218462012544492
2010-05,2010-05-04 22:03:35.000000000,365.4871698301698,369.0208223033141,0.9,0.7583413254352038
2010-06,2010-06-28 22:09:46.000000000,374.9063327149042,367.2590532588618,0.4,1.094954924022491
2010-07,2010-07-15 14:05:41.000000000,361.5621503393725,366.7444688861818,1.8,1.4201525342331704
2010-08,2010-08-20 10:06:44.500000000,369.23046460946466,372.56909091544304,1.8,1.6864146012833843
2010-09,2010-09-21 10:06:47.000000000,383.4803977688978,379.6490039454443,2.2,1.8884268443633652
2010-10,2010-10-14 22:08:38.000000000,387.0281891246727,382.051129414237,1.7,2.0334955825207492
2010-11,2010-11-20 10:05:45.000000000,377.96828556059324,378.5406182480624,1.3,2.1635463743183525
2011-01,2011-01-15 22:04:42.000000000,373.69824915824915,375.22619280426227,2.3,2.3021264970408923
2011-02,2011-02-15 22:11:02.500000000,367.8710696941947,373.53107782628325,2.7,2.197003208727833
2011-03,2011-03-12 22:01:19.000000000,380.5144724506262,373.73383818249204,2.5,1.9452700552764968
2011-04,2011-04-12 22:11:12.000000000,378.7220075162932,374.1061241786675,1.9,1.5800057756716674
2011-05,2011-05-19 10:08:06.000000000,369.9045002065835,374.5271645812576,0.4,1.1959257694229637
2011-07,2011-07-22 10:08:00.000000000,377.2790005365006,374.28989978671945,1.0,0.8039636336868894
2011-08,2011-08-19 10:05:35.500000000,370.8206524725275,372.66646850047084,0.4,0.7993830321028083
2011-09,2011-09-12 10:05:26.249999872,369.4909310080945,371.1870127796451,1.0,0.8928077747632154
2011-10,2011-10-18 10:07:48.000000000,380.740879028379,372.09817472856383,0.8,1.0231111988734425
2011-11,2011-11-22 22:11:15.000000000,367.3472356215214,371.16174998457564,1.1,1.1410768888873497
2012-01,2012-01-02 22:05:25.000000000,366.8960027626694,369.97866302310644,1.1,1.039404772843752
2012-02,2012-02-10 22:11:42.000000000,375.2213234384663,368.93039184968296,0.5,0.8101036388526122
2012-04,2012-04-15 22:05:34.000000000,358.7076858419358,368.01673815792077,-0.3,0.33158306905820245
2012-05,2012-05-09 22:06:03.000000000,386.88114996115,368.38623842092903,0.0,0.18023917908531195
2012-07,2012-07-12 22:06:10.000000000,369.7089190809191,367.83559686460484,-0.0,0.036110942784175336
2012-11,2012-11-17 22:07:23.000000000,363.55521464646466,367.0499194600123,0.3,0.013377638401338142
2012-12,2012-12-10 22:13:38.000000000,354.2258420944135,366.9385075146859,-0.6,0.03199559004832079
2013-01,2013-01-11 22:13:44.000000000,369.2731526806527,368.0223618013211,-0.1,0.1287974824620308
2013-03,2013-03-25 22:07:27.000000000,370.2768168868169,369.40996471258296,1.5,0.4807283411996926
2013-04,2013-04-26 10:13:20.000000000,376.504443621092,370.26567267544226,0.2,0.6050472846773428
2013-05,2013-05-21 22:14:38.800000000,366.51518919444413,365.8432827514256,0.8,0.6846044722582668
2013-06,2013-06-21 07:49:15.600000000,362.44822457322897,365.3014055735118,1.2,0.6949596777458135
2013-07,2013-07-11 10:13:11.750000128,373.08805570314917,371.13248803146155,0.8,0.6244944002479694
2013-08,2013-08-23 22:12:58.000000000,364.9876503126504,371.0374090345699,0.2,0.517705730234298
2013-09,2013-09-17 10:13:13.500000000,372.6028022572666,371.46049187286826,0.3,0.43859138036903006
2013-10,2013-10-11 14:13:24.000000000,373.2174599759215,373.0760984496499,-0.1,0.41584842662369975
2013-11,2013-11-12 22:13:08.000000000,370.0139990778452,374.916107361341,0.7,0.46277490270661464
2013-12,2013-12-18 22:10:22.000000000,377.6460834464681,376.5490219145079,0.1,0.5353523504790034
2014-01,2014-01-18 06:14:38.333333248,377.8141878634187,376.6802614086755,1.4,0.6159206559458059
2014-02,2014-02-18 22:15:00.000000000,371.1214594126987,371.63222195169595,0.1,0.6384472217254057
2014-03,2014-03-22 22:14:46.666666752,366.44470228062534,367.5856507780775,0.9,0.6240193775533182
2014-04,2014-04-15 22:15:31.000000000,370.0138852813853,370.02239362588875,0.8,0.5338969840844583
2014-05,2014-05-20 07:48:34.600000000,374.9750351597121,373.8848829782821,0.5,0.3600044155789294
2014-06,2014-06-16 22:08:48.000000000,375.29271444604774,373.317098311888,0.2,0.123833048065226
2014-07,2014-07-15 14:15:23.000000000,369.976419477958,371.5967089943754,-0.2,-0.13757067749248011
2014-08,2014-08-11 22:11:28.000000000,377.7802282333051,370.34043049721873,-0.7,-0.3786973254706007
2014-10,2014-10-14 22:10:09.000000000,364.47100521568274,369.14141289518943,-0.6,-0.6815283089225554
2014-12,2014-12-05 22:10:42.000000000,374.9305031122724,370.28552197055296,-0.6,-0.7787098380021786
