dates,nzd0018-0000,nzd0018-0001,nzd0018-0002,nzd0018-0003,nzd0018-0004,nzd0018-0005,nzd0018-0006,nzd0018-0007,nzd0018-0008,nzd0018-0009,nzd0018-0010,nzd0018-0011,nzd0018-0012,nzd0018-0013,nzd0018-0014,nzd0018-0015,nzd0018-0016,nzd0018-0017,nzd0018-0018,nzd0018-0019,nzd0018-0020,nzd0018-0021,nzd0018-0022,nzd0018-0023,nzd0018-0024,satname
2012-05-16 22:12:19+00:00,,,,334.75,,,334.6,337.11,350.45,355.6,364.05,383.6,382.41,,,,381.68,374.67,375.63,384.35,377.76,,387.4633333,383.1433333,361.35,L7
2012-06-01 22:11:59+00:00,366.99,360.24,352.3533333,341.4633333,,,317.99,328.85,338.1833333,325.2,339.97,,,362.2233333,362.94,353.63,360.96,359.82,347.92,354.4,345.37,330.0644444,354.3344444,353.0744444,352.34,L7
2012-10-23 22:13:24+00:00,386.7145455,379.9945455,373.6233333,372.1633333,,,,,373.0233333,360.82,380.4445455,393.1445455,388.02,382.8633333,386.3,392.64,383.9945455,375.43,,,,,,,,L7
2012-12-10 22:13:38+00:00,389.6136364,377.2336364,381.6233333,377.9133333,380.16,368.13,,,,368.07,381.8536364,390.3736364,387.65,381.3733333,387.82,395.78,391.3436364,388.85,393.76,396.5,,,,,,L7
2013-01-27 22:13:47+00:00,,,348.7366667,335.5666667,,328.57,313.68,323.35,334.3666667,336.73,,,357.77,355.2766667,355.51,359.81,354.0063636,362.82,362.51,364.61,325.96,302.8122222,331.8922222,346.3222222,356.71,L7
2013-03-16 22:13:42+00:00,385.2154545,372.7354545,367.36,,,353.78,,367.35,362.84,380.17,371.5654545,373.2254545,379.65,383.79,376.12,374.33,,,370.1,371.52,,,379.0833333,378.4033333,362.85,L7
2013-05-03 22:13:30+00:00,,,,,,,,,,,,,351.99,361.7333333,361.84,,362.8245455,355.48,352.79,359.91,,,352.8111111,350.8211111,353.21,L7
2013-05-11 22:19:31+00:00,384.9572727,373.9472727,369.8533333,363.7733333,368.11,360.06,357.68,366.97,363.8233333,378.99,371.6072727,376.9172727,387.83,385.1633333,386.5,383.18,379.6572727,386.55,387.37,393.39,388.5,,385.6711111,381.9211111,389.35,L8
2013-05-19 22:13:27+00:00,381.2581818,376.7681818,371.4866667,358.4266667,364.21,355.23,356.87,359.07,,,386.0981818,392.4181818,388.51,395.5166667,402.3,395.33,390.8281818,393.06,398.09,391.67,384.69,,383.7455556,381.8855556,,L7
2013-06-04 22:13:16+00:00,362.9890909,352.0290909,350.99,342.43,331.85,329.25,324.42,,,340.28,351.6590909,352.4890909,354.98,365.76,364.64,364.07,366.3690909,366.89,,358.86,353.55,356.16,,,,L7
2013-06-20 22:13:13+00:00,375.7318182,381.4018182,,,,,,,354.69,,375.8118182,385.7718182,379.43,386.09,395.47,387.12,398.3118182,405.35,399.27,391.89,351.14,366.9466667,371.5566667,394.1966667,,L7
2013-06-28 22:19:33+00:00,375.2318182,368.8918182,360.12,353.53,351.12,344.46,336.74,339.93,349.14,349.9,356.5518182,364.1318182,361.2,372.09,374.31,378.46,373.1218182,386,380.12,384.71,365.84,368.47,376.36,375.44,376.93,L8
2013-07-06 22:13:02+00:00,,353.23,349.2633333,337.5533333,335.23,332.13,328.53,315.87,,329.75,348.94,370.23,,,380.49,380.22,373.42,384.04,376.84,376.73,,374.0611111,382.6411111,383.9211111,385.33,L7
2013-07-14 22:19:34+00:00,377.9781818,371.6281818,363.5433333,357.4833333,355.93,348.94,349.96,351.29,357.8733333,353.29,359.7881818,373.8781818,370.99,379.7733333,386.33,387.46,381.2281818,388.78,388.27,391.38,385.49,379.0611111,393.1211111,393.1811111,391.95,L8
2013-08-23 22:12:58+00:00,384.9018182,373.9418182,363.0466667,356.5366667,359.21,,,353.28,358.6166667,357.44,351.6518182,370.5918182,371,378.0866667,382.22,384.09,378.1218182,384.07,387.07,,,370.8522222,370.6122222,382.7122222,383.28,L7
2013-08-31 22:19:38+00:00,380.26,372.09,364.16,352.48,350.63,345,352.21,349.54,352.22,344.42,353.61,370.12,367.9,369.74,373.77,381.25,382.82,376.4,374.35,376.4,372.57,364.0833333,361.9733333,374.6933333,379.66,L8
2014-01-06 22:18:54+00:00,394.7263636,397.9063636,389.0666667,379.6066667,387.59,379.72,384.68,372.6,379.4166667,386.4,389.4563636,393.3263636,393.03,391.5066667,401.72,415.02,410.8463636,412.02,415.41,423.2,422.47,411.5822222,412.8422222,399.2922222,401.94,L8
2014-02-23 22:18:20+00:00,391.9072727,384.4272727,379.7166667,374.3266667,380.88,371.07,372.66,370,374.9166667,367.87,378.0672727,388.2972727,385.83,394.9566667,395.53,399.33,400.8672727,396.68,389.64,397.65,402.25,399.8255556,391.1955556,394.9755556,396.04,L8
2014-03-27 22:17:50+00:00,388.4327273,382.3127273,385.8433333,362.7333333,385.11,351.41,381.1,359.27,364.9733333,365.89,385.5327273,382.8027273,386,381.2333333,386.93,380.22,380.5327273,376.14,377.31,380.15,393.61,374.3844444,392.8244444,395.6144444,382.57,L8
2014-04-12 22:17:37+00:00,379.7727273,373.5427273,375.3033333,364.4533333,368.05,357.41,359.78,354.15,358.4733333,357.74,359.7927273,374.7327273,374.5,375.4033333,380.39,386.77,379.7127273,379.98,374.86,379.56,379.69,360.8377778,376.6677778,385.2977778,375.51,L8
2014-05-14 22:17:08+00:00,385.0172727,382.9772727,379,368.74,372.58,358.88,353.91,359.19,358.87,366.83,366.9072727,379.3572727,381.88,380.94,386.18,390.73,387.3072727,385.32,383.99,390.38,391.78,377.0833333,384.5733333,389.8933333,384.22,L8
2014-05-30 22:17:11+00:00,378.7863636,373.8763636,373.1466667,360.8166667,364.34,352.3,348.32,354.29,361.0066667,358.85,354.7163636,372.6463636,375.34,377.8266667,384.12,385.08,385.4663636,390.24,380.13,390.6,379.03,364.9822222,375.3122222,381.0922222,382.74,L8
2014-07-01 22:17:22+00:00,,,,,,,,,,,,378.3145455,375.28,376.15,378.59,387.44,384.3645455,390.54,386.24,392.2,,,,359.95,364.13,L8
2014-07-17 22:17:28+00:00,370.7390909,364.8590909,351.7466667,350.7866667,342.74,335.02,328.27,330.11,340.7966667,333.45,330.1290909,348.1790909,350.12,356.8766667,366,371.22,370.4590909,369.79,370.92,377.37,354.43,331.6888889,344.4788889,359.7988889,372.59,L8
2014-09-19 22:17:42+00:00,355.63,342.58,360.18,346.62,,324.26,307.59,321.24,339.98,314.03,310.62,346,353.7,368.46,364.12,367.47,369.12,364.3,382.78,389.75,384.95,368.0533333,382.4833333,383.6333333,388.76,L8
2015-01-25 22:17:32+00:00,381.2036364,376.4836364,368.6033333,358.7933333,361.85,349.6,345.31,351.5,359.4333333,359.36,364.6136364,379.2036364,372.97,372.4333333,390.24,381.7,374.9536364,372.31,376.44,390.88,370.12,379.3911111,385.8011111,381.6611111,391.67,L8
2015-02-26 22:17:23+00:00,379.3454545,380.5754545,380.35,376.35,381.7,366.71,376.04,373.89,375.69,364.94,369.2054545,377.9554545,375.55,372.56,382.69,382.1,384.5254545,374.68,373.12,377.31,380.52,380.2533333,384.0433333,385.5633333,386.25,L8
2015-06-02 22:16:44+00:00,367.8527273,369.2627273,360.55,353.71,358.39,,,347.51,355.88,348.6,343.1727273,363.9727273,367.15,373.06,375.64,374.65,370.8527273,369.12,366.06,368.99,359.85,,361.08,362.73,372.94,L8
2015-07-04 22:17:02+00:00,386.3036364,385.5336364,378.68,370.56,390.62,,361.9,368.29,376.37,376.71,366.6636364,387.2836364,389.02,392.67,394.62,392.92,383.3236364,387.29,390.46,392.25,390.6,396.12,392.34,388.48,392.27,L8
2015-07-20 22:17:10+00:00,392.0363636,387.8463636,382.6266667,379.6266667,376.75,386.88,387.37,388.95,390.6166667,386.75,394.5863636,406.4863636,400.99,406.3066667,406.45,405.66,399.1163636,391.36,390.09,399.92,408.58,408.6622222,406.0722222,403.7822222,401.33,L8
2015-08-05 22:17:13+00:00,381.2081818,377.2781818,372.47,371.75,,357.88,,361.14,369.95,374.1,378.2081818,380.4481818,381.54,384.92,380.91,387.02,381.2181818,384.06,383.62,376.45,391.13,388.28,386.89,381.77,387.62,L8
2015-10-08 22:17:36+00:00,389.11,388.34,396.3,394.2,397.53,391.36,398.62,397.12,399.05,395.09,397.81,410.67,408.72,406.92,407.54,410.66,407.15,406.66,398.31,400.87,404.2,407.4133333,407.9833333,404.3633333,408.35,L8
2015-10-24 22:17:40+00:00,387.1772727,384.9772727,386.54,386.88,392.88,383.51,382.25,393.44,393.93,390.59,397.3172727,412.1972727,406.09,406.58,404.8,405.17,404.0772727,404.03,388.75,390.18,393.34,403.1433333,401.6533333,399.0133333,404.53,L8
2015-12-11 22:17:42+00:00,399.8618182,394.5618182,395.57,391.15,407.92,409.12,402.01,406.38,417.19,411.42,405.0618182,418.9318182,421.73,415.87,420.62,419.3,414.9718182,411.42,408.59,411.19,410.78,411.32,415.48,419.72,421.89,L8
2015-12-27 22:17:43+00:00,400.3654545,394.5454545,394.79,397.96,405.53,351.6,339.91,352.73,370.01,363.85,351.9354545,404.6554545,395.41,396.28,410.04,416.07,407.9054545,403.65,413.19,400.99,381.07,412.0166667,412.3166667,416.6766667,409,L8
2016-01-12 22:17:40+00:00,393.93,393.08,378.7633333,374.9333333,384.28,373.66,355.94,369.03,390.9833333,396.18,,398.55,401.37,399.1133333,394.58,404.51,401.54,386.99,389.36,392.09,355.72,,360.2344444,396.1344444,376.36,L8
2016-04-01 22:17:14+00:00,380.74,374.45,372.17,365.09,370.09,365.74,366.93,364.46,366.33,360.16,363.94,373.51,370.67,373.26,377.69,382.11,378.42,380.4,379.66,378.51,370.9,379.0766667,383.8166667,387.0566667,388.17,L8
2016-04-17 22:17:09+00:00,374.3827273,365.1427273,364.7266667,356.1166667,358.42,357.23,360.53,353.51,360.3066667,352.38,356.0427273,371.9127273,367.45,368.5366667,377.74,376.08,376.0427273,374.15,368.15,373.17,367.17,371.1888889,375.9388889,379.7288889,378.39,L8
2016-10-10 22:17:54+00:00,385.9381818,377.2081818,375.4,376.2,372.11,370.31,383.71,385.88,383.57,383.6,379.1281818,394.6981818,400.91,405.69,409.7,411.85,407.6781818,401.85,410.76,422.81,408.93,417.5,406.67,398.42,394.05,L8
2017-01-30 22:17:38+00:00,401.9672727,397.8372727,398.9966667,398.8566667,,399.33,400.7,400.5,398.9966667,404.33,402.8872727,415.2472727,416.66,410.8866667,419.65,424.93,408.7772727,413.11,424.37,426.65,,418.7888889,429.5988889,424.9988889,421.46,L8
2017-04-20 22:16:59+00:00,386.9590909,378.4890909,376.54,377.11,362.65,369.47,378.92,380.19,369.65,385.21,388.2190909,402.6690909,405.45,406.59,404.16,404,407.2890909,405.01,401.47,410.53,391.19,405.7733333,403.9133333,408.6433333,394.39,L8
2017-06-07 22:17:15+00:00,380.5190909,377.4390909,376.0633333,374.4233333,367.62,368.27,376.23,376.56,381.1633333,380.26,387.7690909,405.0390909,406.07,407.0133333,405.66,398.93,398.7590909,398.38,394.66,404.36,387.88,397.5577778,402.1777778,399.2577778,394.1,L8
2017-07-09 22:17:23+00:00,367.0663636,374.6263636,369.5666667,364.1966667,368.2,354.97,366.93,367.92,,,,,,,,,,,,,381.26,390.6588889,395.9388889,397.3988889,392.97,L8
2017-08-10 22:17:37+00:00,387.6954545,380.5254545,367.6733333,363.1233333,366.37,355.99,361.92,365.18,361.6533333,371.41,382.6554545,390.2854545,397.4,391.3433333,392.21,394.23,386.9554545,389.55,390.98,396.98,,392.5777778,398.3277778,390.7977778,387.5,L8
2017-10-29 22:17:53+00:00,385.0645455,378.9145455,381.0766667,375.5366667,374.51,371.32,376.03,378.03,377.1966667,375.7,385.1045455,396.4445455,398.37,401.1166667,402.65,404.37,405.2045455,405.84,405.67,407.86,401.76,409.4855556,408.7355556,410.7555556,409.63,L8
2018-01-01 22:17:44+00:00,377.9463636,370.7263636,366.9633333,357.4833333,358.23,347.89,344.76,354.24,356.1033333,352.11,357.7763636,374.0763636,376.22,376.4833333,379.9,386.65,383.1763636,381.05,385.17,388.9,385.42,383.1844444,386.8144444,388.4944444,388.99,L8
2018-02-18 22:17:22+00:00,388.4627273,378.1427273,372.5633333,362.1433333,369.98,357.85,346.4,351.53,359.0833333,361.13,353.0627273,364.8227273,372.42,368.3033333,379.26,380.63,379.7927273,381.54,384.4,384.75,379.74,378.1011111,381.7811111,376.1711111,384.11,L8
2018-03-06 22:17:14+00:00,386.4918182,379.5618182,365.53,362.86,363.16,351.73,344.82,349.34,354.24,353.8,354.4218182,365.2118182,382.34,375.64,380.5,385.01,378.7918182,,,,,,,,,L8
2018-04-07 22:16:59+00:00,378.7072727,371.9772727,366.3366667,359.3066667,361.99,352.26,348.67,353.82,354.3666667,346.77,356.9672727,370.6572727,370.7,375.8666667,376.93,382.55,381.2372727,379.07,380.65,384.48,382.84,383.4188889,388.9488889,383.4388889,381.79,L8
2018-04-23 22:16:49+00:00,379.0072727,377.6172727,375.1033333,368.6533333,372.73,362.28,352.57,357.09,375.4833333,364.1,376.4872727,382.7472727,376.03,379.5833333,399.76,401.11,397.1872727,394.9,397.32,396.63,392.8,393.2611111,405.5011111,399.9111111,398.84,L8
2018-05-09 22:16:40+00:00,381.0327273,378.2027273,373.58,367.52,370.02,363.01,357.55,361.49,377.36,367.48,380.1227273,391.7727273,389.45,392.34,401.97,394.51,394.2327273,397.04,396.11,396.1,391.03,397.2333333,406.3233333,392.1133333,391.19,L8
2018-06-26 22:16:36+00:00,375.5627273,371.2527273,365.8766667,362.4666667,364.16,352.17,357.01,356.4,360.6166667,362.5,372.5227273,376.5327273,376.33,382.4566667,389.38,391.07,385.3927273,390,389.53,396.93,395.22,392.1422222,397.8922222,392.8822222,389.06,L8
2018-07-12 22:16:44+00:00,373.87,368.83,365.9366667,361.4566667,364.44,350.08,348.46,356,363.1166667,366.18,370.49,376.86,378.92,382.5566667,391.66,388.69,387.25,386.5,390.48,397.65,394.81,391.7055556,394.3455556,392.0755556,394.5,L8
2019-01-04 22:17:27+00:00,394.9309091,389.5009091,383.28,382.67,390.33,378.59,378.07,386.52,385.31,383.52,393.0609091,408.6909091,410.67,408.39,405.16,404.26,405.6409091,401.64,,414.33,419.4,412.5733333,409.0333333,409.1133333,411.54,L8
2019-02-05 22:17:21+00:00,399.4772727,394.7072727,389.8166667,388.0566667,404.95,384.94,393.36,398.38,396.0966667,399.29,404.6172727,418.4372727,415.99,415.2566667,418.03,409.17,408.9572727,414.07,418.2,423.2,422.01,418.8655556,422.2255556,423.1555556,424.24,L8
2019-03-25 22:17:09+00:00,395.5545455,388.1045455,383.1733333,377.7633333,392.89,383.88,374.53,374.42,372.9833333,381.26,390.7745455,398.4645455,399.78,398.6133333,409.75,411.98,404.6245455,403.1,411.72,418.4,416.28,410.4244444,414.5544444,409.5944444,414.03,L8
2019-04-26 22:16:59+00:00,394.2336364,386.0936364,382.15,378.2,385.99,376.86,380.45,381.86,385.09,381.16,388.3436364,402.5436364,404.84,403.65,404.13,408.74,412.5036364,409.58,408.17,423.22,415.32,413.79,415.33,412.98,412.92,L8
2019-06-29 22:17:29+00:00,380.4472727,373.7472727,370.4733333,367.6333333,367.75,363.48,365.7,369.08,371.8333333,365.39,380.4772727,391.5272727,389.11,390.4533333,396.29,392.98,393.6072727,397.07,397.09,410.76,396.87,394.3977778,400.4277778,398.7877778,400.3,L8
2019-11-04 22:17:58+00:00,393.8190909,385.0890909,380.2566667,379.2466667,384.42,378.05,386.43,387.35,389.0266667,391.78,391.2290909,411.4090909,415.05,416.6266667,420.57,426.52,425.7290909,419.21,422.33,420.87,423.84,418.7522222,420.6122222,417.6422222,423.52,L8
2019-12-06 22:17:54+00:00,388.6890909,383.7790909,382.1066667,380.9866667,383.28,382.93,383.75,384.74,390.2766667,385.8,391.9290909,406.3190909,414.53,418.7066667,418.32,422,419.4590909,420.69,425.22,429.85,422.18,414.6988889,415.9488889,417.0288889,415.81,L8
2019-12-22 22:17:51+00:00,380.8363636,373.5463636,373.0266667,371.7366667,370.94,367.63,370,375.04,377.0366667,378.88,385.5563636,401.2663636,400.35,406.0566667,410.48,412.32,410.8163636,404.36,404.4,408.95,410.04,399.5188889,411.5588889,412.4488889,412.47,L8
2020-01-07 22:17:47+00:00,394.2272727,389.9172727,390.4933333,385.1833333,390.38,388.9,,,,,404.9972727,413.1572727,413.33,419.7933333,411.99,411.21,414.5372727,417.68,415.15,421.19,423.21,420.5111111,422.4311111,422.7611111,422.62,L8
2020-02-08 22:17:38+00:00,397.4954545,385.5154545,385.4666667,386.5466667,394.41,386.67,389.8,390.33,390.0966667,400.4,397.1654545,415.2354545,417.01,419.9766667,423.56,425.55,416.6354545,421.65,425.37,428.77,431.26,425.6655556,425.5455556,426.0255556,423.26,L8
2020-02-24 22:17:35+00:00,399.4763636,395.5563636,387.05,381.59,401.46,386.31,393.91,397.35,393.19,403.2,403.5763636,416.1563636,423.39,419.74,425.36,426.04,418.5063636,422.68,430.13,434.28,434.66,428.7666667,430.4666667,431.0566667,431.73,L8
2020-03-11 22:17:28+00:00,402.8009091,390.9709091,380.7633333,372.0433333,380.31,365.03,353.62,358.47,374.4933333,379.73,378.8609091,399.6209091,420.07,421.9933333,428.53,425.56,420.4209091,421.36,419.78,435.49,426.34,391.4377778,423.6477778,432.2777778,424.32,L8
2020-03-27 22:17:20+00:00,393.3090909,382.8090909,358.5566667,375.8566667,383.54,386.76,393.36,,390.3466667,403.22,401.1690909,,381.65,381.0466667,390.02,392.1,414.7490909,417.23,417.95,400.69,,,,427.9122222,424.04,L8
2020-04-12 22:17:12+00:00,386.8072727,384.5672727,373.3066667,373.4266667,375.99,379.9,379.94,395.03,391.0466667,400.64,400.3972727,416.2772727,420.6,416.9566667,424.19,422.96,421.2472727,420.12,422.21,430.72,430.07,414.8855556,424.2755556,421.0855556,419.79,L8
2020-07-01 22:17:22+00:00,364.8827273,368.1727273,364.1666667,366.2566667,363.42,328.43,350.25,338.92,346.1766667,,417.5027273,426.9827273,407.79,390.7366667,396.37,400.49,377.6627273,385.99,402.25,419.14,414.22,,415.7755556,412.5455556,388.94,L8
2020-09-03 22:17:46+00:00,384.4472727,379.3172727,371.2333333,364.8033333,369.78,354.63,353.26,360.38,363.0533333,363.38,,384.6172727,387.22,388.5433333,389.3,388.41,387.3172727,387.49,394.43,397.65,388.47,379.7011111,383.5111111,388.6211111,391.75,L8
2021-01-25 22:17:44+00:00,383.3209091,384.1309091,385.18,380.75,387.16,386.31,386.75,386.95,396.21,395.2,408.0209091,410.0009091,407.7,415.2,422.13,417.42,420.3609091,422.56,415.93,423.6,421.59,420.87,421.93,426.83,,L8
2021-05-01 22:17:07+00:00,398.59,388.19,387.53,388.03,403.38,391.35,396.52,396.92,396.72,399.7,406.23,419.27,421.6,405.99,414.7,419.26,418.86,418.31,425.71,425.79,425.56,415.0766667,416.7966667,429.9366667,429.34,L8
2021-05-17 22:17:12+00:00,387.5654545,386.8554545,381.25,377.9,394.83,379.56,387.91,389.57,388.2,398.1,400.8454545,412.5854545,417.02,408.63,405.14,417.07,415.7754545,412.81,420.41,421.41,421.13,412.35,410.93,424.61,,L8
2021-07-04 22:17:29+00:00,365.8727273,363.5127273,352.4333333,343.4933333,329.66,319.83,,,338.1733333,327.88,337.2727273,358.5627273,358.15,364.7433333,361.58,360.37,362.4927273,362.39,358.99,360.95,347.13,,351.6844444,,361.04,L8
2021-11-09 22:17:58+00:00,388.0227273,382.4127273,373.9166667,364.8566667,368.25,353.08,371.63,368.9,365.6166667,364.78,364.7527273,382.2327273,382.35,376.3866667,390.56,388.61,387.5627273,389.64,391.14,392.35,386,378.3522222,385.5322222,396.4722222,394.06,L8
2021-12-19 22:17:52+00:00,394.26,387.62,386.8366667,367.8666667,377.73,366.52,372.7,376.27,374.1466667,383.33,367.44,383.41,382.77,383.4066667,389.76,390.86,392.63,392.61,395.04,397.6,394.63,383.8422222,394.7322222,401.5822222,398.56,L9
2022-01-04 22:17:52+00:00,385.1018182,373.2818182,369.6,353.99,350.5,338.52,337.86,344.85,352.19,361.27,350.4518182,366.6218182,368.55,367.05,377.28,379.74,374.1318182,380.39,385.76,387.93,376.81,345.3466667,369.8266667,379.1666667,385.24,L9
2022-01-20 22:17:51+00:00,361.2154545,354.4754545,353.0466667,340.3266667,364.27,343.95,336.79,345.66,351.2566667,361.2,351.9054545,373.0154545,373.46,372.9866667,380.16,378.47,372.0754545,378.85,382.43,382.28,367.53,347.0422222,365.3622222,370.9122222,376.36,L9
2022-03-09 22:17:37+00:00,369.6490909,359.7690909,355.0666667,346.0366667,339.21,328.98,321.63,327.2,333.1366667,341.4,338.1090909,355.4390909,354.01,359.6166667,364.8,360.61,361.3490909,361.14,359.42,363.06,349.77,325.5955556,349.6855556,351.2955556,365.16,L9
2022-04-18 22:17:25+00:00,358.0036364,351.1636364,336.41,323.73,328.41,311.27,313.97,325.46,327.44,326.49,313.2136364,325.1636364,338.78,343.34,347.04,350.64,345.3036364,351.41,362.58,368.14,358.06,333.76,361.44,372.71,382.5,L8
2022-05-04 22:17:26+00:00,,,,,,336.75,331.57,337.64,342.14,350.85,354.1854545,363.7254545,362.6,363.84,367.23,361.59,357.0454545,366.81,372.49,371.01,366.28,342.7233333,352.4833333,358.5733333,365.07,L8
2022-05-12 22:17:13+00:00,380.7963636,368.8863636,371.3866667,363.3166667,367.03,353.12,354.16,347.32,350.6566667,354.29,364.2763636,378.1963636,372.31,371.4766667,372.58,375.54,369.5163636,375.21,376.3,370.56,372.4,364.2088889,366.3288889,365.5188889,378.91,L9
2022-06-05 22:17:39+00:00,381.1954545,377.3854545,367.1666667,359.7166667,365.72,353.38,343.36,349.16,356.1366667,360.26,364.1054545,377.8954545,381.95,382.1166667,381.6,379.17,382.6254545,382.38,384.02,388.76,378.71,357.0355556,370.6755556,375.1355556,384.69,L8
2022-06-21 22:17:48+00:00,363.5390909,356.8890909,349.73,343.75,333.99,319.06,311.52,324.81,341.15,333.28,339.8390909,361.9290909,361.94,366,362.89,363.32,363.2290909,367.45,363.72,366.97,352.05,325.5433333,341.7033333,349.8933333,367.65,L8
2022-08-08 22:18:05+00:00,364.2827273,355.3827273,350.7566667,344.7966667,335.58,326.7,321.79,319.24,342.1166667,325.98,335.3327273,362.9627273,364.28,364.5866667,359.74,361.74,367.3927273,365.1,362.24,365.58,356.56,359.6555556,368.2755556,375.7955556,373.1,L8
2022-10-19 22:18:03+00:00,382.2809091,373.9409091,368.7933333,361.1333333,371.39,360.86,353.77,363.22,363.9933333,358.42,361.6109091,380.4109091,380.03,374.4133333,378.36,384.99,380.7309091,374.51,374.06,377.73,383.44,373.7811111,374.5911111,382.9411111,375.31,L9
2022-12-30 22:18:00+00:00,374.9163636,366.2663636,358.74,351.54,348.11,341.52,327.75,335.02,347.87,337.12,342.0163636,361.7363636,360.91,367.32,370.5,368.24,371.2163636,373.29,360.94,363.22,351.67,340.1866667,347.5266667,355.4466667,365.37,L8
2023-01-04 20:25:07+00:00,,,,,,,,,,,,,,,,,,,,,340.43,,,,,L7
2023-01-15 22:17:53+00:00,374.7881818,369.6781818,360.16,353.77,358.85,346.88,344.44,345.8,350.9,349.41,352.0081818,371.1681818,372.79,373.3,374.23,373.06,376.0981818,375.77,362.34,364.18,354.59,363.7433333,369.4333333,373.2733333,373.08,L8
2023-01-31 22:17:58+00:00,365.2636364,359.6736364,347.43,341.97,334.21,320.3,308.47,319.22,339.96,327.94,326.5936364,351.4836364,352.23,360.47,359.35,360.9,351.2936364,359.88,350.98,351.67,342.79,337.3166667,350.0266667,349.6266667,353.7,L8
2023-02-08 22:18:06+00:00,389.0918182,379.8818182,371.6133333,365.6133333,371.57,355.94,350.1,352.15,361.9833333,366.51,364.0918182,381.7818182,386.73,383.6233333,381.88,384.91,380.0818182,380.33,384.7,387.04,379.91,376.6377778,385.7077778,387.4277778,386.1,L9
2023-02-16 22:17:50+00:00,371.63,368.14,354.1833333,346.5733333,341.38,331.02,,341.27,351.0433333,348.4,345.94,366.84,365.25,378.2633333,368.77,360.85,361.56,366.18,364.92,365.25,375.28,,371.9677778,371.0977778,368.69,L8
2023-03-01 20:19:07+00:00,,,,,349.21,333.33,345.73,337.81,353.3466667,349.91,349.8381818,,,,,,,,366.54,367.94,379.51,350.5088889,370.0188889,367.6488889,367.29,L7
2023-03-04 22:17:37+00:00,375.8481818,369.0081818,361.09,353.12,354.68,341.85,336.33,347,,344.88,348.5981818,365.2881818,360.86,371.6,367.81,359.35,360.6181818,361.34,361.41,363.18,,,,,,L8
2023-03-20 22:17:28+00:00,377.8272727,372.8772727,364.2466667,359.1466667,361.54,350.17,347.25,350.72,357.3766667,364.41,360.3872727,373.3772727,373.58,378.1966667,376.78,371.29,366.9672727,374.88,371.07,381,383.39,366.9988889,367.7388889,369.2388889,373.79,L8
2023-03-28 22:17:33+00:00,381.8509091,376.9809091,373.14,364.44,366.04,355.66,351.72,356.51,359.01,368.55,362.9709091,377.2909091,378.76,380.02,380.21,377.27,371.7209091,377.38,378.35,383.09,386.74,,,,,L9
2023-04-13 22:17:27+00:00,377.1790909,376.7090909,370.4266667,366.6566667,366.07,349.4,354.01,361.1,369.5766667,364.52,364.9890909,377.8890909,376.87,380.1466667,377.68,372.14,375.2290909,378.85,375.93,381.61,385.12,373.8322222,374.1022222,375.4722222,378.97,L9
2023-05-15 22:17:12+00:00,358.3481818,353.6181818,338.85,340.07,335.45,322.83,314.13,309.44,335.54,323.66,323.9581818,358.8481818,358.44,364.35,371.36,362.03,364.7281818,357.47,343.91,350.99,345.47,,352.6466667,369.3966667,356.49,L9
2023-05-23 22:16:53+00:00,371.9363636,362.6263636,355.2866667,355.3166667,343.95,344.79,332.87,335.2,353.8266667,354.32,346.0063636,376.9063636,372.49,382.0266667,386.93,380.01,374.8763636,373.15,374.62,376.2,361.29,339.5522222,358.2822222,372.1422222,376.15,L8
2023-06-16 22:16:54+00:00,371.07,370.17,358.42,354.91,343.4,337,341.94,341.48,346.27,341.28,347.51,361.93,368.91,370.9,365.66,365.89,358.06,356.7,357.95,355.53,350.77,319.9966667,356.2066667,367.9166667,367.09,L9
2023-07-02 22:17:05+00:00,376.6927273,362.9027273,326.6166667,340.5966667,328.58,327.43,335.94,345.08,351.6466667,347.36,348.0227273,370.0527273,373.99,374.3966667,372.35,367.45,371.7027273,368.84,363.33,366.28,350.53,326.2022222,375.9922222,394.8922222,369.88,L9
2023-07-10 22:17:17+00:00,369.1090909,365.7090909,351.79,353.43,348.17,330.87,356.14,346.42,346.76,337.69,348.3290909,366.5190909,373.58,372.99,371.78,367.39,374.3390909,367.99,368.05,364.24,359.65,330.2233333,396.8333333,404.0833333,371.17,L8
2023-07-26 22:17:23+00:00,384.1363636,386.7763636,375.6366667,359.6166667,,348.23,,364.68,351.8366667,356.93,364.2763636,372.2563636,377.17,375.4266667,370.45,367.69,375.1663636,370.11,368.93,370.75,373.82,344.2722222,381.2622222,389.5022222,388.92,L8
2023-09-20 22:17:40+00:00,409.6118182,400.0718182,389.2733333,376.4633333,378.4,365.5,366.2,367.75,366.6233333,372.45,373.9318182,384.7418182,387.33,384.9533333,385.44,384.22,383.4618182,381.97,383.69,388.35,378.99,364.8744444,379.0944444,387.8944444,387.23,L9
2023-10-14 22:17:45+00:00,404.1154545,399.1754545,393.3366667,390.1566667,390.76,383.85,374.34,400.32,362.8166667,370.13,366.7154545,379.2554545,384.38,380.5066667,379.42,383.59,385.5954545,381.45,377.86,384.19,377.14,362.9655556,372.7355556,382.2955556,391.08,L8
