Year-Month,nzd0330_Average_Value,Value,Smooth_Value
2007-01,345.0512716708072,-0.8,-0.3251184946321467
2007-02,348.13349565456684,-0.1,-0.27128481353261524
2007-03,348.5881026260479,0.2,-0.19329754541904326
2007-04,346.66920011401317,-0.1,-0.11013148353113292
2007-05,344.22448154844466,-0.1,-0.016180324519896427
2007-06,341.90158488441574,0.5,0.09479545268435013
2007-07,340.44720144717013,-0.3,0.2237966394337838
2007-09,339.69719661683195,0.2,0.6084422538412229
2007-10,339.24315007562143,0.7,0.8514424207333278
2007-11,338.1974884164975,0.9,1.0943891247383541
2008-02,336.22863566056185,2.6,1.3872992600719174
2008-03,335.08226817357684,1.4,1.2454253648039155
2008-05,335.2152705527677,-0.1,0.8829204825129267
2008-06,336.5572082660148,0.6,0.8046877847079577
2008-07,339.78931075405285,0.3,0.8140545348469017
2008-08,341.5292891775628,1.0,0.8970593281339184
2008-09,340.7193993633404,1.2,1.0076123513452366
2008-12,338.03580286374154,1.4,1.1682189014142328
2009-02,336.71095517614924,1.9,0.9956342554277368
2009-03,335.50138605856716,0.4,0.8338649815412001
2009-04,335.0029225654556,0.8,0.6874243571076117
2009-05,335.2793878678298,-0.1,0.5925614980759444
