Year-Month,nzd0240_Average_Value,month,climatology,monthly_anomaly,Value,Smooth_Value
2010-01,4.454879607143851,1,-3.1441082100361997,7.598987817180051,-1.1,-0.9897872364304615
2010-03,7.3140315452294935,3,0.6905599903646127,6.623471554864881,0.7,0.01359964068467534
2010-04,9.29961447789166,4,3.2407260949056824,6.0588883829859785,1.2,0.56304692846665
2010-05,9.600930788422522,5,5.194333230847664,4.406597557574858,0.9,0.8891734668229551
2010-06,9.474563193956648,6,4.900785338326199,4.573777855630449,0.4,1.1402902916886717
2010-07,7.62921962567546,7,3.0606430901757182,4.568576535499742,1.8,1.4692567370828828
2010-08,4.814084697185017,8,0.18760044304746012,4.626484254137557,1.8,1.717931296752732
2010-09,2.7532313910594666,9,-2.4794891013592784,5.2327204924187445,2.2,1.8671198933612125
2010-10,1.038828230219948,10,-3.767516145910257,4.806344376130205,1.7,1.9321060537712973
2010-12,-0.6918011975613565,12,-5.955934707529901,5.264133509968545,2.9,2.332476411773989
2011-01,-2.977508514751724,1,-3.1441082100361997,0.1665996952844755,2.3,2.4604497365213556
2011-02,-3.9528560579288463,2,-1.854730616386915,-2.0981254415419315,2.7,2.4253285725820106
2011-03,-2.692893422223934,3,0.6905599903646127,-3.3834534125885467,2.5,2.1330970884837077
2011-04,-2.267748402044592,4,3.2407260949056824,-5.508474496950274,1.9,1.6051307332893405
2011-05,-1.8351624444807486,5,5.194333230847664,-7.029495675328413,0.4,1.0169432921454769
2011-06,-1.4585458463557166,6,4.900785338326199,-6.359331184681915,0.2,0.6679250764032887
2011-08,-1.1212693087311423,8,0.18760044304746012,-1.3088697517786023,0.4,0.6516513470284173
2011-09,-0.86554590024891,9,-2.4794891013592784,1.6139432011103683,1.0,0.8404190813216383
2011-10,-0.48478087271576165,10,-3.767516145910257,3.282735273194495,0.8,1.0712605588084962
2011-11,-0.1575176982357262,11,-4.858072694278988,4.7005549960432615,1.1,1.3178896869862748
2012-03,0.6514738529446188,3,0.6905599903646127,-0.039086137419993894,0.7,0.4786429161193211
2012-04,2.5088748560690997,4,3.2407260949056824,-0.7318512388365828,-0.3,0.18500898794159426
2012-05,4.352554686240907,5,5.194333230847664,-0.8417785446067567,0.0,0.07196736100076412
2012-06,4.046923073728383,6,4.900785338326199,-0.853862264597816,0.4,0.05943381364569758
2012-07,1.733601826534073,7,3.0606430901757182,-1.3270412636416453,-0.0,0.03709016061034365
2012-09,0.19204674084752893,9,-2.4794891013592784,2.6715358422068074,0.2,0.07841439070791689
2012-10,-0.8879625856233966,10,-3.767516145910257,2.87955356028686,0.3,0.07657435479577653
2012-11,-1.21023429983006,11,-4.858072694278988,3.647838394448928,0.3,0.0005691139132383422
2012-12,-0.7373754685169445,12,-5.955934707529901,5.218559239012957,-0.6,-0.08734184182925653
2013-02,0.4250866436824192,2,-1.854730616386915,2.2798172600693345,-0.2,0.2379575553192767
2013-03,3.9195895263044824,3,0.6905599903646127,3.22902953593987,1.5,0.5541443370034689
2013-04,7.775559164992011,4,3.2407260949056824,4.534833070086329,0.2,0.6957604779802276
2013-05,9.713904663496395,5,5.194333230847664,4.519571432648731,0.8,0.8064724511421395
2013-06,10.506121324988655,6,4.900785338326199,5.605335986662456,1.2,0.8216744786762366
2013-07,8.874126100884073,7,3.0606430901757182,5.813483010708355,0.8,0.6740416633019274
2013-08,3.5155958691031297,8,0.18760044304746012,3.3279954260556694,0.2,0.4551861576351097
2013-09,-0.7680790745789349,9,-2.4794891013592784,1.7114100267803436,0.3,0.3096360433429728
2013-10,-3.977052481895725,10,-3.767516145910257,-0.20953633598546828,-0.1,0.27471401207029705
2013-11,-7.808170639080771,11,-4.858072694278988,-2.950097944801783,0.7,0.38369459001891676
2013-12,-6.733641831532981,12,-5.955934707529901,-0.7777071240030793,0.1,0.5124324723812641
2014-01,-2.0887317421990335,1,-3.1441082100361997,1.0553764678371662,1.4,0.6696643459024141
2014-02,0.9984746002660874,2,-1.854730616386915,2.853205216653002,0.1,0.6908612920560041
2014-03,4.335541929100401,3,0.6905599903646127,3.6449819387357882,0.9,0.7183132235971011
2014-05,10.204751971972192,5,5.194333230847664,5.010418741124528,0.5,0.4445705855486947
2014-06,7.123779694293572,6,4.900785338326199,2.222994355967373,0.2,0.14882258161675058
2014-07,2.7692024773339217,7,3.0606430901757182,-0.29144061284179656,-0.2,-0.1828188571475681
2014-08,0.4804918869159983,8,0.18760044304746012,0.29289144386853816,-0.7,-0.47051392722209645
2014-09,-3.6831706448571957,9,-2.4794891013592784,-1.2036815434979173,-0.7,-0.6416407366579129
2014-10,-4.682510516384378,10,-3.767516145910257,-0.9149943704741208,-0.6,-0.719986008161615
2014-11,-2.6061784746642322,11,-4.858072694278988,2.2518942196147558,-0.9,-0.7538535763630698
