Year-Month,nzd0348_Average_Value
1999-09,4.10916487199679
2000-01,2.9163658105997508
2000-05,1.3694172837348573
2000-07,-0.7302658896252532
2000-08,-1.227644255787961
2001-01,-0.2646106581853625
2001-04,1.2148341506068503
2001-05,2.3548297706535273
2001-06,2.648817360631698
2001-09,2.349563001864258
2001-10,1.6152010395866814
2002-06,0.5384577448254296
2002-07,-0.2686774287439918
2002-08,-0.7646484854103844
2002-10,-0.7491269733861056
2002-12,-0.6589758883659002
2003-01,-0.6931661024672094
2003-03,-0.6161236305596072
2003-05,-0.24297527715668446
2003-07,0.7107268464606089
2003-10,1.7491388212659225
2003-12,2.232884104532245
2004-01,2.0309187973333778
2004-02,1.7002621146001575
2004-04,1.4190167421859032
2004-06,1.2698651851076697
2004-07,1.4313215494660632
2004-08,1.4093556002710474
2004-09,1.885325974316177
2004-10,2.0293778572310854
2004-11,0.9199179558083836
2005-02,0.10286608857110574
2005-03,-1.296770660388419
2005-04,-3.659046009885838
2005-05,-4.854970205135097
2005-06,-3.4985199395863535
2005-08,0.7217946723330513
2005-10,2.8994171530219073
2005-11,2.987518848089186
2006-01,2.3939447630122066
2006-02,0.7088605573619694
2006-05,-0.9593085482140447
2006-07,-1.2259398492487772
2006-08,-0.5052228079695958
2006-09,1.3741808754146387
2006-10,2.887052177942511
2006-11,4.264539177983041
2007-01,5.455915499901112
2007-02,6.080176727362545
2007-05,6.32553732848746
2007-10,6.568817128506913
2007-11,6.614104001851922
2008-01,5.923560139843471
2008-02,4.153152688869968
2008-03,1.5568559070141499
2008-05,-1.0559184576540854
2008-06,-2.8586637123175485
2008-07,-2.355763980135426
2008-08,0.2749192000774572
2008-09,1.8215334604271807
2008-12,2.0321393895012863
2009-02,1.233734629627602
2009-04,-0.1494483922483124
2009-06,-1.1760691001265413
2009-07,-1.085720411632519
2009-08,-0.07709147416434059
2009-09,0.8304165578920466
2009-10,1.2921692749105456
2009-12,1.4508986716665602
2010-03,1.14466551597271
2010-04,-0.10071162151060942
2010-07,-0.6766335726580223
2010-08,-0.46005967000115794
2010-09,0.19923007795038192
2011-01,0.38169540044320827
2011-06,-0.5686844460910732
2011-07,-0.5944742442573558
2011-09,0.2832782066539033
2011-10,1.512921037891051
2011-11,2.3937404528108335
2012-01,2.686281389246366
2012-03,2.6689414766989277
2012-04,2.1161209607257883
2012-05,1.1896247863026856
2012-06,0.8094424700572347
2012-11,1.3690050705373469
2013-01,1.7750807837469529
2013-02,1.7572013644279225
2013-05,1.6798304661529078
2013-07,1.9531440887598752
2013-09,2.738204244696735
2013-10,3.633618432531532
2013-11,4.408866336081984
2013-12,4.48497881628923
2014-01,3.325762693824217
2014-02,2.2720451380072957
2014-03,1.0668020516189836
2014-05,0.852724050280854
2014-07,0.5307796474191325
2014-08,-0.01941147094745209
2014-10,-0.22417197660009097
2014-11,1.0533038362890816
2014-12,2.7363187511105145
2015-01,2.982038131859236
2015-03,1.786090823227984
2015-04,-2.494851777374598
2015-05,-7.27550988691611
2015-06,-9.75184922472633
2015-07,-6.619279617695774
2015-08,-5.140471901627427
2015-09,-4.00554576237621
2015-10,-2.754385864325049
2015-12,-1.836400743162611
2016-02,-0.8766340413044327
2016-03,-0.7402090203799888
2016-04,-1.7365805486088686
2016-05,-3.085198856038436
2016-06,-2.743391871394663
2016-07,-1.3721715009818614
2016-09,-0.9330031937051625
2016-11,-0.865356485326396
2016-12,-0.6307252205663123
2017-01,-0.8692593355769517
2017-03,-1.7921202890129955
2017-04,-3.683543490846046
2017-05,-7.06178631736153
2017-06,-8.489387185364485
2017-07,-6.669010034751285
2017-08,-4.36715870461193
2017-09,-2.719876547438284
2017-10,-0.91492532475708
2017-12,-0.21285450475930878
2018-01,-0.14712327655479246
2018-02,-0.6440068566975945
2018-03,-1.5977935390433993
2018-04,-2.6737035588083344
2018-05,-2.7744862711928544
2018-07,-2.6519359797947653
2018-08,-2.9168982035409745
2018-09,-3.3421035690149803
2018-10,-1.7264978189776723
2018-11,0.12596643392167495
2019-01,1.2480512872099647
2019-02,0.7351180768072361
2019-03,-1.7868694896719632
2019-05,-5.030539107280028
2019-06,-6.699532005457032
2019-07,-5.4959552148396185
2019-08,-2.1606926961327892
2019-09,-0.05760863026618701
2019-10,0.5085047768434964
2019-11,0.9935872291372405
2019-12,1.375691269409904
2020-02,1.3044043300378894
2020-03,0.9128159514390747
2020-04,0.3149243204960093
2020-05,-0.2098050368515143
2020-06,-1.4868674750229074
2020-07,-1.9765876017961002
2020-08,-2.1057287030076166
2020-09,-1.7795839247926368
2020-10,-0.2551473080949769
2020-12,1.174791074651784
2021-01,2.403081460131267
2021-02,2.7987991924815105
2021-03,1.9055712007411314
2021-04,0.24211426360218874
2021-05,-0.8782090411728345
2021-07,-2.627352989227446
2021-08,-0.002067023718157701
2021-09,2.9979665695514006
2021-10,3.4416907697162493
2021-11,3.3121812431584305
2021-12,2.7486168995395084
2022-01,1.7191338091812174
2022-02,0.6985941066893455
2022-03,-0.4981488415476836
2022-04,-2.44670893759804
2022-05,-4.924261378070281
2022-06,-4.665780557066844
2022-07,-3.6055053428208588
2022-08,-2.457303932872722
2022-09,-1.6176939975821751
2022-10,-0.832788627752416
2022-11,-0.022414005664965108
2023-02,0.08844977043121302
2023-03,1.4068685077269771
2023-04,2.4245388372828884
2023-05,1.6512521091762364
2023-06,0.3012121743184033
2023-07,-0.9742255834516114
2023-08,1.689182918616113
2023-09,5.427476104558875
2023-10,5.1663322604161594
2023-11,5.839152303726622
2023-12,8.115354548019573
2024-01,9.564862874202202
2024-02,8.585385954409526
2024-03,6.888914174476231
2024-04,2.98946053729035
2024-05,-1.4285337574634793
2024-07,-1.4682087729485773
2024-09,1.1114922280558375
2024-10,4.841325160010208
2024-11,6.244472576075972
2024-12,5.027967358733205
2025-02,3.394622294882055
2025-04,2.0934636998407496
2025-05,0.8683610409683653
2025-06,-1.146574255822157
2025-07,-2.526225325792983
