dates,nzd0231-0004,nzd0231-0005,nzd0231-0006,nzd0231-0007,nzd0231-0008,nzd0231-0009,nzd0231-0010,nzd0231-0011,nzd0231-0012,nzd0231-0013,nzd0231-0014,nzd0231-0015,nzd0231-0016,nzd0231-0017,nzd0231-0018,nzd0231-0019,nzd0231-0020,nzd0231-0021,nzd0231-0022,nzd0231-0023,nzd0231-0024,nzd0231-0025,nzd0231-0026,nzd0231-0027,nzd0231-0028,nzd0231-0029,nzd0231-0030,nzd0231-0031,nzd0231-0032,nzd0231-0033,nzd0231-0034,nzd0231-0035,nzd0231-0036,nzd0231-0037,nzd0231-0038,nzd0231-0039,nzd0231-0040,nzd0231-0041,nzd0231-0042,nzd0231-0043,nzd0231-0044,nzd0231-0045,nzd0231-0046,nzd0231-0047,nzd0231-0048,nzd0231-0049,nzd0231-0050,nzd0231-0051,nzd0231-0052,nzd0231-0053,nzd0231-0054,nzd0231-0055,nzd0231-0056,nzd0231-0057,nzd0231-0058,nzd0231-0059,nzd0231-0060,nzd0231-0061,nzd0231-0062,nzd0231-0063,nzd0231-0064,nzd0231-0065,nzd0231-0066,nzd0231-0067,nzd0231-0068,nzd0231-0069,nzd0231-0070,nzd0231-0071,nzd0231-0072,nzd0231-0073,nzd0231-0074,nzd0231-0075,nzd0231-0076,nzd0231-0077,nzd0231-0078,nzd0231-0079,nzd0231-0080,nzd0231-0081,nzd0231-0082,nzd0231-0083,nzd0231-0084,nzd0231-0085,nzd0231-0086,nzd0231-0087,nzd0231-0088,nzd0231-0089,nzd0231-0090,nzd0231-0091,nzd0231-0092,nzd0231-0093,nzd0231-0094,nzd0231-0095,nzd0231-0096,nzd0231-0097,nzd0231-0098,nzd0231-0099,nzd0231-0100,satname
2006-01-27 21:49:58+00:00,359.1869231,356.99,370.475,359.2758824,365.81,361.52,370.4642857,366.1414286,372.0258824,370.0569231,370.69,378.6314286,373.8769231,379.91,376.5231034,377.7114286,376.2281818,383.0314286,380.8514286,387.8314286,378.8781818,382.5969231,375.5681818,375.54,375.7,377.0981818,380.5814286,376.6181818,371.96,370.7181818,368.7381818,359.0681818,354.84,350.76,355.3081818,353.2781818,353.0581818,350.79,353.6581818,347.23,347.5681818,340.57,340.64,340.3981818,337.29,343.0581818,342.3681818,340.79,343.44,346.11,338.1481818,345.8381818,339.4981818,343.7181818,345.13,353.2214286,349.8369231,352.1369231,349.92,350.7614286,356.4314286,351.4414286,350.42,347.42,343.41,339.2881818,343.4381818,346.3581818,349.9,331.99,336.62,330.8081818,331.1081818,332.2781818,331.6181818,338.8081818,332.5181818,336.9,334.2581818,329.86,340.45,345.49,346.86,351.1881818,348.7,348.1781818,351.94,347.4569231,345.4314286,338.33,343.1081818,346.96,352.93,341.0581818,342.93,339.01,344.81,L5
2006-02-20 21:49:55+00:00,,,,,,,,,,,,,,,372.91,,373.3727273,371.4728571,376.8228571,374.8428571,379.2427273,377.3415385,375.7027273,377.9844444,373.9133333,374.9027273,373.6728571,376.1327273,371.8444444,374.1527273,363.7927273,367.6127273,355.4633333,,,,,,,,,,,,,343.0727273,350.6827273,348.6944444,346.6733333,347.75,348.7327273,349.1327273,350.3227273,351.1727273,350.6733333,358.8828571,358.0715385,361.4115385,363.3133333,362.7828571,361.2328571,363.8528571,356.6433333,363.1233333,360.7533333,358.0927273,359.2127273,350.8027273,347.2433333,347.34,343.0633333,335.3927273,333.8927273,335.0827273,332.6527273,333.5827273,334.3627273,333.9833333,344.4327273,348.39,349.32,353.67,353.91,350.1427273,354.02,358.9527273,361.55,359.2015385,356.6228571,352.1433333,356.2027273,353.0933333,351.4833333,347.1627273,351.63,343.7944444,346.9444444,L7
2006-02-28 21:50:40+00:00,364.6976923,365.9255556,366.615,366.1935294,367.2433333,376.63,368.7547619,373.0671429,371.4035294,374.8376923,376.1866667,376.9471429,373.3376923,374.0566667,378.1051724,375.2371429,384.0245455,384.6371429,389.6771429,384.8371429,385.3545455,383.8076923,385.6945455,384.6211111,384.4733333,380.5145455,382.9971429,383.0845455,382.4911111,379.0845455,370.1845455,370.7345455,365.2133333,365.1233333,359.3445455,359.7945455,357.0845455,357.9133333,354.8245455,359.07,348.5945455,351.12,346.16,348.2445455,355.46,354.7045455,356.1645455,357.2511111,359.2533333,359.97,364.0645455,359.0845455,365.4945455,362.9745455,365.1033333,368.1171429,371.7776923,369.9076923,374.4933333,373.0271429,373.0471429,372.4171429,369.7233333,373.0433333,369.9033333,370.2345455,369.6945455,366.2845455,353.3933333,356.2,352.7133333,349.2345455,347.4645455,343.5245455,342.4145455,342.1145455,345.5645455,340.4433333,346.5545455,348.1,353.76,358.11,360.54,357.3545455,358.32,360.0045455,364.42,364.8976923,362.6471429,363.3633333,360.2045455,363.2333333,356.9933333,355.5045455,360.91,360.8111111,359.5211111,L5
2006-04-09 21:49:53+00:00,336.0215385,348.4255556,348.295,345.8852941,348.3733333,355.23,353.6533333,352.92,341.8452941,347.9515385,351.2366667,354.12,346.0915385,345.5466667,354.6213793,351.6,355.8009091,358.34,355.35,356.26,358.5109091,362.9015385,356.7609091,357.4011111,355.9433333,354.2609091,360.39,359.6609091,352.4011111,354.7809091,350.3309091,347.3409091,346.9133333,343.8033333,344.6109091,337.4209091,336.6509091,330.6433333,331.1709091,323.48,332.7509091,324.39,324.37,319.8609091,,,,,,,,,,,,334.05,334.8115385,341.3715385,340.3233333,342.31,339.94,338.89,340.6433333,335.6733333,336.0033333,327.3909091,326.4609091,325.5209091,324.4933333,318.77,314.5433333,313.6609091,316.7009091,314.6509091,314.5709091,311.8909091,310.2209091,317.8033333,310.6209091,317.67,315.43,316.45,319.86,329.8109091,323.21,330.1309091,334.77,336.6715385,331.31,326.4133333,326.2409091,,322.6833333,320.3509091,331.03,325.5811111,335.6411111,L7
2006-04-25 21:49:52+00:00,368.9846154,375.8333333,373.395,373.3823529,368.51,365.76,376.8285714,369.1128571,371.1723529,369.2646154,372.17,368.1128571,369.2546154,370.4,376.3427586,376.1128571,376.5645455,380.1728571,380.8528571,381.5528571,377.7545455,378.3346154,371.2345455,368.9266667,370.48,367.2645455,370.6828571,367.8545455,365.7566667,368.1645455,367.1345455,361.6045455,361.57,357.71,355.1845455,354.0745455,354.3245455,350.54,343.3345455,342.53,339.7945455,334.9,334.84,331.7245455,336.68,337.2745455,336.3045455,333.2066667,337.24,335.37,337.6445455,341.4645455,339.0345455,349.5245455,352.95,349.5328571,351.6246154,352.5346154,348.07,358.1128571,354.3128571,355.9028571,352.5,349.74,348.14,349.4445455,343.3945455,349.2945455,339.48,335.38,333.66,331.0645455,327.7545455,326.3545455,323.6345455,321.6445455,322.5045455,327.28,334.8545455,333.91,341.78,343.43,346.29,343.9845455,341.86,350.8245455,347.84,355.3546154,,,,,,,,,,L7
2006-05-27 21:49:54+00:00,,,,,,,381.4361905,375.0842857,371.9582353,368.4292308,371.8666667,379.5542857,383.9992308,377.5466667,381.6596552,388.0242857,384.6090909,389.1242857,390.9842857,393.6242857,387.3190909,391.1592308,392.4290909,387.9111111,389.8933333,381.8090909,382.4542857,390.7090909,388.0611111,380.5290909,385.8190909,379.1690909,377.8933333,367.5233333,370.0790909,368.0390909,372.5990909,369.0333333,368.2690909,363.52,358.1690909,359.92,358.1,355.6490909,363.28,360.8790909,356.7690909,360.2811111,359.8233333,363.53,362.3490909,365.2190909,364.5190909,371.3090909,367.9233333,373.1042857,371.0192308,368.6192308,370.2433333,367.4442857,370.4542857,376.1442857,373.8633333,370.5033333,372.9433333,361.5490909,368.9590909,360.4790909,361.8233333,354.24,352.0033333,346.7390909,342.2190909,350.9490909,339.6790909,346.5090909,341.6590909,349.3333333,350.1290909,350.73,351.33,359.01,357.88,359.6290909,367.01,368.5490909,371.6,369.7192308,372.4542857,368.4633333,366.1990909,365.1333333,362.8933333,363.3690909,361.05,359.7711111,362.2111111,L7
2006-07-22 21:52:58+00:00,377.9361538,379.4266667,381.52,384.9752941,385.65,379.1,384.1342857,371.8414286,376.4352941,365.7761538,373.27,376.8014286,378.5661538,377.95,380.8565517,383.4114286,385.6,391.2314286,384.7914286,388.7314286,390.14,391.6661538,384.05,389.9833333,383.93,382.57,384.0714286,386.62,379.0533333,383.01,379.93,376.02,367.99,360.76,365.33,362.1,365.57,363.99,362.76,358.54,355.75,347.62,353.61,349.41,348.42,352.14,344.63,345.9933333,352.32,350.7,348.05,346.19,345.82,350.77,358.78,361.9314286,358.3961538,361.8961538,362.76,363.7614286,362.3914286,361.3714286,362.22,357.18,357.95,349.07,354.22,344.79,344.66,332.55,341.53,341.52,342.42,348.13,339.43,341.99,342.22,350.92,359.68,354.06,356.25,357.6,352.07,364.24,363.61,361.6,369.63,365.7461538,365.0514286,365.52,358.44,354.18,361.4,358.31,350.91,352.1733333,346.5133333,L5
2006-08-15 21:49:31+00:00,388.5553846,389.4833333,387.06,386.1394118,392.42,385.7,384.8371429,379.2457143,379.7694118,374.8653846,375.23,380.0057143,385.3253846,379.5,382.467931,384.9957143,382.3445455,386.8057143,378.7857143,386.1957143,388.2545455,394.7153846,388.7545455,393.5166667,394.39,388.4945455,387.6557143,382.2045455,388.9066667,379.0645455,385.6845455,379.6045455,373.72,362.51,364.4645455,363.3245455,362.3745455,360.04,371.6745455,369.9,359.6445455,353.92,350.99,355.5945455,359.8,358.6045455,354.8245455,354.6366667,360.59,359.52,361.0845455,344.3745455,352.0645455,356.5345455,363.07,363.5757143,366.2553846,368.3153846,365.76,370.8257143,359.6357143,364.7057143,356.79,370.28,363.08,359.3645455,357.4045455,347.8645455,352.51,341.83,346.93,346.1745455,347.3545455,,,,,,,,,,,,,,377.82,371.8253846,371.4657143,362.77,350.3045455,358.25,356.14,368.9445455,367.26,369.2066667,367.8866667,L7
2006-08-23 21:53:23+00:00,385.6907692,385.2644444,380.365,382.2517647,383.8366667,382.07,377.8338095,372.1257143,372.7917647,367.8707692,374.6633333,377.5757143,383.9507692,377.2433333,382.0403448,382.2357143,385.9809091,383.8157143,385.3957143,386.8557143,386.2209091,393.1607692,390.8109091,394.9788889,392.1366667,390.2009091,385.6057143,388.5609091,382.1188889,380.8109091,377.0809091,378.5709091,370.9766667,365.0966667,358.0009091,357.4109091,363.4409091,364.3666667,367.0009091,363.12,359.0109091,342.53,338.75,345.2809091,353.09,349.3809091,348.8809091,348.8188889,346.8066667,352.39,352.6509091,340.9509091,343.1109091,347.0209091,355.0066667,360.3157143,353.3707692,362.9507692,360.9566667,360.6757143,357.6957143,356.5057143,353.2266667,362.8666667,354.4566667,354.2809091,355.3109091,346.4109091,352.6166667,341.7,345.3066667,343.6909091,344.4609091,347.2809091,346.8609091,343.2709091,346.7609091,339.0566667,347.4209091,353.91,344.41,355.27,347.22,354.0609091,356.75,364.1209091,365.99,365.7107692,360.5157143,353.1466667,349.2009091,350.6566667,354.0866667,359.3709091,361.24,356.4388889,361.0588889,L5
2006-08-31 21:49:28+00:00,380.5215385,389.1177778,380.99,388.6623529,380.1966667,383.59,374.0238095,372.4157143,376.7223529,378.7015385,375.1833333,382.0557143,377.8115385,377.5233333,383.3768966,393.5157143,384.8090909,408.0257143,389.0757143,404.3257143,,,,,,,384.6757143,376.1390909,381.5955556,374.5990909,376.5490909,372.6890909,368.5766667,366.7866667,365.8290909,359.1490909,353.8190909,364.1166667,369.0090909,366.07,357.5390909,348.03,340.17,344.6090909,353.42,354.3190909,352.9390909,350.8755556,348.5966667,351.91,352.3690909,345.0090909,340.5790909,350.8490909,355.7766667,353.4357143,364.8715385,365.1915385,365.0566667,362.5657143,360.1857143,354.4857143,354.4366667,363.6266667,361.2566667,357.7690909,352.9490909,347.7090909,341.4766667,344.58,332.0766667,346.0790909,346.5690909,346.4790909,343.5390909,344.7890909,349.0590909,346.5266667,346.7790909,350.14,354.29,349.05,359.5,360.1490909,361.4,359.7290909,369.96,365.7115385,361.4957143,359.3066667,356.3790909,354.2866667,349.2166667,359.8490909,362.1,365.3355556,362.2055556,L7
2006-10-10 21:53:56+00:00,386.5569231,390.3688889,387.55,391.2294118,392.1933333,397.21,381.9233333,384.06,379.1194118,381.4169231,380.1966667,382.06,388.6069231,386.4566667,390.5472414,383.86,394.7581818,393.73,396.97,390.1,398.2581818,394.9969231,396.4881818,396.6877778,400.9833333,399.6881818,393.38,394.2381818,399.4577778,393.3281818,378.9681818,379.6681818,373.7633333,374.7433333,367.5081818,371.9181818,373.2081818,378.1933333,369.4581818,377.42,369.0081818,367.91,365.59,357.6381818,358.4,351.5481818,362.3081818,362.2777778,360.1233333,362.68,361.1581818,354.8981818,364.1581818,355.3081818,360.1533333,355.86,357.8969231,371.0469231,372.9133333,370.45,367.29,363.44,361.7833333,373.2933333,362.9733333,365.0881818,363.1381818,357.2381818,356.2933333,352.13,355.2433333,347.8981818,353.3081818,353.9581818,352.9281818,353.9781818,356.8981818,351.4633333,360.0881818,362.36,361.01,366.58,363.13,368.8181818,371.58,373.4181818,371.09,372.9469231,371.07,365.2133333,360.8681818,364.6133333,364.0533333,366.8281818,370.2,369.2177778,360.9777778,L5
2006-12-13 21:54:55+00:00,364.2338462,361.8266667,366.23,369.4282353,379.11,377.69,380.2471429,377.5757143,381.1382353,381.5138462,384.63,385.7057143,385.6338462,389.04,381.2848276,385.4857143,384.6081818,392.9457143,391.6357143,392.7057143,382.4581818,385.5538462,383.7181818,378.7833333,377.34,367.6581818,369.6957143,370.2881818,373.9733333,370.5181818,372.2081818,358.4681818,355.97,346.12,353.8981818,343.9081818,347.8581818,350.43,355.0381818,344.67,346.6681818,346.62,347.54,351.5881818,346.33,328.5281818,333.4481818,339.9733333,339.05,340.16,341.9981818,351.5681818,339.0381818,344.0381818,348.09,350.0757143,351.7738462,356.1538462,348.52,351.3057143,357.2157143,348.4357143,355.38,347.17,348.62,338.6481818,338.4581818,336.4681818,332.69,331.29,325.92,328.1581818,328.9881818,325.0281818,326.8481818,324.8481818,323.5981818,331.14,325.3881818,332.48,331.36,334.43,337.12,347.4981818,349.73,352.7881818,355.48,355.8938462,356.0757143,355.38,356.6481818,361.79,368.67,363.6981818,361,327.9133333,328.1433333,L5
2006-12-21 21:50:03+00:00,352.6230769,352.74,348.195,356.5641176,357.64,363.97,360.8557143,363.4185714,356.4741176,364.2430769,368.37,371.5085714,368.8730769,369.19,361.4868966,366.1585714,371.7418182,370.4985714,368.6685714,373.8585714,373.1918182,368.0930769,368.0418182,365.62,366.45,358.6218182,356.3385714,356.0518182,365.07,360.0118182,362.9218182,357.3618182,352.26,344.24,343.3318182,347.9018182,349.5818182,349.68,346.7318182,352.71,355.7118182,356.04,351.72,349.0318182,351.12,344.9518182,342.0018182,332.85,330.21,335.33,335.4318182,337.1918182,347.1018182,335.6618182,345.53,345.3685714,343.5430769,350.9230769,355.57,352.4385714,351.7885714,351.4485714,349.76,351.54,344.93,350.4418182,339.0018182,341.2218182,329.16,335.35,328.33,324.0818182,333.8918182,324.4818182,325.9418182,323.0818182,,,,,,,,,,,,,,,,,,,,358.17,353.69,L7
2007-01-06 21:50:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.6745455,342.13,339.3645455,332.8245455,330.6588889,330.8666667,333.63,332.1145455,331.0745455,336.5345455,335.9245455,338.1766667,335.7728571,340.0569231,343.1669231,345.3766667,342.8628571,345.2728571,342.1328571,344.3566667,343.1466667,341.9966667,343.1345455,338.1945455,336.6545455,329.9166667,331.74,323.7966667,324.0745455,325.2545455,327.0545455,323.2145455,324.6945455,323.9745455,324.2866667,324.8445455,329.44,335.06,332.56,341.47,341.1445455,344.37,347.8545455,351.37,346.1169231,343.8728571,344.8266667,341.6645455,347.5166667,348.5666667,356.0845455,355.46,353.4888889,343.9988889,L7
2007-01-22 21:50:07+00:00,366.3084615,354.0722222,360.385,366.8423529,375.2033333,384.28,367.4990476,373.8885714,360.6623529,372.6684615,367.3866667,370.8585714,375.3584615,376.1366667,375.6310345,373.5385714,379.4936364,371.4185714,377.9085714,373.8985714,388.5636364,377.3784615,387.4336364,382.3044444,383.6933333,372.2236364,378.9085714,370.4936364,381.3344444,371.4636364,372.4336364,370.0736364,351.5433333,351.6733333,352.9336364,360.6236364,351.0236364,359.2133333,356.9636364,356.54,359.1736364,362.37,360.43,353.9636364,354.14,345.7136364,349.7736364,347.0744444,344.4633333,341.81,347.4436364,344.8636364,342.6936364,349.8636364,354.3633333,355.5085714,353.8384615,353.7384615,352.0033333,361.5785714,350.7085714,356.7185714,353.7533333,352.3433333,350.4133333,,,,,,,,,,,,,,344.5136364,340.89,353.23,347.79,347.44,351.3036364,363.57,361.9136364,366.49,361.4384615,361.3985714,363.2033333,362.4436364,365.9533333,363.0633333,368.5936364,364.11,,,L7
2007-01-30 21:54:48+00:00,371.8884615,364.6433333,366.3,370.1688235,363.82,359.32,360.91,364.66,369.0188235,365.5884615,368.93,369.37,373.3984615,371.08,373.5468966,374.19,372.5436364,371.84,375.69,379.12,374.0236364,381.4584615,380.6336364,376.5266667,371.36,367.0536364,370.4,364.4536364,360.0966667,370.8036364,366.9736364,354.8336364,347.2,341.18,349.2536364,348.1636364,354.0236364,345.45,351.9736364,356.05,358.5736364,353.54,345.32,340.0636364,344.21,342.4036364,343.2436364,329.4466667,327.16,328.31,338.9236364,337.2636364,331.2336364,344.8136364,347.19,342.89,342.2184615,336.0584615,347.15,345.22,341.85,342.61,342.44,340.91,350.07,338.1236364,333.5836364,335.3136364,334.15,332.41,328.43,328.4636364,328.2036364,336.0536364,330.3336364,329.6036364,329.2136364,334.21,331.7536364,334.22,338.08,338.22,349.15,349.8036364,361.08,358.7836364,358.72,357.9084615,358.96,353.11,356.4736364,358.1,359.89,356.1836364,354.33,349.7266667,352.6266667,L5
2007-02-07 21:50:14+00:00,357.7161538,352.5811111,354.64,358.8694118,367.3766667,367.94,361.7852381,354.9728571,351.8794118,351.5661538,350.6733333,360.7928571,365.4661538,365.7133333,361.5075862,356.4428571,357.1863636,359.6328571,359.5628571,,,,367.1063636,370.2322222,366.6566667,361.1163636,357.3028571,,,,,,,,,,,,343.3563636,343.02,343.3563636,348.61,339.1,334.3763636,334.53,329.6863636,334.0163636,333.1222222,327.5366667,324.43,327.3263636,329.6663636,332.8563636,337.7563636,345.0866667,338.1528571,340.7961538,334.7761538,330.3466667,,,,,,,,,,,,,,,,,,,,,335.73,335.36,336.36,334.98,332.4263636,342.68,348.1063636,347.8,340.1561538,340.8728571,341.4166667,334.1363636,333.8366667,338.9366667,342.9163636,353.21,351.8322222,355.4122222,L7
2007-02-15 21:54:49+00:00,363.6,370.1066667,368.135,369.3617647,363.74,362.91,362.1057143,355.4785714,351.6717647,353.07,359.71,359.7385714,358.73,357.56,363.9006897,355.4885714,358.8390909,361.7385714,366.4185714,368.5685714,366.4190909,369.2,367.8390909,367.4533333,366.68,361.7390909,359.7985714,361.7790909,357.9333333,360.5890909,356.0990909,357.3990909,349.12,337.59,338.8090909,342.8690909,346.9090909,345.68,344.9590909,341.13,347.2690909,343.18,349.54,340.8890909,342.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.4590909,324.4490909,329.4590909,324.4390909,335.45,332.4390909,340.35,343.7,346.21,346.78,347.1690909,356.21,353.2590909,355.61,349.8,351.7785714,344.23,350.8590909,347.69,347.31,349.3990909,347.26,345.1733333,346.4533333,L5
2007-06-15 21:50:07+00:00,387.8415385,388.0033333,388.285,388.4429412,393.6,389.51,389.2057143,392.1985714,384.9829412,389.7815385,387.3,390.3685714,390.2815385,394.86,385.0737931,389.1485714,383.7454545,393.7885714,396.9885714,401.6285714,398.9554545,395.0515385,400.1254545,400.8166667,396.98,395.6854545,387.2185714,383.7354545,387.7866667,380.8454545,380.5754545,373.9554545,377.15,370.55,368.9754545,370.1154545,375.7854545,374.24,372.2854545,371.31,367.8454545,367.57,371.71,368.4154545,364.31,361.7754545,355.9454545,354.0166667,351,359.73,359.2454545,359.6054545,360.4654545,368.5754545,368.21,366.9185714,365.8615385,366.4215385,364.68,359.3385714,366.4285714,371.9985714,371.18,368.43,371.74,363.1354545,363.7354545,363.2154545,362.51,360.6,353.71,349.0754545,345.2154545,354.5154545,353.3454545,355.8854545,354.2154545,355.21,352.5854545,361.05,361.97,366.35,368,367.5654545,372.62,378.3754545,380.08,369.7115385,373.2085714,371.36,368.0154545,363.59,364.3,365.4454545,361.82,364.8066667,361.1666667,L7
2007-07-17 21:50:02+00:00,390.29,393.8522222,389.675,391.7870588,388.8933333,392.76,389.8304762,383.2357143,386.6970588,379.45,384.5666667,389.0157143,396.44,386.8466667,390.2655172,391.8957143,389.0481818,393.1857143,398.3457143,401.0057143,394.1681818,398.38,393.7281818,395.1144444,388.0133333,386.3081818,389.5857143,385.8781818,396.3244444,385.1681818,387.8781818,382.6981818,373.1533333,362.5933333,373.7881818,372.9981818,375.9081818,370.8333333,377.2481818,373.49,369.4581818,372.69,362.03,367.2781818,362.39,366.9081818,362.4581818,361.7044444,359.2333333,361.15,359.7681818,367.5381818,362.9081818,,372.6833333,,,,,,,,,,,385.1581818,363.7281818,360.9681818,355.1733333,358.08,350.2233333,357.2881818,352.8481818,351.4081818,354.7681818,349.6781818,360.0581818,357.6233333,361.0081818,362.59,370.75,369.49,374.66,375.8781818,375.67,380.7681818,383.77,375.89,370.2657143,379.4733333,376.9881818,374.0033333,367.2933333,376.4881818,374.11,,,L7
2007-08-02 21:49:58+00:00,381.8538462,373.6977778,384.315,386.5941176,384.0266667,394.26,379.1338095,382.3057143,379.4841176,379.0238462,378.9933333,383.1757143,383.4938462,381.9033333,384.8065517,386.9257143,392.8636364,393.7557143,395.2357143,386.8557143,391.7736364,388.0138462,387.8436364,393.9655556,383.2066667,384.2336364,379.8057143,385.8636364,384.6155556,381.4836364,378.4636364,379.0836364,368.2966667,364.5466667,367.2836364,370.8336364,368.4936364,369.5166667,371.6336364,373.23,366.8036364,365.61,364.75,359.3236364,362.17,355.0036364,362.9936364,362.2355556,356.3466667,358.54,357.1236364,362.7636364,366.9236364,365.5836364,363.3366667,368.2057143,362.3138462,369.2438462,364.6266667,367.9957143,367.4257143,368.5857143,369.4866667,369.9666667,366.5666667,365.7536364,357.1736364,,,,,,,,,,348.2136364,357.3566667,356.2636364,361.71,365.85,371.2,372.02,371.7036364,376.59,372.0736364,380.99,374.1638462,371.5557143,370.8966667,377.7036364,370.4966667,367.3466667,371.2336364,372.43,369.9655556,365.5855556,L7
2007-08-18 21:49:52+00:00,365.4261538,365.8266667,372.625,372.07,375.06,381.84,377.4571429,375.5057143,377.35,376.4261538,375.67,372.7357143,378.8561538,377.7,379.6344828,378.2157143,381.8527273,385.7157143,384.8157143,385.7057143,385.6927273,383.4061538,383.9427273,388.3233333,377.54,380.4027273,377.7757143,379.8027273,378.4133333,376.4927273,370.5227273,365.6227273,361.44,351.18,359.7527273,359.3827273,359.3227273,357.19,363.4727273,362.15,360.7727273,358.88,355.45,352.1527273,350.39,350.0027273,352.7527273,348.3433333,349.75,350.72,347.1227273,353.1227273,355.1027273,355.5227273,355.27,355.1757143,354.0961538,357.8161538,355.56,355.1557143,358.0557143,358.7957143,361.85,363.39,358.28,358.3627273,351.1927273,349.7327273,346.8,344.63,348.59,341.1127273,350.2427273,345.1027273,344.7227273,345.9427273,341.2727273,346.65,348.2427273,352.94,354.01,358.41,358.57,363.5427273,366,363.9427273,367.09,365.7761538,358.9257143,358.21,363.2627273,359.53,357.27,356.7327273,363.71,356.7033333,355.1633333,L7
2007-11-22 21:50:02+00:00,323.5561538,324.0466667,329.79,334.7952941,338.4,338.92,344.6442857,343.2114286,340.7052941,341.4461538,341.4,338.5714286,338.0261538,344.02,338.5465517,344.0414286,344.94,345.6114286,349.1614286,345.4314286,347.71,343.5761538,346.93,340.8533333,343.17,333.79,345.0114286,340.74,333.2633333,336.26,327.97,324.82,319.62,316.81,315.92,320.3,313.13,320.06,315.82,316.47,323.56,316.43,314.96,311.07,310.06,307.88,308.57,304.6433333,313.56,,310.27,,,,,,,,,,,,,,,328.46,320.6,320.22,311.53,306.32,306.46,306.5,303.82,305.6,300.53,304.37,303.67,307.78,311.15,311.4,313.45,315.6,321.42,321.39,321.79,321.57,321.38,320.1961538,326.4914286,315.2,314.97,313.96,316.41,310.97,312.46,314.2633333,307.3133333,L7
2008-01-25 21:50:11+00:00,352.8138462,352.1522222,350.04,351.5635294,354.2433333,357.57,352.7219048,350.4028571,348.4835294,347.9738462,345.9266667,354.6028571,362.6538462,356.7366667,362.1996552,367.1528571,360.5672727,359.9128571,365.4128571,362.6928571,366.1072727,364.9438462,369.3672727,370.4544444,368.6333333,369.4172727,365.4228571,355.8872727,361.9544444,360.8372727,352.1372727,352.8172727,339.7533333,336.3433333,340.4472727,344.7272727,346.2272727,349.8333333,344.0772727,341.54,339.7672727,342.96,344.91,337.2472727,335.98,335.5772727,329.1572727,334.8844444,339.5533333,347.64,335.4672727,334.5672727,332.2172727,337.2172727,,,,,,,,,,,,341.5772727,341.5672727,330.8572727,330.9733333,335.11,327.1733333,328.4372727,330.3472727,327.3772727,333.3272727,328.7672727,325.0372727,315.9033333,326.6972727,330.81,326.4,333.87,338.08,338.9272727,340.11,341.3872727,337.24,331.8238462,327.4928571,332.9633333,329.3172727,332.3533333,330.8833333,334.6272727,339.63,343.7844444,335.6344444,L7
2008-04-30 21:49:55+00:00,360.3292308,364.1377778,363.115,365.0605882,365.4066667,366.87,370.0838095,369.1457143,363.9105882,364.8192308,360.3433333,363.1157143,361.2692308,367.3933333,369.9172414,372.5457143,371.3245455,371.7157143,373.5357143,376.9457143,378.2845455,378.7792308,377.9045455,370.2055556,370.8866667,364.2645455,372.4357143,372.9545455,368.8455556,366.4545455,363.6045455,358.3645455,347.2266667,348.7666667,346.7845455,353.8345455,353.3345455,358.1566667,349.9145455,347.26,353.6545455,356.04,351.1,348.7245455,344.28,347.8145455,352.1245455,340.8355556,348.6566667,341.46,341.2545455,341.5845455,341.3745455,338.4945455,,,,,,,,,,,340.6266667,339.0645455,340.4445455,333.5445455,336.6566667,332.17,332.5166667,327.1545455,326.6145455,327.8545455,333.3845455,325.8045455,324.2345455,323.3066667,328.5845455,329.68,325.71,329.03,323.18,335.8645455,331.85,329.8545455,331.79,337.2692308,332.5257143,330.7066667,331.1745455,337.7366667,331.8566667,317.4345455,322.59,323.9655556,,L7
2008-05-16 21:49:50+00:00,,,,411.1482353,413.7,405.95,411.76,406.85,403.8682353,405.0076923,397.1,402.38,403.8276923,404.59,404.5803448,407.68,401.1754545,400.18,387.42,395.2,405.4054545,408.4076923,411.2654545,412.37,426.32,423.3454545,431.93,423.7254545,425.2,420.8954545,414.0154545,411.6554545,403.12,393.82,388.0354545,395.5454545,393.4754545,393.93,389.2154545,384.19,389.4954545,397.07,396.67,389.4754545,383.16,379.4854545,385.9154545,374.14,384,380.91,384.1854545,,,,,,,,,,382.83,383.86,387.98,385.57,391.47,393.9654545,385.1354545,372.8254545,376.14,367.92,371.11,368.9454545,372.3554545,363.8854545,358.5254545,357.7454545,355.6154545,361.02,368.0854545,367.03,356.59,359.51,352.6,367.7254545,370.95,371.1554545,364.5,373.5076923,373.96,365.83,363.2354545,359.68,360.13,358.5454545,358.5,356.66,353.71,L7
