Year-Month,monthly_anomaly,Value
2010-03,-11.670690126298334,0.7
2010-04,-9.965536495535504,1.2
2010-06,-4.663024374206638,0.4
2010-07,8.512889814951068,1.8
2010-08,7.371551535992861,1.8
2010-09,8.250478751661351,2.2
2011-01,-4.706684341242889,2.3
2011-02,-8.74263419943442,2.7
2011-03,-8.47764588226191,2.5
2011-04,-5.271348493199897,1.9
2011-06,-4.069425775261846,0.2
2011-07,0.1599848213473371,1.0
2011-08,-1.8009702577065632,0.4
2011-10,1.2888717676710042,0.8
2011-12,-1.1291769278736064,2.5
2012-01,-4.4939172746606495,1.1
2012-03,-6.878763643897821,0.7
2012-04,-7.0441702094570955,-0.3
2012-05,-4.714282073320966,0.0
2012-06,-3.134594299257598,0.4
2012-11,-1.2793220862143893,0.3
2013-01,-13.936249768563416,-0.1
2013-03,-11.89106649223049,1.5
2013-04,-7.630854008828856,0.2
2013-05,-2.5680029367001302,0.8
2013-06,0.934759637219695,1.2
2013-07,3.0150309732601386,0.8
2013-11,4.0504033673397295,0.7
2014-01,-2.9750090396332918,1.4
2014-02,-13.87900635226668,0.1
2014-03,-9.724681333159534,0.9
2014-05,-5.454312444455321,0.5
2014-06,-0.3406919056439793,0.2
2014-07,-0.7527849015833222,-0.2
2014-08,-1.3020093011527059,-0.7
2014-09,-0.8924228278618115,-0.7
2014-10,-1.796823104112915,-0.6
2014-11,-3.834004598261151,-0.9
