dates,nzd0070-0000,nzd0070-0001,nzd0070-0002,nzd0070-0004,nzd0070-0005,nzd0070-0007,nzd0070-0008,nzd0070-0009,nzd0070-0010,nzd0070-0011,nzd0070-0012,nzd0070-0013,nzd0070-0014,nzd0070-0015,nzd0070-0016,nzd0070-0017,nzd0070-0018,nzd0070-0019,nzd0070-0020,nzd0070-0021,nzd0070-0022,nzd0070-0023,nzd0070-0024,nzd0070-0025,nzd0070-0026,nzd0070-0027,nzd0070-0028,nzd0070-0031,nzd0070-0032,nzd0070-0033,nzd0070-0034,nzd0070-0035,nzd0070-0036,satname
2015-01-10 22:10:23+00:00,408.5266667,398.2085714,401.5266667,406.42,,,,,,,,419.4911111,415.71,409.69,400.8185714,385.29,374.1466667,378.29,379.68,368.37,,,,,,,,401.27,416.2,424.6566667,,392.46,370.9685714,L7
2015-01-18 22:11:48+00:00,399.7866667,398.6285714,402.9866667,418.45,398.5385714,389.62,385.18,400.76,377.49,404.49,404.2585714,407.1511111,402.66,392.68,383.7985714,380.12,376.5166667,368.83,383.49,385.66,377.14,386.9,399.31,397.03,398.11,398.09,,,,,,,,L8
2015-02-10 22:17:27+00:00,407.9666667,400.0285714,401.2966667,391.25,390.2185714,383.31,383.33,387.68,371.86,378.84,388.2685714,392.2844444,396.47,397.55,393.6885714,383.21,375.6966667,356.35,360.28,368.66,363.59,367.28,380.33,388.95,392.23,391.34,392.24,394.34,389.71,394.0966667,374.18,360.4,367.3185714,L8
2015-02-19 22:11:37+00:00,419.3566667,419.0585714,428.4866667,,419.0885714,417.23,404.2,424.59,397.85,,418.3485714,411.5844444,409.67,407.12,410.0785714,416.12,391.5366667,397.93,419.62,414.83,418.74,416.64,427.74,,430.92,434.38,,,,,,,,L8
2015-02-26 22:17:46+00:00,423.0833333,413.5914286,413.4433333,398.23,400.5814286,404.58,402.1,388.67,398.16,,432.8314286,427.0688889,409.96,404.9,403.9914286,398.51,400.4333333,396.59,389.58,387.66,394.93,395.29,396.69,389.68,394.52,399.61,404.12,383.02,392.09,405.8433333,389.42,385.12,372.8514286,L8
2015-02-27 22:10:40+00:00,417.1133333,412.6942857,410.5633333,,,,,,,,439.2342857,432.4888889,422.62,414.75,425.4342857,419.06,416.1033333,414.26,401.69,,,,,,,,,416.31,411.66,413.1933333,405.21,387.54,376.1942857,L7
2015-03-30 22:17:01+00:00,414.9366667,411.8585714,400.8466667,379.31,382.3485714,390.3,396.25,394.68,376.15,379.68,383.7485714,387.1044444,388.84,393.93,394.6985714,395.06,389.2266667,385.67,,372.99,,,383.68,384.79,392.18,398.2,398.32,392.48,393.68,396.3166667,388.26,380.08,378.7085714,L8
2015-03-31 22:10:52+00:00,,,,,,,381.71,391.12,370.75,371.37,379.6871429,380.9433333,386.46,386.09,380.7671429,,,,,,,,,,,397.67,401.37,397.59,394.35,395.54,389.33,372.22,,L7
2015-04-24 22:11:08+00:00,429.0566667,415.8414286,405.5066667,378.75,383.7714286,421.29,,413.62,380.65,387,365.9914286,362.2711111,369.42,389.58,,430.2,,420.21,404.46,391.97,392.07,389.55,394.41,394.64,396.63,394.88,389.09,393.91,395.28,393.5466667,396.36,397.84,,L8
2015-05-02 22:11:08+00:00,,,,,,388.18,368.35,396.25,357.94,369.44,368.5228571,366.8055556,369,355.89,,,,,,,,360.6,368.3,386.69,388.91,386.59,388.48,378.04,388.58,391.1933333,,,,L7
2015-05-10 22:10:52+00:00,413.3666667,402.7242857,393.6966667,365.5,372.3442857,362.69,365.49,358.01,339.24,339.28,353.8242857,353.8677778,362.3,366.6,371.3142857,362.26,366.7566667,373.59,361.18,358.87,336.48,343.48,357.89,345.43,366.08,361.31,361.77,362.07,355.28,365.8366667,342.61,334.31,357.9242857,L8
2015-06-03 22:11:21+00:00,,,,,,,,,,,,,,,359.5957143,364.47,,,359.22,374.75,359,369.33,388.83,,,,,,,,,,,L7
2015-07-29 22:11:25+00:00,404.0433333,398.6542857,391.2533333,390.93,380.4242857,377.2,374.26,375.77,355.17,370.21,368.7742857,354.9522222,346.72,358.67,363.8542857,365.11,358.6033333,345.47,361.9,366.69,352.15,369.53,384.93,382.4,383.74,384.55,383.62,359.02,372.98,374.4333333,361.51,353.05,359.2542857,L8
2015-09-23 22:11:46+00:00,,402.3014286,385.09,362.23,371.7214286,355.52,,,,,,,,,354.4714286,358.42,376,360.01,390.43,393.26,380.54,368.31,370.44,363.91,,,,,,,334.84,328.69,345.0314286,L7
2015-10-25 22:12:11+00:00,,,,,,,379.7,374.98,363.7,368.81,369.3042857,369.9522222,366.48,362.23,367.5342857,365.79,,,,,,,,,390.94,389.52,391.11,386.59,378.77,379.2933333,367.09,355.97,,L7
2015-11-02 22:11:55+00:00,422.2833333,423.79,412.0233333,377.22,372.8,377.02,373.75,377.08,357.37,379.35,364.59,362.5955556,362.18,360.7,384.26,391.52,396.6333333,392.58,404.31,411.08,411.03,420.71,426.58,420.81,402.03,387.52,384.42,396.59,390.26,394.5733333,378.7,366.42,370.2,L8
2015-11-26 22:12:41+00:00,402.8133333,398.7928571,407.3633333,424.61,398.9828571,,,,,,,382.3255556,379.88,377.69,380.6728571,384.64,368.4733333,378.16,393.16,397.69,385.49,,,,,,,,389.82,387.2933333,386.27,369.59,383.2828571,L7
2015-12-20 22:11:57+00:00,418.38,416.9871429,417.03,420.82,416.8171429,392.18,,,,413.2,368.0371429,397.13,394.86,394.9,,429.02,416.84,,426.04,398.4,402.15,401,427.27,426.16,401.67,402.98,408.73,371.05,382.53,368.02,374.02,388.06,399.9571429,L8
2015-12-27 22:18:07+00:00,437.87,424.9628571,428.67,431.88,408.7928571,395.47,395.24,388.61,373.86,397.57,388.1228571,389.2033333,380.22,380.34,389.1228571,397.29,382.54,399.39,418.67,413.38,407.29,419.76,427.55,431.72,417.33,416.56,419.88,410.6,414.35,400.01,392.54,390.85,386.3028571,L8
2016-01-12 22:18:04+00:00,441.7733333,420.3942857,428.4133333,427.46,407.0642857,395.87,396.87,388.67,372.32,394.01,390.5842857,387.3922222,386.97,385.9,387.2642857,395.68,389.1733333,400.84,415.86,417.4,414.27,410.87,421.58,419.54,419.3,423.76,418.99,395.53,401.38,395.9733333,392.41,377.85,391.3542857,L8
2016-01-21 22:11:54+00:00,438.85,429.7785714,433.45,422.78,403.6085714,397.21,402.11,400.74,398.28,398.4,394.5185714,392.83,385.77,388.22,394.6185714,401.23,399.86,410.28,414.33,416.99,419.32,427.52,425.03,420.67,416.44,420.47,420.83,393.01,395.67,386.86,388.98,381.88,390.2685714,L8
2016-02-06 22:11:49+00:00,409.8266667,388.6828571,395.3466667,395.72,377.6028571,,364.75,366.99,347.6,361.89,373.5328571,372.9844444,371.66,369.15,372.5728571,365.68,362.0666667,357.63,376,388.49,371.48,365.12,,385.64,388.63,388.07,386.63,,371.06,368.7266667,,,,L8
2016-02-22 22:11:42+00:00,438.6966667,423.6985714,423.4866667,379.19,345.9785714,,344.32,,,402.8,391.7785714,386.9611111,,,,,,,,,,,,,,,,,,,,,,L8
2016-03-09 22:11:40+00:00,432,420.5371429,424.49,432.62,405.0771429,390.28,391.57,407.28,369.57,398.68,390.5271429,382.64,377.63,380.22,382.8171429,386.14,378.82,381.03,411.87,424.52,396.41,403.47,417.84,,418.62,415.52,413.56,392.49,407.37,389.18,,,,L8
2016-03-17 22:13:55+00:00,,431.2328571,427.7266667,409.8,418.7128571,410.03,392.95,385.44,373.91,,,,,,,,,,,,,,,,,,,,,,,,,L7
2016-03-25 22:11:32+00:00,436.12,418.5142857,421.13,414.7,402.5242857,391.41,400.2,405.71,378.1,402.62,382.7342857,381.6366667,377.91,376.82,383.5742857,387.79,402.91,396.12,,,,,,,,,,,,,,,,L8
2016-04-10 22:11:25+00:00,,,,,,,,,,,,,,,,,395.1733333,378.98,,,,,,,,,,,,,,,,L8
2016-04-17 22:17:09+00:00,440.4466667,416.7157143,408.1366667,434.34,423.6457143,365.34,371.29,368.02,,366.07,389.5757143,412.8811111,410.39,403.95,413.9657143,423.03,426.3466667,,441.9,439.13,434.29,437.26,441.21,,449.33,448.47,447.9,420.74,419.12,420.2066667,411.24,398.47,388.4357143,L8
2016-05-19 22:17:11+00:00,,412.68,391.0666667,389.94,373.61,358.76,358.64,,,,357.89,363.6544444,360.16,358.16,354.7,343.79,368.3666667,343,,,,,404.93,400.39,,399.9,405.07,377.82,385.98,389.0066667,377.18,372.15,386.23,L8
2016-07-15 22:11:46+00:00,367.86,387.5885714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-08-16 22:11:53+00:00,374.8166667,372.1142857,379.2466667,379.09,363.9642857,346.81,330.45,337.09,,336.76,334.4242857,330.6477778,341.68,344.03,347.2442857,336.45,324.0566667,,,,,,,,,352.05,351.02,324.12,337.96,343.9166667,,,,L8
2016-11-20 22:12:09+00:00,379.3466667,382.0771429,374.8166667,351.72,354.7771429,351.21,346,334.82,,328.36,347.1971429,360.4511111,362.3,352.82,342.6471429,326.49,343.7766667,,,,,,,,,364.98,357.22,336.33,335.34,353.9366667,347.06,,345.9071429,L8
2016-12-22 22:12:03+00:00,413.2366667,415.21,400.1566667,369.16,376.23,364.31,361.71,,,,,,,,,,,,,,,,,,,,368.81,333.19,354.45,382.9066667,,,,L8
2016-12-29 22:17:49+00:00,414.76,,,,,,,,,,,,,,379.1285714,374.12,362.13,373.42,384.34,359.69,374.79,382.36,392.67,407.36,407.58,403.46,402.24,381.78,398.12,399.44,396.57,383.26,373.9185714,L8
2017-01-15 22:13:57+00:00,411.1733333,411.0214286,416.1333333,401.42,390.0514286,,,,,,,,,365.49,362.9314286,360.24,352.8833333,,,,,,,,,,,,,,396.82,383.14,372.4614286,L7
2017-01-30 22:18:02+00:00,407.2566667,411.1957143,417.4266667,416.27,393.1057143,389.98,377.74,385.47,354.29,397.76,393.5557143,389.9711111,384.06,378.72,378.7757143,376.26,361.1466667,361.85,382.93,352.6,367.62,390.54,394.36,402.34,408,403.87,404.68,371.02,390.27,389.8466667,383.28,379.22,382.9057143,L8
2017-02-08 22:11:46+00:00,423.1966667,416.3971429,416.1166667,398.01,375.0971429,377.14,365.9,384.34,377.79,395.55,398.7971429,391.6711111,,,,,,,,,,,,,,,,,,,,,,L8
2017-02-24 22:11:42+00:00,,,,,,384.54,371.75,388.89,378.12,399.82,395.1428571,392.89,386.47,377.33,382.6128571,397.05,412.43,,379.41,,,,,,,,,,,,,,,L8
2017-03-03 22:17:25+00:00,439.7366667,425.2671429,422.8066667,389.7,373.1971429,378.14,396.89,393.95,397.78,410.08,400.7271429,406.4311111,400.17,376.95,369.6871429,374.27,385.9866667,385.45,370.81,379.05,386.99,392.15,404.22,406.15,415.42,415.64,405.97,376.53,377.01,375.8366667,391.15,403.07,387.5371429,L8
2017-03-04 22:13:55+00:00,,,,,358.5585714,356.94,362.94,354.09,,360.39,378.4085714,384.2011111,377.15,,,,,,,,,352.9,352.73,361.42,385.13,386.68,380.26,342.57,332.35,,,,,L7
2017-03-28 22:11:24+00:00,427.5266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-04-13 22:11:17+00:00,,,,395.18,377.74,365.19,344.41,341.16,,379.8,381.71,380.2333333,380.01,373.2,,,,,,,,,,,,,,,,,,,,L8
2017-04-20 22:16:59+00:00,404.39,399.58,386.84,359.94,354.96,349.94,352.12,353.03,,351.3,359.56,361.66,367.69,370.59,358.79,334.18,346.77,323.64,341.08,,,347.63,360.06,352.12,374.4,385.7,384.18,345.7,343.3,360,354.58,349.56,360.11,L8
2017-05-06 22:17:19+00:00,414.9633333,417.97,415.6033333,372.48,366.78,373.47,374.3,379.49,,369.7,372.26,379.3788889,376.84,372.37,369.69,365.49,363.7933333,349.72,364.61,367.83,,382.65,391.71,384.84,386.8,388.91,387.04,378.9,370.36,370.6133333,366.27,356.05,365.98,L8
2017-05-07 22:14:16+00:00,422.18,424.8585714,420.16,388.64,,,,,,,,,381.14,377.51,373.3185714,373.49,373.78,369.57,380.16,377.5,,385.74,,,,,,,380.03,377.66,375.89,,363.2685714,L7
2017-06-08 22:14:24+00:00,420.6333333,428.5571429,,,,,,,,,,376.6288889,372.47,370.88,375.5971429,374.15,368.2433333,371.68,388.14,374.11,,,,,,,,393.38,389.46,380.2533333,376.67,,,L7
2017-07-02 22:11:35+00:00,,,404.5033333,384.9,379.37,358.62,360.88,,,334.1,335.42,345.4288889,344.09,342.15,338.68,,345.0333333,,,,,360.42,362.85,363.95,359.23,347.16,340.63,,,338.9833333,,334.11,362.04,L8
2017-07-18 22:11:40+00:00,450.39,419.7885714,420.73,431.47,436.3785714,425.04,,400.55,,409.17,401.4585714,368.7233333,360.27,367.64,393.5785714,400.65,396.73,,427.39,445.58,435.76,387.68,428.26,413.19,399.85,380.31,376.89,383.45,384.72,377.14,408.24,412.35,395.0385714,L8
2017-08-03 22:11:47+00:00,441.91,434.5042857,431.52,408.39,406.5942857,413.56,,403.68,392.34,393.5,385.0142857,379.7666667,372.55,374,378.2442857,379.76,384.63,393.34,404.68,407.97,406.04,403.97,410.26,407.45,404.32,392.58,386.87,385.37,393.7,396.35,388.57,388.93,391.2442857,L8
2017-09-04 22:11:55+00:00,417.19,422.7614286,431.44,423.14,417.3714286,,,,,,,,,,,,,,,,,,,402.58,388.9,386.9,388.5,389.26,389.37,389.23,379.16,370.49,373.4014286,L8
2017-12-17 22:14:09+00:00,405.26,407.03,409.39,415.86,400.72,,,,,,,,,,375.76,374.64,349.97,355.08,381.72,369.82,369.97,384.74,388.42,,,,,,,,375.81,379.32,387.95,L7
2018-01-26 22:11:45+00:00,,,391.7566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-02-02 22:17:27+00:00,375.7833333,398.9971429,409.9733333,420.58,395.8971429,388.63,361.53,,,375.44,379.4071429,377.7322222,375.63,378.26,374.8771429,374.02,336.3833333,329.48,371.26,353.5,352.13,368.46,383.59,390.64,391.85,392.9,381.53,377.15,385.54,375.1033333,374.43,366.98,375.4171429,L8
2018-02-11 22:11:38+00:00,430.0633333,435.9071429,431.4133333,411.06,400.9871429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-02-18 22:17:46+00:00,,,,,,,,,,,,377.7333333,376.67,374.86,364.16,358.17,327.03,312.32,357.14,349.33,348.37,367.89,378.79,382.36,384.18,386.87,377.87,367.69,371.43,373.24,360.35,355.62,368.14,L8
2018-02-27 22:11:31+00:00,429.25,427.1528571,429.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-03-31 22:11:15+00:00,432.6166667,426.6214286,432.6666667,441.68,420.0114286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-04-07 22:16:59+00:00,420.1633333,419.3357143,417.6433333,421.53,413.3557143,397.83,394.21,388.95,369.44,373.23,376.6857143,380.6988889,380.1,382.55,386.5357143,384.69,,,402.31,,356.7,368.1,386.66,397.22,393.73,393.35,391.46,385.22,380.4,380.6833333,373,,352.4657143,L8
2018-04-08 22:12:39+00:00,416.2566667,406.3328571,,,,,,,368.88,386.81,369.8628571,372.7044444,375.55,375.34,381.0628571,387.84,,,,,,,,,,,386.59,382.14,378.79,387.7366667,375.57,377.24,377.5328571,L7
2018-05-02 22:10:57+00:00,410.4733333,406.7042857,409.1333333,410.42,395.3042857,383.32,371.31,379.28,349.83,373.41,370.2942857,362.2555556,367.86,368.29,361.5542857,360.73,340.7733333,343.43,373.6,339,,,,,,,,,,,,,,L8
2018-06-11 22:11:34+00:00,,,,,,,,,,363.46,368.72,362.9433333,346.96,361.57,368.53,365.82,,,384.27,,,,,,,,,,,,,,,L7
2018-08-06 22:11:10+00:00,406.1666667,418.1471429,411.2666667,401.94,408.2071429,405.92,391.24,362.09,347.21,343.76,343.1871429,347.7344444,349.77,365.65,384.5671429,387.65,387.2666667,351.61,361.04,386.17,384.46,379.38,391.54,385.38,368.73,360.37,363.96,354.21,354.95,369.5566667,357.2,356.37,367.4071429,L8
2018-08-30 22:10:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.7133333,384.01,363.31,,L7
2018-09-07 22:11:24+00:00,422.4933333,416.8557143,417.9133333,415.15,402.9357143,390.32,378.68,386.73,366.12,370.99,370.4957143,372.9455556,375.07,377.76,379.5757143,374.85,387.9933333,369.41,394.54,396.85,370.03,401.51,392.11,389.49,397.45,397.72,394.06,376.84,374.86,378.9633333,368.45,366.14,384.5457143,L8
2018-10-09 22:11:37+00:00,438.34,416.31,411.57,430.86,404.02,391.87,372.12,375.86,337.57,384.33,381.86,379.8466667,381.12,386.84,386.79,382.13,357.69,352.16,379.73,376.69,376.68,390.28,403.85,408.83,407.65,408.5,401.58,381.08,392.29,376.84,374.99,358.78,376.46,L8
2018-12-12 22:11:41+00:00,,,,423.38,,,386.15,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-12-28 22:11:41+00:00,,411.3971429,422.6633333,432.26,433.8971429,411.04,415.57,402.35,,412.02,414.5071429,369.7055556,360.12,373.46,413.4271429,413.41,,,419.19,413.76,,415.86,414.64,,,,,,,,,,,L8
2019-01-04 22:17:51+00:00,,396.0857143,399.0433333,404.63,395.5457143,,,,,,369.6257143,370.8788889,367.16,368.08,369.0757143,,332.4333333,329.91,,,,,,381.31,382.44,382.13,372.38,353.16,358.76,348.8933333,348.4,340.36,360.6557143,L8
2019-02-05 22:17:45+00:00,439.0366667,438.8771429,435.5066667,444.17,422.9471429,418.73,402.27,416.98,389.1,419.72,405.2871429,400.1911111,392.13,388.99,397.9071429,411.32,406.1266667,,446.82,433.83,425.71,433.01,433.2,433.84,425.96,,,,,399.4366667,403.59,397.18,401.5571429,L8
2019-02-14 22:11:33+00:00,424.5733333,419.5485714,412.7733333,391.26,393.0985714,381.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-03-02 22:11:29+00:00,448.13,441.8271429,436.18,414.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-03-18 22:11:24+00:00,445.8666667,443.0371429,432.6066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-04-11 22:03:48+00:00,,,,,,,405.05,390.91,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2019-04-26 22:16:59+00:00,434.64,430.3185714,430.14,412.22,399.2285714,381.01,378.99,384.07,374.67,379.77,390.1785714,396.5266667,400.77,403.31,390.5185714,371.08,378.76,380.9,389.05,402.91,405.57,408.27,401.35,400.35,394.28,383.43,374.36,357.8,360.17,376.88,371,382.79,389.5685714,L8
2019-05-28 22:17:41+00:00,438.5933333,431.2528571,421.2233333,418.46,410.4128571,395.6,389.99,386.04,378.34,378.03,389.6828571,398.0888889,392.39,395.63,391.8428571,386.83,393.8033333,388.84,399.39,409,400.63,408.34,405.24,402.25,392.67,382.1,374.08,,,,,,,L8
2019-05-29 22:02:00+00:00,437.4966667,428.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2019-06-30 22:00:50+00:00,,,,,,,,,,394.6,381.4457143,377.1011111,369.55,376.27,384.8857143,389.19,405.7066667,415.88,423.77,,,,,,,,,,,,,,,L7
2019-07-08 22:11:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.09,365.6966667,366.95,364.81,356.1157143,L8
2019-11-04 22:18:22+00:00,428.91,426.5957143,424.53,415.96,412.1457143,394.17,397.82,397.48,380.43,390.27,382.9657143,376.9566667,381.53,369.25,357.3057143,376.53,385.79,374.4,384.28,394.23,387.33,381.78,397.53,408.23,420.86,415.02,407.7,,,,,,,L8
2019-11-21 21:54:43+00:00,,,,,,418.82,416.95,392.13,387.84,,,,,,,,,,,,,,,,,,,,,,,,,L7
2019-12-31 22:12:02+00:00,,,423.19,413.16,408.9214286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-01-16 22:11:59+00:00,,,403.5266667,380.7,412.7871429,413.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-02-24 22:17:35+00:00,440.7433333,441.5057143,430.6033333,,416.7557143,415.63,401.83,422.01,394.92,414.07,401.8757143,395.4522222,391.48,389.32,382.6957143,392.78,382.5933333,390.96,398.92,390.74,394.91,413.01,425.54,422.84,418.45,415.78,407.7,389.83,391,371.9833333,375.78,382.45,390.0357143,L8
2020-04-05 22:11:28+00:00,461.97,444.5985714,,,,,437.51,435.02,,,395.1585714,426.1,,,,,,,,,,,,,,,,,,,,,,L8
2020-04-21 22:11:21+00:00,454.9966667,453.61,440.3566667,436.82,418.74,407.37,395.87,412.27,390.71,398.06,390.62,395.3977778,393.18,392.45,392.38,395.4,382.0866667,394.4,400.13,394.11,388.56,421.43,417.31,413.11,411.37,405.74,397.95,390.33,,,,,,L8
2020-04-28 22:17:04+00:00,,,,,,,,,375.49,383.04,388.1442857,387.9033333,395.37,398.85,398.9842857,402.21,402.46,403.08,402.62,388.52,376.9,400.21,405.15,402.39,403.65,400.8,392.18,380.52,388.1,380.68,380.55,354.42,,L8
2020-07-26 22:11:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,399.36,414.63,395.02,389.38,395.43,394.16,390.38,379.0357143,L8
2020-09-03 22:18:10+00:00,,,,413.59,402.98,395.79,,394.94,,384.1,383.79,378.4944444,382,381.91,380.74,372.95,355.5366667,374.66,389.86,388.23,382.36,396.26,408.32,413.62,410.3,409.38,404.44,396.53,396.96,379.7566667,391.86,366.3,371.23,L8
2020-09-19 22:18:15+00:00,,394.8057143,406.13,418.92,393.7457143,389.45,358.2,356.35,,365.48,371.9857143,368.4133333,374.52,366.96,371.7057143,364.35,336.32,,,,350.29,381.94,387.86,386.43,390.41,391.83,387.56,,363.39,350.88,352.42,340.75,351.5657143,L8
2020-11-15 22:12:06+00:00,,,,,,,,,,,,,,,,400.71,365.4433333,,,,,,,,,,,,,,,,,L8
2020-12-01 22:12:09+00:00,444.7066667,420.1485714,414.0566667,419.4,402.2785714,402.2,385.85,402.96,366.74,393.87,388.8585714,382.3044444,376.33,371,378.1085714,377.72,368.5366667,387.35,390.18,373.97,381.08,400.33,407.25,405.46,402.5,405.93,399.09,375.71,387.46,376.6266667,390.87,374.36,376.2585714,L8
2021-02-03 22:11:56+00:00,427.3866667,425.4528571,422.0066667,424.63,416.2728571,406.38,410.49,399.78,389.13,401.37,397.1528571,,,,,,,,,,,,,,,,,,,,,,,L8
2021-02-19 22:11:51+00:00,455.3433333,440.7814286,434.7733333,439.53,439.2314286,413.76,411.17,404.83,398.3,403.24,400.5414286,392.5855556,,,,,,,,,,,,,,,,,,,,,,L8
2021-02-26 22:17:35+00:00,471.9533333,449.0457143,443.1733333,448.97,424.8257143,421.42,404.67,429.93,403.61,419.32,403.8957143,399.9522222,395.26,398.61,401.6657143,410.69,396.9733333,407.16,413.74,407.78,,,,,,,,,418.68,403.3733333,414.01,404.09,396.2157143,L8
2021-03-23 22:11:37+00:00,439.6466667,436.6685714,431.2066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2021-03-30 22:17:22+00:00,474.3766667,460.2814286,454.8366667,465.56,437.3214286,431.15,415.98,423.43,405.51,425.17,404.9514286,397.2111111,397.53,399.22,408.7614286,416.85,403.6566667,416.04,413.73,411.78,422.89,439.49,443.09,442.32,,,,414.78,425.77,413.8266667,417,409.2,409.5214286,L8
2021-05-17 22:17:12+00:00,,,,,,393.22,388.47,381.47,369.98,367.42,377.5471429,379.3711111,364.87,358.37,359.3271429,355.59,363.5466667,380.36,358.31,372.28,,378.84,387.18,384.42,393.36,,,,,,,,,L8
2021-05-26 22:11:31+00:00,435.26,424.01,429.16,435.54,411.63,408.62,387.97,376.33,367.27,378.71,382.14,382.1466667,373.22,362.77,370.54,382.76,368.51,388.7,377.66,362.89,384.7,394.24,401.44,415.87,409.76,410.02,404.92,374.57,387.25,376.47,374.4,,,L8
2021-07-04 22:17:53+00:00,429.2733333,430.1,427.7533333,415.31,410.46,398.52,402.09,397.33,366.29,381.51,376.66,379.3555556,376.07,371.86,369.02,359.45,373.5233333,371.94,392.26,389.45,379.16,376.69,388.19,392.09,,,,,,,,,,L8
2021-07-13 22:11:43+00:00,451.2966667,444.3,446.8566667,428.2,414.37,412.7,409.49,417.02,400.2,404.49,389.06,385.7444444,385.56,382.99,382.63,387.95,388.0466667,389.28,394.87,395.76,397.54,404.44,413.6,405.68,403.62,406.29,400.69,378.61,383.86,379.4566667,388.77,397.61,393.13,L8
2021-10-01 22:12:10+00:00,,,,,399.55,390.59,382.71,379.47,366.83,368.96,365.95,362.3411111,360.73,371.83,368.82,363.23,367.9666667,,370.67,365.78,,368.42,366.33,,368.77,361.04,367.37,361.88,361.12,368.3266667,356.86,,357.83,L8
2021-10-24 22:18:01+00:00,448.0566667,443.2042857,441.7066667,444.55,423.7742857,406.3,392.63,389.99,383.57,395.52,395.6642857,391.5077778,382.21,378.09,386.0342857,393.92,393.6766667,395.89,404.08,402.1,394.02,405.01,406.11,403.29,395.59,396.67,401.96,409.9,408.63,402.4066667,399.92,394.76,391.0942857,L8
2021-11-09 22:17:58+00:00,419.4433333,430.3814286,429.1533333,418.42,410.0014286,392.65,389.64,378.61,371.03,370.94,378.0414286,379.9688889,377.22,373.91,375.3514286,392.58,384.7333333,,382.18,389.58,389.21,384.23,385.89,372.3,371.54,377.73,382.22,389.73,383.42,374.6633333,378.78,369.11,375.9114286,L8
2021-11-18 22:12:08+00:00,436.4233333,435.2114286,434.4633333,434.07,415.9114286,408.38,388.75,382.49,378.87,392,382.4014286,383.5822222,381.17,380.63,383.2614286,393.1,387.4433333,389.77,395.44,378.13,385.74,401.99,399.4,401.23,,,,,,,,,,L8
2021-12-20 22:12:08+00:00,446.0366667,441.9242857,444.4366667,445.4,428.6642857,418.07,406.12,413.65,400.35,403.91,390.3042857,389.9111111,382.74,381.47,389.5042857,403.68,403.2266667,413.71,409.86,386.5,392.18,404.01,407.92,409.43,400.52,404.94,408.96,417.41,407.63,395.9466667,397.76,,,L8
2022-01-04 22:17:52+00:00,452.7933333,447.72,449.1733333,453.37,430.68,426.87,416.11,420.26,414.06,421.03,400.44,396.0955556,394.48,400.78,410.46,425.63,424.2933333,421.34,429.53,412.29,410.86,424.26,425.13,424.69,417.21,421.18,422.21,417.58,418.67,403.9733333,408.09,415.19,408.99,L9
2022-01-12 22:17:49+00:00,441.1366667,431.4185714,436.5266667,428.25,428.8385714,411.87,401.72,398.16,387.06,387.91,380.5885714,378.9477778,386.18,397.58,421.6985714,433.41,429.4166667,413.46,409.24,401.67,399.99,394.48,390.04,374.16,378.61,386.25,395.82,378.5,372.41,378.7566667,388.1,400.03,404.9085714,L8
2022-01-13 22:12:02+00:00,435.0433333,432.4585714,436.1633333,428.32,422.5585714,409.61,403.31,401.19,,,,,386.92,399.5,,,,,,398.28,399.64,396.65,393.78,384.42,385.13,386.04,398.93,,,422.8633333,406.23,,,L9
2022-01-20 22:17:51+00:00,426.6633333,430.7442857,421.2333333,432.23,414.2842857,404.16,386.36,371.01,368.95,388.72,377.3742857,379.0355556,380.41,380.82,381.6942857,394.09,400.3633333,383.13,396.8,372.2,372.46,391.78,388.51,396.52,394.88,396.57,393.76,378.93,388.28,383.7533333,378.03,382.6,392.4942857,L9
2022-01-21 22:11:59+00:00,437.5366667,430.6242857,422.9766667,424.71,412.5142857,398.93,385,390.56,389.03,388.57,382.3142857,380.7977778,377.1,383.26,390.6742857,395.89,,,,,,,,,,,,,,,,,,L8
2022-02-21 22:17:43+00:00,421.7733333,420.1085714,412.6833333,410.61,405.0385714,401.88,395.5,394.27,372.7,370.05,368.5285714,378.3322222,384.59,387.53,402.9485714,416.91,415.8333333,400.17,391.39,389.12,382.79,387.47,384.14,375.24,381.98,386.42,386.92,357.26,364.92,377.9433333,381.37,386.35,392.8385714,L9
