Year-Month,dates,monthly_anomaly,nzd0279_Average_Value,Value,Smooth_Value
1999-10,1999-10-24 21:46:56.000000000,355.93469650421264,355.37740691708626,1.0,1.1174440949002622
2000-02,2000-02-13 21:46:48.000000000,362.31910133076804,355.83339326740673,1.7,1.1252096839580497
2000-05,2000-05-19 21:46:07.000000000,359.87080604841157,355.5988955792937,0.4,0.6682251425375931
2000-08,2000-08-07 21:45:08.000000000,357.33996097798916,354.9885766273035,0.7,0.6533876947298695
2000-12,2000-12-13 21:44:28.000000000,339.44846660676853,354.79175590478314,0.8,1.1526164932394691
2001-04,2001-04-12 21:44:08.000000000,356.81836717273336,357.09757737194434,0.2,0.4376799458297985
2001-05,2001-05-22 21:43:54.000000000,363.5109456740442,360.3303493275233,-0.5,0.18949545768888398
2001-07,2001-07-25 21:43:18.000000000,365.0884592402902,361.9253828709027,-0.2,-0.058454774185066824
2001-09,2001-09-19 21:42:33.500000000,366.0425495396622,362.38812036036336,0.2,-0.02296703966542569
2001-10,2001-10-21 21:42:18.000000000,357.5867983659533,360.45229389851295,-0.0,0.04919194127091873
2002-02,2002-02-18 21:42:54.000000000,361.7682391317603,358.7974713584058,1.1,0.24345402761200755
2002-09,2002-09-22 21:41:51.000000000,355.7416166697153,358.0616304720229,-0.6,-0.6284752334702429
2002-11,2002-11-01 21:41:54.000000000,348.8504891774891,358.5580352653897,-0.5,-0.6219976552700359
2003-01,2003-01-20 21:42:33.000000000,365.24999817084324,359.44964520856314,-0.2,-0.4623099719849417
2003-02,2003-02-13 21:42:42.500000000,363.24854531006855,359.1890482534817,-0.7,-0.3289967811973743
2003-05,2003-05-20 21:42:47.000000000,358.7891405756405,355.5991868523649,-0.3,0.04694898633143355
2003-08,2003-08-12 21:36:41.500000000,343.4151191956305,350.97199599636724,0.1,0.1250263344373116
2003-09,2003-09-25 21:31:42.000000000,348.4680074385708,350.34863073953255,-0.1,0.09077050066461818
2003-10,2003-10-19 21:42:20.000000000,357.43321992561425,351.8121674902612,0.0,0.07414377277007737
2003-11,2003-11-18 05:39:14.666666624,355.47693839806516,356.33411448196176,-0.3,0.0831916616081652
2003-12,2003-12-22 21:32:43.000000000,364.25561032863845,361.5802251074663,1.1,0.11772148105890402
2004-02,2004-02-24 21:43:09.000000000,362.95986769099454,362.50863323237843,1.2,0.20129081981936306
2004-03,2004-03-23 21:38:15.500000000,364.5994021705993,361.9905728483577,0.4,0.22363496921727863
2004-05,2004-05-06 21:34:22.000000000,347.48702701054816,360.89596890595936,1.0,0.2275696385160732
2004-06,2004-06-23 21:35:46.000000000,371.1173971099323,360.6785607606042,0.8,0.15971909848107424
2004-07,2004-07-01 21:43:05.000000000,354.6336746031746,360.3933423686743,-0.5,0.015232943054413549
2004-08,2004-08-10 21:36:56.000000000,359.6021084080238,360.5405630620798,-0.3,-0.1358578806443562
2004-09,2004-09-11 21:41:05.666666624,362.4773771924476,361.38365212664877,-0.3,-0.28077053027950555
2005-02,2005-02-22 21:42:13.000000000,362.55942533991833,362.09236209909517,-3.1,-0.8508679657622821
2005-03,2005-03-30 21:43:44.000000000,363.7500721500721,362.24597850284454,0.3,-0.7363788458811699
2005-05,2005-05-12 13:42:08.666666624,361.2240904009918,362.26564418991603,-0.8,-0.3860343736470225
2005-06,2005-06-06 21:42:36.000000000,364.3409264750295,362.9172794448426,0.4,-0.16949143279551832
2005-07,2005-07-12 21:41:47.000000000,362.8058837875739,362.6580166821885,0.2,0.01417653471209615
2005-08,2005-08-29 21:42:10.000000000,361.6276897750137,361.75496032431073,-0.3,0.17140572719038086
2005-09,2005-09-06 21:43:12.000000000,359.01799646363025,360.7715268671036,0.4,0.3292793946525564
2005-10,2005-10-08 21:43:05.000000000,351.55162977867207,360.0706881042995,1.2,0.4625023729795763
2005-11,2005-11-09 21:43:30.000000000,361.9976489238461,359.82057911813394,-0.2,0.5536373430910003
2006-01,2006-01-20 21:44:01.000000000,370.81971648070237,359.2427729546616,1.7,0.7839332228998178
2006-02,2006-02-17 21:44:25.500000000,351.67091092006586,357.0225071118983,0.1,0.8105005390110417
2006-03,2006-03-09 21:45:04.000000000,355.65731967562954,355.66439296634127,1.8,0.7553153397555725
2006-04,2006-04-14 21:44:56.750000000,355.4678906773977,355.33720543346936,1.1,0.547855345534318
2006-05,2006-05-20 21:44:08.000000000,357.29397278911557,354.2468410891022,-0.5,0.2336743501086755
