Year-Month,dates,monthly_anomaly,nzd0046_Average_Value,Value,Smooth_Value
2000-02,2000-02-09 22:10:19.000000000,404.64808486049145,406.13259865132835,1.7,1.1252096839580497
2000-04,2000-04-29 22:09:53.000000000,413.86333144545137,406.047994517429,1.2,0.8547350591947336
2000-05,2000-05-15 22:09:42.000000000,408.5200957697803,405.00985898498567,0.4,0.6682251425375931
2000-08,2000-08-11 22:08:41.000000000,399.7350301556568,402.2553624351041,0.7,0.6533876947298695
2000-09,2000-09-04 22:08:22.000000000,399.7493036305914,399.91035220760443,0.9,0.8331702708866523
2000-10,2000-10-22 22:07:50.000000000,392.5772279308411,399.1311154800482,1.1,1.0113549486051254
2001-01,2001-01-26 22:08:07.000000000,408.87086325856836,398.9668808167506,1.0,1.099432606924579
2001-06,2001-06-03 22:07:16.000000000,399.8138763533543,398.7073992296959,0.3,0.03168281082958975
2001-12,2001-12-28 22:06:14.000000000,377.3342857142857,398.7428642244036,-0.8,0.17169415698217197
2002-03,2002-03-18 22:06:22.000000000,405.9314997505227,399.5864112090219,0.2,0.14572296533286758
2002-04,2002-04-03 22:06:21.000000000,430.11038229496194,399.37244464613036,-0.1,-0.013956437143125194
2002-07,2002-07-16 22:05:55.000000000,387.85224152628825,395.7426666607968,-0.5,-0.4695336673613069
2002-08,2002-08-09 22:05:46.000000000,387.01241667986295,393.07284086048537,-1.0,-0.578878292374044
2002-10,2002-10-28 22:05:22.000000000,394.1257891762926,393.02535085997,-0.4,-0.6375083671966623
2002-11,2002-11-13 22:05:30.000000000,384.89349505503435,394.2304169175616,-0.5,-0.6219976552700359
2003-01,2003-01-16 22:06:02.000000000,403.72345786191465,396.638242391064,-0.2,-0.4623099719849417
2003-04,2003-04-06 22:06:21.000000000,400.3381089458187,399.16159487577767,-0.1,-0.05401673373596516
2003-05,2003-05-16 22:06:18.500000000,405.2828083435586,402.4930739148715,-0.3,0.04694898633143355
2003-12,2003-12-26 21:56:18.000000000,398.5643627365772,404.8237947182347,1.1,0.11772148105890402
2004-02,2004-02-04 22:06:41.000000000,398.5635462514588,405.9655717156399,1.2,0.20129081981936306
2004-05,2004-05-18 21:58:14.000000000,416.02561559033325,406.6661767775625,1.0,0.2275696385160732
2004-06,2004-06-07 22:02:40.000000000,411.94618335872815,404.6865563530052,0.8,0.15971909848107424
2004-11,2004-11-18 22:06:34.000000000,381.9305894105894,401.3158222147705,-0.7,-0.5760185988097057
2005-01,2005-01-17 22:05:20.000000000,399.8299622691694,401.1945553367372,0.3,-0.7984578501804348
2005-02,2005-02-14 22:04:09.000000000,396.04969062260375,403.61796338998477,-3.1,-0.8508679657622821
2005-03,2005-03-10 22:04:29.000000000,414.15101952839257,406.8980672752749,0.3,-0.7363788458811699
2005-04,2005-04-03 22:04:40.000000000,413.33558386037527,407.16753492190423,-0.6,-0.5786116602908132
2005-06,2005-06-10 22:06:03.500000000,408.79471415796365,403.00534384552003,0.4,-0.16949143279551832
2005-08,2005-08-25 22:05:41.000000000,384.4964125884582,396.7773204469961,-0.3,0.17140572719038086
2005-09,2005-09-18 22:06:39.000000000,388.10468901225886,393.50871148381174,0.4,0.3292793946525564
2005-11,2005-11-21 22:07:07.000000000,365.8735640835771,391.87746558228065,-0.2,0.5536373430910003
2006-01,2006-01-08 22:07:25.000000000,419.5169585281942,391.79007320541996,1.7,0.7839332228998178
