dates,nzd0132-0000,nzd0132-0001,nzd0132-0002,nzd0132-0003,nzd0132-0004,nzd0132-0005,nzd0132-0006,nzd0132-0007,nzd0132-0008,nzd0132-0009,nzd0132-0010,nzd0132-0011,nzd0132-0012,nzd0132-0013,nzd0132-0014,nzd0132-0015,nzd0132-0016,nzd0132-0017,nzd0132-0018,nzd0132-0019,nzd0132-0020,nzd0132-0021,nzd0132-0022,nzd0132-0023,nzd0132-0024,nzd0132-0025,nzd0132-0026,nzd0132-0027,nzd0132-0028,nzd0132-0029,nzd0132-0030,nzd0132-0031,nzd0132-0032,nzd0132-0033,nzd0132-0034,nzd0132-0035,nzd0132-0036,nzd0132-0037,nzd0132-0038,nzd0132-0039,nzd0132-0040,nzd0132-0041,nzd0132-0042,nzd0132-0043,nzd0132-0044,nzd0132-0045,nzd0132-0046,nzd0132-0047,nzd0132-0048,nzd0132-0049,nzd0132-0050,nzd0132-0051,nzd0132-0052,nzd0132-0053,nzd0132-0054,nzd0132-0055,nzd0132-0056,nzd0132-0057,nzd0132-0058,nzd0132-0059,nzd0132-0060,nzd0132-0061,nzd0132-0062,nzd0132-0063,nzd0132-0064,nzd0132-0065,nzd0132-0066,nzd0132-0067,nzd0132-0068,nzd0132-0069,nzd0132-0070,nzd0132-0071,nzd0132-0072,nzd0132-0073,nzd0132-0074,nzd0132-0075,nzd0132-0076,nzd0132-0077,nzd0132-0078,nzd0132-0079,nzd0132-0080,nzd0132-0081,nzd0132-0082,nzd0132-0083,nzd0132-0084,nzd0132-0085,nzd0132-0086,nzd0132-0087,nzd0132-0088,nzd0132-0089,nzd0132-0090,nzd0132-0091,nzd0132-0092,nzd0132-0093,nzd0132-0094,nzd0132-0095,nzd0132-0096,nzd0132-0097,nzd0132-0098,nzd0132-0099,nzd0132-0100,nzd0132-0101,nzd0132-0102,nzd0132-0103,nzd0132-0104,nzd0132-0105,nzd0132-0106,nzd0132-0107,nzd0132-0108,nzd0132-0109,nzd0132-0110,nzd0132-0111,nzd0132-0112,nzd0132-0113,nzd0132-0114,nzd0132-0115,nzd0132-0116,nzd0132-0117,nzd0132-0118,nzd0132-0119,nzd0132-0120,nzd0132-0121,nzd0132-0122,nzd0132-0123,nzd0132-0124,nzd0132-0125,nzd0132-0126,nzd0132-0127,nzd0132-0128,nzd0132-0129,nzd0132-0130,nzd0132-0131,nzd0132-0132,nzd0132-0133,nzd0132-0134,nzd0132-0135,nzd0132-0136,nzd0132-0137,nzd0132-0138,nzd0132-0139,nzd0132-0140,nzd0132-0141,nzd0132-0142,nzd0132-0143,nzd0132-0144,nzd0132-0145,nzd0132-0146,nzd0132-0147,nzd0132-0148,nzd0132-0149,nzd0132-0150,nzd0132-0151,nzd0132-0152,nzd0132-0153,nzd0132-0154,nzd0132-0155,nzd0132-0156,nzd0132-0157,nzd0132-0158,nzd0132-0159,nzd0132-0160,nzd0132-0161,nzd0132-0162,nzd0132-0163,nzd0132-0164,nzd0132-0165,nzd0132-0166,nzd0132-0167,nzd0132-0168,nzd0132-0169,nzd0132-0170,nzd0132-0171,nzd0132-0172,nzd0132-0173,nzd0132-0174,nzd0132-0175,nzd0132-0176,nzd0132-0177,nzd0132-0178,nzd0132-0179,nzd0132-0180,nzd0132-0181,nzd0132-0182,nzd0132-0183,nzd0132-0184,nzd0132-0185,nzd0132-0186,nzd0132-0187,nzd0132-0188,nzd0132-0189,nzd0132-0190,nzd0132-0191,nzd0132-0192,nzd0132-0193,nzd0132-0194,nzd0132-0195,nzd0132-0196,nzd0132-0197,nzd0132-0198,nzd0132-0199,nzd0132-0200,nzd0132-0201,nzd0132-0202,nzd0132-0203,nzd0132-0204,nzd0132-0205,nzd0132-0206,nzd0132-0207,nzd0132-0208,nzd0132-0209,nzd0132-0210,nzd0132-0211,nzd0132-0212,nzd0132-0213,nzd0132-0214,nzd0132-0215,nzd0132-0216,nzd0132-0217,nzd0132-0218,nzd0132-0219,nzd0132-0220,nzd0132-0221,nzd0132-0222,nzd0132-0223,nzd0132-0224,nzd0132-0225,nzd0132-0226,nzd0132-0227,nzd0132-0228,nzd0132-0229,nzd0132-0230,nzd0132-0231,nzd0132-0232,nzd0132-0233,nzd0132-0234,nzd0132-0235,nzd0132-0236,nzd0132-0237,nzd0132-0238,nzd0132-0239,nzd0132-0240,nzd0132-0241,nzd0132-0242,nzd0132-0243,nzd0132-0244,nzd0132-0245,nzd0132-0246,nzd0132-0247,nzd0132-0248,nzd0132-0249,nzd0132-0250,nzd0132-0251,nzd0132-0252,nzd0132-0253,nzd0132-0254,nzd0132-0255,nzd0132-0256,nzd0132-0257,nzd0132-0258,nzd0132-0259,nzd0132-0260,nzd0132-0261,nzd0132-0262,nzd0132-0263,nzd0132-0264,nzd0132-0265,nzd0132-0266,nzd0132-0267,nzd0132-0268,nzd0132-0269,nzd0132-0270,nzd0132-0271,nzd0132-0272,nzd0132-0273,nzd0132-0274,nzd0132-0275,nzd0132-0276,nzd0132-0277,nzd0132-0278,nzd0132-0279,nzd0132-0280,nzd0132-0281,nzd0132-0282,nzd0132-0283,nzd0132-0284,nzd0132-0285,nzd0132-0286,nzd0132-0287,nzd0132-0288,nzd0132-0289,nzd0132-0290,nzd0132-0291,nzd0132-0292,nzd0132-0293,nzd0132-0294,nzd0132-0295,nzd0132-0296,nzd0132-0297,nzd0132-0298,nzd0132-0299,nzd0132-0300,nzd0132-0301,nzd0132-0302,nzd0132-0303,nzd0132-0304,nzd0132-0305,nzd0132-0306,nzd0132-0307,nzd0132-0308,nzd0132-0309,satname
1999-08-26 22:04:44+00:00,415.26,413.8936364,409.3795652,407.65,413.43,405.2,402.65,401.74,400.62,,,,,,,,386.73,391.4,385.67,382.62,381.14,383.64,376.54,380.82,385.26,390.49,389.82,393.74,396.04,389.94,387.81,394.69,402.82,401.86,410.39,405.43,400.26,393.81,393.05,394.57,389.15,392.37,397.53,399.9,384.64,387.7,387.5,386.03,389.94,390.8,379.37,375.49,372.27,383.78,378.53,375.15,375.92,374.57,380.05,382.67,377.64,377.08,384.07,384.58,386.82,382.33,377.38,380.35,384.7663158,388.53,391.95,381.75,382.85,390.39,388.2,385.34,389.24,392.84,394.44,395.57,396.13,395.23,389.93,387.0736364,384.9895652,382.71,384.1895652,385.3336364,384.17,378.5,377.01,377.82,381.36,387.83,384.61,381.17,373.9902128,369.2395652,368.06,367.0436364,,,,,387.5,393.3092308,394.71,397.78,396.79,393.47,396.34,398.9027907,394.3036364,390.37,390.3795652,385.4602128,385.94,394.04,394.1,388.48,384.42,389.61,385.96,384.5892308,385.7433333,385.74,384.56,384.97,383.09,385.39,384.4,375.48,,,,,,391.4686207,390.82,386.706129,386.11,390.29,387.1,382.8192308,394.95,400.12,396.32,389.39,386.19,383.1440541,379.1178947,377.7776923,390.09,387.45,391.74,392.99,398.39,394.24,385.04,391.22,379.29,379.08,380.53,374.74,389.04,392.5392308,392.81,384.29,383.19,378.37,386.9,376.3670588,373.82,373.5090909,393.29,382.04,385.33,380.6190909,377.31,,,,,,,389.2690909,383.37,400.89,383.6935294,399.3290909,397.17,412.22,394.05,395.86,403.04,401.1435294,406.23,411.42,433.85,427.4,424.8,430.7595652,436.2636364,438.3,438.09,427.23,452.55,459.4405882,467.26,472.24,461.72,448.6490909,459.28,460.25,463.12,466.94,477.63,480.6228571,483.97,482.3794118,482.8792308,479.5077358,481.4133333,487.3545455,489.06,486.79,487.57,483.62,474.35,475.5490909,463.3,460.1446154,458.84,455.25,455.1,451.7935294,439.58,452.6431579,443.67,430.55,425.12,427.32,425.4,420.2,,,,382.85,372.82,366.51,351.3,340.37,338.96,347.32,340.6,339,328.45,334.39,317.31,294.96,278.87,256.72,246.05,249.91,245.01,251.33,250.23,250.61,262.41,264.44,254.46,259.06,245.04,231.9,239.88,230.36,219.13,213.2,204.39,205.71,200.88,192.03,176.19,185.6,173.02,158.09,155.41,149.68,130.68,121.95,96.8,,,,,,,,,,,,,,,,,,,,L7
1999-09-27 22:04:48+00:00,410.7828571,404.1754545,401.5269565,404.64,409.7728571,403.83,409.0128571,403.76,402.13,395.32,396.9328571,388.9654545,381.3169565,373.87,372.72,370.3028571,368.06,369.14,362.53,363.88,365.45,372.59,367.4433333,376.85,379.41,378.97,386,387.29,388.79,389.59,384.2833333,382.6233333,387.93,391.71,397.7228571,397.31,401.4433333,407.77,407.64,408.73,407.02,405.5228571,403.3728571,397.5628571,387.51,389.05,384.0633333,386.59,389.87,388.4428571,381.11,378.05,370.6433333,378.9728571,375.44,376.57,377.7533333,377.0433333,378.78,384.8328571,378.7433333,378.0033333,384.98,383.5133333,382.8333333,381.4133333,380.01,379.58,377.2647368,378.3733333,383.3628571,379.11,379.61,386.6928571,381.77,383.51,389.1028571,394.0728571,397.3028571,393.7128571,396.3828571,391.6828571,389.1328571,388.1854545,385.7769565,381.98,376.0669565,377.2054545,380.5528571,375.2428571,369.9928571,365.2228571,361.3728571,358.0528571,361.7528571,365.95,365.8542553,371.7169565,375.08,372.8154545,369.5155814,371.7928571,370,376.8528571,380.6828571,386.4761538,393.94,395.37,398.16,395.9728571,398.8428571,399.4755814,398.1554545,394.19,390.9669565,391.2542553,387.75,390.17,391.81,389.34,388.58,396.4,389.49,386.3661538,387.6944444,389.1628571,386.4,385.1228571,382.9728571,382.6728571,379.6128571,378.4428571,379.3828571,385.3228571,392.4428571,391.0228571,386.7128571,383.1810345,381.88,380.9019355,384.05,387.57,391.8928571,393.6961538,396.7,393.87,392.37,384.1628571,383.8666667,386.3032432,381.9284211,382.0984615,387.53,385.63,387.89,388.4428571,396.68,388.8128571,381.08,385.29,378.97,380.28,389.2528571,382.78,392.59,387.5761538,384.5128571,379.65,382.38,385.88,389.0228571,384.5811765,379.23,377.3836364,391.6728571,382.97,383.2533333,376.0836364,381.3333333,385.47,395.0569565,396.8228571,385.23,384.9664516,385.8625,387.4736364,386.4614286,403.92,388.6905882,396.2536364,392.87,409.06,393.5466667,399.86,404.3214286,402.0505882,400.415,404.16,430.42,428.3828571,425.83,429.8169565,435.5554545,436.8228571,434.5628571,421.15,446.95,447.5917647,455.235,463.35,449.8128571,439.3336364,453.83,452.4433333,457.11,460.2833333,473.48,469.8132653,469.65,471.8682353,469.9661538,474.9820755,475.6344444,477.2118182,478.6028571,472.39,478.63,473.2933333,466.83,464.6636364,449.46,450.0130769,449.9414286,440.85,446.665,444.4205882,441.5966667,447.4973684,445.67,439.07,426.07,429.49,426.93,418.16,397.42,375.85,384.16,372.97,364.43,357.53,341.5,331.47,333.44,345.15,336.51,329.35,312.02,335.95,305.29,298.31,286.2,258.19,261.63,257,248.87,253.78,250.62,247.3,253.48,246.8,238.73,241.98,231.34,224.01,217.6,195.43,206.31,194.5,203.22,194.64,190.85,185.21,182.48,188.5,181.03,167.32,168.81,163.98,146.56,130.54,118.13,,,,,,,,,,,,,,,,,,,,L7
2000-05-24 22:03:46+00:00,413.7771429,420.5336364,416.216087,414.77,412.7271429,412.43,400.9071429,402.61,399.18,406.53,397.4171429,389.7936364,383.776087,374.76,370.25,367.0871429,370.8,368.31,366.55,362.31,363.8,371.4,377.8333333,385.67,386.6,392.95,390.73,379.65,379.03,378.22,383.4233333,380.8033333,378.42,378.69,380.4071429,388,394.0233333,398.66,401.89,405.92,408.46,406.9071429,409.7471429,398.2171429,392.86,391.37,389.8433333,391.56,393.69,390.4371429,385.15,383.95,377.2733333,374.9771429,373.23,370.79,375.2233333,376.1033333,377.46,376.2671429,380.3033333,379.8733333,377.24,376.6033333,375.8033333,379.5833333,384.43,392.19,,437.9633333,416.5371429,406.84,398.55,384.5671429,381.86,381.06,386.4471429,390.1971429,383.2471429,383.8671429,385.1271429,379.1371429,376.2271429,372.7536364,377.866087,377.85,376.106087,382.4736364,378.1171429,369.3271429,363.3071429,366.6771429,364.6071429,360.5171429,361.8371429,358.6,351.5625532,353.976087,364.14,367.6236364,370.7262791,372.0971429,373.12,373.8171429,378.1871429,382.03,378.59,379.38,380.39,382.2871429,387.2671429,386.6262791,391.3036364,389.78,395.666087,398.9825532,396.92,396.78,393.68,393.19,389.96,387.86,391.58,391.79,394.6244444,400.7071429,397.67,391.8671429,389.6271429,391.3771429,391.7571429,392.8971429,395.7171429,392.9371429,390.4271429,390.4271429,393.2371429,391.8113793,393.19,393.1754839,397.19,397.94,395.6071429,393.32,390.53,387.44,385.96,386.7571429,380.7966667,377.4594595,369.7968421,375.2,378.98,380.19,381.71,382.0571429,381.56,379.4271429,377.69,371.19,372.32,376.38,373.5271429,374.69,374.73,380.53,381.2271429,379.3,381.36,378.04,377.6171429,384.1935294,388.59,388.2990909,381.8171429,390.59,392.1233333,393.3990909,395.0133333,390.25,386.436087,381.8171429,388.44,389.1516129,394.6375,401.0490909,403.9285714,399.78,408.8017647,405.9790909,412.76,411.91,418.3866667,416.16,411.6185714,411.1417647,418.415,419.68,412.63,411.4371429,414.77,420.126087,425.5436364,426.5771429,427.1771429,436.52,431.33,434.5452941,439.195,443.02,447.0371429,449.2190909,449.22,452.2333333,450.47,454.9633333,451.55,457.0353061,461.52,469.0247059,465.42,467.4964151,466.0044444,464.6645455,464.0271429,467.96,475.1,479.1233333,481.96,477.2790909,474.6,475.22,471.3785714,468.68,466.465,457.3817647,458.8966667,460.4947368,461.59,454.15,446.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.36,262.21,255.97,251.64,,,,,,,,,,127.57,115.53,72.23,,,,,,,,,,,,,,L7
2000-07-11 22:03:17+00:00,,,,,,,,,,,410.76,413.9736364,397.5556522,,,,,,,,,,,,,,,,,,,,,,,,,,395.43,,,,,,,,,,,,,,,,,,,,,,,,,379.0377778,374.0377778,371.0477778,375.35,383.28,391.5452632,398.6077778,401.73,404.93,406.93,402.24,,,,,,,,,,,,,,,,373.04,361.28,358.88,362.44,364.3,353.97,353.87,358.7710638,367.0756522,372.9733333,376.5436364,361.0260465,360.21,375.11,378.91,376.63,376.7846154,384.9566667,388.2466667,387.8366667,391.83,395.89,393.1960465,391.4336364,397.4133333,396.4056522,398.7410638,396.4,394.72,392.26,393.17,396.89,397.6466667,397.74,,,,,,,,,,,,,,,,,,,,,,,392.6766667,386.2366667,386.34,379.8322222,390.0924324,381.4315789,371.3905128,372.52,,,,,,,,,,,,,,,379.1733333,378.26,379.5733333,384.34,385.5117647,377.19,373.9490909,376.53,381.27,384.2077778,393.2790909,388.8077778,392.83,401.5356522,397.98,392.74,382.1406452,387.58,384.8690909,394.32,391.94,396.8258824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-10-15 22:01:56+00:00,405.1971429,405.7236364,398.83,394.07,401.6571429,397.78,404.0071429,404.36,405.87,400.93,401.3671429,389.2836364,380.59,371.94,366.51,370.1171429,364.94,363.79,364.9,366.69,367.55,373.77,373.9755556,376.97,375.88,372.16,378.2,386.49,390.11,388.19,387.0355556,388.4555556,394.83,395.73,401.0771429,399.14,391.4555556,391.97,394,396.4,404.58,408.1171429,405.1171429,397.2771429,391.23,391.44,392.2755556,393.92,398.3,402.7771429,394.8,381.54,372.6255556,372.9171429,374,372.27,369.3555556,375.2455556,389.92,396.4571429,380.3955556,373.9955556,378.42,386.2755556,395.1955556,392.1055556,391.57,388.09,384.9205263,377.6055556,384.3371429,378.67,380.45,392.1471429,392.55,398.0166667,404.3971429,402.9071429,397.6471429,396.4271429,395.9971429,390.4371429,380.7571429,378.3436364,379.29,379.44,384.05,383.3636364,379.2671429,371.8371429,367.5071429,370.6971429,370.1271429,368.6671429,361.9571429,358.09,358.5417021,365.13,370.2566667,374.5536364,371.5230233,372.6371429,374.66,385.9771429,392.3171429,395.1446154,390.6233333,389.9433333,389.0333333,386.7771429,393.7171429,397.7430233,398.6636364,397.7466667,399.23,396.3017021,392.87,391.83,387.76,385.54,389.83,403.4933333,405.14,400.9446154,397.3940741,394.1071429,392.13,398.6271429,398.1371429,393.1271429,394.7471429,396.8871429,392.8571429,393.7271429,395.9971429,395.0171429,395.8771429,398.4141379,396.3666667,395.8274194,393.21,391.6366667,390.1171429,391.4746154,394.8033333,394.1333333,389.5433333,380.5071429,385.0044444,387.8610811,388.2331579,385.9171795,382.65,380.94,380.2766667,378.1071429,378.9633333,369.6171429,364.28,365.58,364.71,372.08,374.4371429,369.02,382.9533333,383.3846154,388.0471429,389.1666667,381.29,374.4866667,373.4571429,368.5288235,362.17,361.1790909,373.4171429,367.45,369.3955556,369.8790909,374.0255556,378.66,384.54,394.4471429,383.81,382.3980645,387.4425,387.0790909,382.6085714,397.08,380.6994118,387.7190909,381.7833333,397.61,385.4977778,390.8633333,396.4985714,393.8094118,396.445,402.1466667,419.5033333,416.0371429,414.88,418.91,422.6236364,425.9071429,428.0271429,414.9166667,431.4833333,435.5682353,443.475,450.52,443.0671429,431.6890909,440.55,439.0055556,446.65,444.3155556,459.7833333,458.1610204,458.29,460.7584314,462.9646154,464.7569811,459.3740741,459.5545455,462.9071429,457.1266667,458.92,460.1055556,451.62,450.3590909,445.6966667,451.1623077,449.9485714,448.3833333,446.565,441.7994118,445.9377778,455.4852632,448.65,439.34,426.09,430.07,427.11,415.05,405.77,397.74,409.7,397.66,388.11,368.59,356.6,344.86,352.52,359.33,355.6,345.29,338.04,335.58,321.1,306.56,294.11,281.51,280.81,288.57,285.25,294.59,290.98,300.8,297.97,297.37,,272.28,259.48,257.02,241.52,240.49,232.15,226.69,230.25,231.49,226.22,227.61,226.67,224.31,213.03,200.75,189.04,178.22,162.66,151.77,132.3,123.38,,,,,,,,,,,,,,,,,,,L7
2001-02-04 22:02:14+00:00,418.59,419.7709091,422.183913,422.94,420.29,422.84,425.11,426.95,410.09,394.9,395.19,400.1509091,398.213913,389.49,385,375.3,367.21,370.88,375.54,382.12,385.73,385.04,384.2944444,390.19,397.07,389.06,383.66,383.95,383.41,390.49,394.7144444,391.9744444,385.58,390.1,400.18,407.24,413.6844444,415.56,415.04,417.08,419.75,419.63,410.19,403.53,402.62,393.29,392.1744444,395.46,390.24,391.87,392.57,390.79,386.3444444,385.87,386.19,388.73,387.6544444,371.6244444,374.21,382.54,389.9644444,392.0244444,390,391.2644444,392.8844444,394.1644444,396.09,401.95,400.4663158,398.2344444,403.89,406.25,407.13,406.61,407.71,402.6633333,396.99,394.34,391.12,394.64,398.28,398.33,395.76,392.4809091,394.533913,394.52,390.203913,390.1909091,388.83,383.5,383.53,383.55,380.7,379.44,379.3,379,375.832766,375.933913,380.6533333,378.5209091,380.2665116,388.46,392.53,394.04,395.4,389.4361538,389.5866667,397.0566667,408.5466667,419.19,424.48,417.7965116,408.5509091,397.5833333,399.983913,403.972766,402.42,404.16,405.53,401.53,397.92,399.9966667,399.62,403.3661538,407.6759259,,,,,,,,,,,,,406.4489655,407.8833333,412.7335484,416.47,412.2233333,409.84,408.3061538,404.8966667,397.6066667,394.4366667,392.92,393.7955556,395.3581081,395.5378947,389.5751282,387.91,387.68,384.5033333,385.25,388.1566667,384.22,378.95,378.68,382.06,383.37,380.26,378.97,379.2266667,382.7561538,387.59,389.9133333,392.61,397.6433333,396.73,395.4029412,392.89,389.8872727,387.62,391.69,397.3244444,399.3272727,396.8644444,398.3,400.273913,406.19,408.48,393.2051613,382.5575,384.0072727,398.25,401.51,401.1464706,400.2572727,405.0366667,413.03,415.6222222,421.0166667,421.54,421.3764706,418.365,418.3533333,421.0066667,424.23,419.99,421.523913,424.4809091,430.5,436.31,435.5233333,434.9466667,438.5694118,447.255,453.41,456.6,456.3272727,457.79,465.1944444,467.33,468.5544444,458.2766667,462.5342857,462.99,466.9539216,472.7361538,474.6167925,477.6859259,479.7136364,479.53,485.6533333,489.14,490.7144444,,,,,,,,,,490.3331579,490.58,490.96,,,487.5,,,,454.46,,,,,,,,,,,,388.99,377.35,370.44,354.66,346.6,355.44,362.83,362.44,364.12,361.84,361.68,362,,,311.42,294.8,276.94,260.21,246.93,244.53,240.46,245.8,247.72,244.34,242.02,231.99,229.72,221.03,212.12,201.23,196.17,176.3,168.28,157.47,,,110.39,93.76,72.4,,,,,,,,,,,,,,L7
2001-03-24 22:01:59+00:00,420.3542857,420.77,417.2547826,413.69,418.4742857,416.85,418.7042857,412.27,407.22,398.38,399.1542857,395.05,396.5447826,393.07,383.72,382.7042857,373,368.36,365.64,364.54,366.85,375.09,380.3433333,384,383.17,386.72,390.87,389.74,388.45,383.21,383.0033333,386.8633333,389.57,,,,,,,,,,,,,,390.6233333,383.58,389.71,397.7442857,392.43,389.97,379.4533333,379.2442857,375.74,378.78,377.8833333,379.7433333,383.74,386.8142857,378.9133333,380.9333333,383.52,385.4533333,392.9633333,391.2633333,383.84,382.72,385.9694737,388.8633333,400.2042857,395.41,389.6,395.9542857,395.65,396.74,397.7042857,397.9742857,397.9342857,400.0242857,405.4442857,406.0742857,395.4242857,384.44,385.8547826,388.47,380.2647826,379.21,385.7042857,386.2142857,382.1142857,375.7542857,373.1742857,376.0042857,376.0042857,367.01,365.7421277,364.9147826,370.29,378.59,380.5972093,384.0042857,377.79,385.8542857,390.7442857,394.3253846,400.25,401.12,405.04,406.7642857,411.9042857,410.4872093,409.64,407.45,405.0847826,406.3721277,401.55,398.29,398.43,395.43,394.65,403.19,402.81,398.5153846,392.7911111,386.3442857,379.29,384.6142857,393.2342857,397.2242857,394.9542857,393.9642857,392.3442857,394.8442857,399.0242857,402.0742857,403.3142857,400.3637931,397.96,395.8245161,398.87,394.65,396.0142857,394.7353846,396.77,393.88,386.73,376.9642857,379.8366667,384.4656757,389.4068421,383.0961538,379.36,370.54,376.18,379.3142857,385.89,373.6442857,365.85,374.67,373.2,370.45,376.1542857,368.05,384.29,381.3453846,386.5842857,387.28,383.3,385.52,390.3942857,382.8488235,378.24,377.23,388.2042857,380.29,386.2933333,376.59,383.6133333,384.71,384.9347826,390.5642857,381.17,387.4683871,387.12,384.86,377.3771429,393.54,376.4494118,385.37,380.97,,,,,,,,,,,,,,,,,,448.89,455.23,443.4742857,437.06,449.79,447.8533333,450.8,448.7033333,465.12,460.5120408,460.25,459.1517647,463.1753846,463.4190566,460.3811111,,,,,,,,,,,,453.4,447.1094118,447.6666667,468.3347368,467.76,461.76,447.11,452.46,449.09,435.64,423.85,414.81,428.53,,,,,,,,,,,,,,,,,,,,,,,,304.99,291.27,277.24,256.57,240.97,227.47,209.17,,206.62,212.35,207.81,208.13,,,,,,,,,,,86.07,,,,,,,,,,,,,,,,,,L7
2001-06-12 22:01:24+00:00,419.3471429,416.7454545,408.023913,393.85,398.4171429,401.53,403.8171429,402.52,400.97,393.16,396.0171429,399.8554545,396.263913,388.26,390.75,382.7671429,381.65,381.77,372.85,359.25,368.6,367.51,377.9122222,383.7,391.14,387.39,381.55,381.29,384.89,391.16,395.1022222,396.7522222,394.12,394.83,385.3771429,382.2,385.0222222,394.81,402.42,401.73,399.96,400.4071429,403.0071429,400.6071429,402,394.75,388.8922222,379.82,364.94,364.5671429,372.18,369.81,368.5822222,367.0771429,,,,,,,,,,,,,,,,382.4722222,380.8771429,380.32,385.48,394.8071429,396.67,385.7266667,382.3671429,388.4371429,395.1171429,402.1871429,398.6571429,394.9371429,386.7271429,385.7454545,383.383913,380.22,375.563913,376.3054545,374.5371429,375.9371429,367.4171429,368.9171429,359.6071429,362.0871429,365.2171429,368.17,374.3580851,368.883913,373.6466667,372.4054545,382.3193023,385.7171429,389.95,386.7671429,390.0271429,390.4023077,389.5833333,391.1233333,393.4933333,398.6071429,399.2771429,402.1693023,402.7154545,403.0766667,401.203913,395.0680851,397.65,403.38,410.14,419.18,418.87,398.1633333,401.37,401.5823077,403.6762963,396.1171429,400.78,392.2671429,391.7871429,392.7971429,398.9971429,399.1871429,397.1171429,397.3771429,393.7371429,393.9471429,389.3771429,390.9293103,395.2166667,405.1325806,402.45,401.4566667,399.6671429,394.7523077,389.7533333,383.2433333,371.3633333,352.9271429,351.3777778,355.0856757,357.2026316,362.6802564,376.61,386.58,385.0766667,382.6171429,378.1233333,384.9571429,380.3,381.18,374.77,361.95,358.4571429,358.96,351.4833333,362.6423077,370.3171429,373.4566667,375.52,374.8066667,376.3871429,386.0194118,392.54,396.5836364,392.3671429,401.65,396.5722222,384.0036364,380.0522222,384.79,392.693913,399.7571429,404.55,403.6619355,402.4025,401.8936364,407.0185714,399.41,413.8147059,416.7836364,413.8433333,402.89,407.9411111,413.2433333,413.6185714,417.7347059,415.235,421.8066667,417.9133333,422.6271429,423.25,426.743913,425.9354545,,,,,,,,,,,465.1022222,465.06,469.4622222,466.9033333,463.2638776,455.5,456.662549,452.1723077,455.48,464.5862963,471.8718182,482.7471429,490.2766667,492.24,495.2622222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-10-18 22:00:06+00:00,409.0114286,414.9481818,410.6473913,403.61,409.4314286,400.6,403.8014286,419.13,396.02,388.73,391.3314286,,,,,,,,,,,,359.5,366.11,374.09,378.12,385.46,383.94,378.46,380.92,377.62,381.97,,,,,,399.92,402.77,411.89,414.27,415.8314286,412.9514286,402.4814286,393.05,391.99,388.04,385.18,392.76,,,,,,,365.56,368.69,376.83,,,,,,,,,,369.48,369.8410526,381.39,388.4914286,378.82,379.02,387.3714286,384.2,392.06,399.8014286,395.1014286,388.7014286,387.4114286,387.1514286,382.1314286,384.2414286,385.5481818,383.4473913,383.27,380.9473913,385.2381818,379.8514286,379.4914286,378.1314286,375.0214286,369.0914286,366.5814286,367.4114286,367.62,366.2280851,360.8373913,366.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.24,,,382.7584615,,,362.93,,,,,368.9653846,378.84,379.89,382.15,377.5314286,384.58,372.9314286,366.87,373.15,374.52,371,369.8914286,358.99,365.28,367.0884615,371.5214286,368.73,370.5,372.81,372.5114286,368.4747059,368.17,372.7154545,390.2414286,380.55,379.45,371.4054545,378.9,377.73,378.1473913,384.1314286,373.97,372.4690323,374.8725,380.5354545,376.0457143,394,378.5223529,393.7654545,389.77,409.99,385.46,,,,,,,,,,,,,,,,443.915,448.3,434.0214286,422.8654545,435.68,437.96,448.72,449.14,464.55,465.3016327,465.25,463.4629412,462.6584615,464.064717,469.56,473.9127273,476.2614286,470.88,467.57,461.27,454.47,454.2154545,451.82,449.4792308,448.6257143,446.61,448.075,450.6323529,451,462.7905263,460.81,453.77,447.01,436.85,428.46,414.62,404.23,393.09,389.5,383.36,373.01,362.2,350.74,341.25,348.94,355.78,355.99,353.04,352.06,359.66,352.05,349.6,344.22,342.35,343.54,358.64,359.13,366.21,354.74,348.19,331.25,326.16,315.42,307.5,294.99,288.38,,,,257.59,,,252.05,247.73,234.51,228.43,214.76,200.61,185.38,166.43,,,,,74.53,,,,,,,,,,,,,,,,,,L7
